"zone","state","lga","sector","ea","pid","sc1q2","sc1q3","sc1q5","sc1q6"
2,8,813,2,2094,6,1,52,52,51
2,8,815,2,362,1,1,42,10,42
2,8,815,2,362,2,1,47,47,42
2,8,815,2,362,3,2,40,40,41
2,8,815,2,362,4,1,72,72,34
2,8,815,2,362,5,1,78,78,52
2,8,816,2,1270,1,1,50,50,51
2,8,816,2,1270,2,2,41,30,51
2,8,816,2,1270,3,1,65,65,51
2,8,816,2,1270,4,1,55,55,51
2,8,816,2,1270,5,1,52,32,51
2,8,816,2,1270,6,1,64,64,51
2,8,816,2,1270,7,1,56,56,51
2,8,816,2,1270,8,1,57,40,51
2,8,817,1,2476,1,1,45,45,26
2,8,817,1,2476,2,1,60,60,0
2,8,817,1,2476,3,2,35,35,0
2,8,817,1,2476,4,1,45,20,34
2,8,817,1,2476,5,1,42,22,51
2,8,820,2,1030,1,1,53,55,51
2,8,820,2,1030,2,2,45,45,51
2,8,820,2,1030,3,1,35,35,31
2,8,820,2,1030,4,1,60,45,16
2,8,820,2,1030,5,1,45,16,23
2,8,820,2,1030,6,1,50,50,0
2,8,820,2,1030,7,1,60,60,0
2,8,821,1,1448,1,1,41,19,51
2,8,821,1,1448,2,2,50,30,0
2,8,821,1,1448,3,1,52,15,42
2,8,821,1,1448,4,1,48,32,51
2,8,821,1,1448,5,1,45,19,51
2,8,821,1,5062,1,1,66,48,51
2,8,821,1,5062,2,2,50,47,51
2,8,821,1,5062,3,1,36,36,42
2,8,821,1,5062,4,1,43,20,51
2,8,821,1,5062,5,1,65,48,51
2,8,823,2,548,1,1,80,80,51
2,8,823,2,548,2,2,60,60,0
2,8,823,2,548,3,1,45,45,51
2,8,823,2,548,4,1,35,35,51
2,8,823,2,548,5,1,40,40,51
2,8,824,2,768,1,1,33,33,41
2,8,824,2,768,2,2,48,20,0
2,8,824,2,768,3,1,70,50,0
2,8,824,2,768,4,1,32,32,34
2,8,824,2,768,5,1,35,15,41
2,8,826,2,926,1,1,50,50,34
2,8,826,2,926,2,2,60,60,0
2,8,826,2,926,3,1,52,52,0
2,8,826,2,926,4,1,33,33,34
2,8,826,2,926,5,1,62,62,51
2,8,827,2,804,1,1,61,61,28
2,8,827,2,804,2,1,80,80,0
2,8,827,2,804,3,2,52,52,0
2,8,827,2,804,4,1,58,58,51
2,8,827,2,804,5,1,50,50,0
5,9,901,2,398,1,1,70,70,16
5,9,901,2,398,2,2,62,62,16
5,9,901,2,398,3,1,57,51,16
5,9,901,2,398,4,1,46,46,28
5,9,901,2,398,5,1,55,55,16
5,9,901,2,398,6,2,52,52,16
5,9,903,2,48,1,1,54,46,16
5,9,903,2,48,2,1,34,34,24
5,9,903,2,48,3,1,65,38,0
5,9,903,2,48,4,1,76,56,0
5,9,903,2,48,5,1,45,45,0
5,9,905,2,978,1,1,50,50,16
5,9,905,2,978,2,1,45,45,16
5,9,905,2,978,3,1,40,40,26
5,9,905,2,978,4,1,52,52,26
5,9,905,2,978,5,2,30,30,26
5,9,905,2,978,6,2,27,27,34
5,9,905,2,978,7,1,59,59,42
5,9,905,2,978,8,1,65,65,0
5,9,905,2,978,9,1,44,44,42
5,9,907,2,1446,1,1,65,65,16
5,9,907,2,1446,2,2,70,70,0
5,9,907,2,1446,3,1,67,67,26
5,9,907,2,1446,4,1,31,31,42
5,9,907,2,1446,5,2,52,52,42
5,9,907,2,1446,6,1,67,67,26
5,9,907,2,1446,7,1,73,73,16
5,9,907,2,1446,8,1,76,76,16
5,9,907,2,1446,9,1,75,75,16
5,9,908,1,278,1,1,37,4,16
5,9,908,1,278,2,1,58,18,0
5,9,908,1,278,3,1,38,6,34
5,9,908,1,278,4,1,57,7,42
5,9,908,1,278,5,2,43,7,34
5,9,908,1,278,6,1,56,10,16
5,9,910,2,200,1,1,63,63,16
5,9,910,2,200,2,1,53,53,42
5,9,910,2,200,3,2,65,65,16
5,9,910,2,200,4,1,60,60,16
5,9,910,2,200,5,2,64,64,16
5,9,910,2,200,6,1,45,45,26
5,9,910,2,200,7,1,97,97,16
5,9,910,2,200,8,2,53,53,16
5,9,910,2,200,9,1,37,37,41
5,9,912,2,102,1,1,72,72,16
5,9,912,2,102,2,1,52,52,34
5,9,912,2,102,3,1,65,65,16
5,9,912,2,102,4,1,43,43,41
5,9,912,2,102,5,2,45,45,16
5,9,912,2,102,6,1,50,50,41
5,9,912,2,102,7,1,56,56,13
5,9,912,2,102,8,2,45,45,13
5,9,912,2,102,9,1,57,57,14
5,9,913,2,2266,1,1,65,65,16
5,9,913,2,2266,2,1,50,50,16
5,9,913,2,2266,3,1,48,48,15
5,9,913,2,2266,4,2,35,35,0
5,9,913,2,2266,5,1,30,30,26
5,9,913,2,2266,6,1,49,49,16
5,9,914,2,1746,1,1,50,50,16
5,9,914,2,1746,2,1,62,62,16
5,9,914,2,1746,3,2,62,62,0
5,9,914,2,1746,4,1,65,65,12
5,9,914,2,1746,5,1,26,26,41
5,9,914,2,1746,6,2,24,24,32
5,9,914,2,1746,7,1,60,60,14
5,9,915,1,1390,1,1,70,70,16
5,9,915,1,1390,2,2,30,30,31
5,9,915,1,1390,3,2,60,60,16
5,9,915,1,1390,4,1,40,40,16
5,9,915,1,1390,5,1,50,50,16
5,9,915,1,1390,6,2,55,55,34
5,9,915,1,1390,7,1,45,45,16
5,9,916,2,1068,1,1,83,83,42
5,9,916,2,1068,2,2,50,50,14
5,9,916,2,1068,3,1,57,57,32
5,9,916,2,1068,4,2,53,53,16
5,9,916,2,1068,5,2,20,20,26
5,9,916,2,1068,6,1,60,60,41
5,9,917,1,1254,1,1,72,72,28
5,9,917,1,1254,2,1,45,45,42
5,9,917,1,1254,3,2,30,30,41
5,9,917,1,1254,4,2,30,30,41
5,9,917,1,1254,5,1,28,28,26
5,9,918,2,834,1,1,56,56,16
5,9,918,2,834,2,1,56,56,26
5,9,918,2,834,3,1,51,51,14
5,9,918,2,834,4,2,40,40,0
5,9,918,2,834,5,2,40,40,0
5,9,918,2,834,6,2,30,30,14
5,9,918,2,834,7,1,45,45,16
5,9,918,2,834,8,1,50,50,16
5,10,1001,2,172,1,1,64,42,41
5,10,1001,2,172,2,1,75,19,41
5,10,1001,2,172,3,2,65,21,28
5,10,1001,2,172,4,2,66,19,16
5,10,1001,2,172,5,1,57,25,34
5,10,1001,2,172,6,1,41,6,41
5,10,1001,2,172,7,1,46,6,41
5,10,1001,2,172,8,2,24,3,28
5,10,1005,1,662,1,1,71,71,26
5,10,1005,1,662,2,2,63,17,16
5,10,1005,1,662,3,1,58,20,26
5,10,1005,1,662,4,1,76,65,13
5,10,1005,2,1374,1,1,65,11,26
5,10,1005,2,1374,2,1,48,17,16
5,10,1005,2,1374,3,1,38,40,42
5,10,1005,2,1374,4,1,37,16,16
5,10,1005,2,1374,5,1,41,28,25
5,10,1005,2,1374,6,2,28,11,26
5,10,1005,2,1374,7,2,26,29,21
5,10,1005,2,1374,8,2,25,15,24
5,10,1005,2,1374,9,2,24,10,24
5,10,1007,1,1166,1,1,65,42,33
5,10,1007,1,1166,2,1,62,60,42
5,10,1007,1,1166,3,1,65,60,34
5,10,1007,1,1166,4,1,70,65,
5,10,1007,1,1166,5,1,55,50,32
5,10,1007,1,1166,6,1,40,35,23
5,10,1007,1,1166,7,2,50,45,16
5,10,1008,2,1314,1,1,77,40,16
5,10,1008,2,1314,2,1,57,57,16
5,10,1008,2,1314,3,1,58,58,16
5,10,1008,2,1314,4,1,60,60,16
5,10,1008,2,1314,5,2,45,45,16
5,10,1008,2,1314,6,1,40,40,16
5,10,1008,2,1314,7,2,60,60,0
5,10,1008,2,1718,1,1,96,96,0
5,10,1008,2,1718,2,1,96,96,0
5,10,1008,2,1718,3,1,72,60,33
5,10,1008,2,1718,4,1,53,45,33
5,10,1008,2,1718,5,1,50,50,16
5,10,1008,2,1718,6,1,50,50,26
5,10,1008,2,1718,7,2,49,49,26
5,10,1008,2,1718,8,1,48,40,34
5,10,1010,2,20,1,1,65,30,16
5,10,1010,2,20,2,1,47,8,16
5,10,1010,2,20,3,1,43,5,12
5,10,1010,2,20,4,1,50,7,32
5,10,1010,2,20,5,1,40,3,42
5,10,1010,2,20,6,2,45,5,16
5,10,1010,2,20,7,1,35,3,16
5,10,1012,2,936,1,1,79,70,16
5,10,1012,2,936,2,1,80,70,16
5,10,1012,2,936,3,1,74,70,16
5,10,1012,2,936,4,1,101,81,0
5,10,1012,2,936,5,1,81,81,0
5,10,1012,2,936,6,1,100,81,0
5,10,1012,2,936,7,2,63,56,16
5,10,1012,2,936,8,2,45,41,16
5,10,1012,2,936,9,1,33,31,41
5,10,1014,2,80,1,1,74,7,16
5,10,1014,2,80,2,1,66,11,41
5,10,1014,2,80,3,1,61,8,28
5,10,1014,2,80,4,1,33,16,42
5,10,1014,2,80,5,1,46,6,28
5,10,1014,2,80,6,2,41,6,28
5,10,1014,2,80,7,2,38,11,28
5,10,1014,2,80,8,1,37,5,42
5,10,1018,1,634,1,1,54,10,41
5,10,1018,1,634,2,1,60,15,42
5,10,1018,1,634,3,1,58,12,34
5,10,1018,1,634,4,1,60,8,43
5,10,1018,2,898,1,1,120,80,11
5,10,1018,2,898,2,1,43,37,34
5,10,1018,2,898,3,1,28,24,26
5,10,1018,2,898,4,2,24,1,16
5,10,1020,1,38,1,1,60,30,42
5,10,1020,1,38,2,1,33,20,16
5,10,1020,1,38,3,1,40,20,16
5,10,1020,1,38,4,1,41,16,26
5,10,1020,1,38,5,1,41,34,16
5,10,1020,1,38,6,1,40,20,34
5,10,1020,1,38,7,1,35,20,16
5,10,1021,2,120,1,1,78,78,0
5,10,1021,2,120,2,1,58,30,31
5,10,1021,2,120,3,1,70,70,0
5,10,1021,2,120,4,1,85,85,0
5,10,1021,2,120,5,1,44,8,41
5,10,1021,2,120,6,1,62,22,41
5,10,1025,2,1774,1,1,25,7,42
5,10,1025,2,1774,2,1,47,11,26
5,10,1025,2,1774,3,1,52,23,16
5,10,1025,2,1774,4,1,50,19,16
5,10,1025,2,1774,5,2,38,19,16
4,11,1101,2,154,1,1,52,24,42
4,11,1101,2,154,2,2,56,14,0
4,11,1101,2,154,3,2,78,18,0
4,11,1101,2,154,4,2,55,24,0
4,11,1101,2,154,5,1,76,43,0
4,11,1101,2,154,6,1,50,27,28
4,11,1101,2,154,7,1,78,30,16
4,11,1101,2,154,8,2,51,21,0
4,11,1101,2,154,9,2,47,19,0
4,11,1102,2,936,1,1,65,21,13
4,11,1102,2,936,2,1,65,18,16
4,11,1102,2,936,3,2,50,25,11
4,11,1102,2,936,4,1,60,16,14
4,11,1102,2,936,5,1,40,12,16
4,11,1102,2,936,6,1,66,10,0
4,11,1102,2,936,7,1,83,14,0
4,11,1102,2,936,8,1,42,8,41
4,11,1102,2,936,9,1,50,6,16
4,11,1104,2,434,1,1,37,30,0
4,11,1104,2,434,2,1,46,30,16
4,11,1104,2,434,3,1,41,26,0
4,11,1104,2,434,4,1,47,37,0
4,11,1104,2,434,5,1,60,40,0
4,11,1104,2,434,6,2,70,34,0
4,11,1104,2,434,7,1,46,24,0
4,11,1104,2,434,8,1,40,27,16
4,11,1104,2,434,9,1,75,40,0
4,11,1104,1,2028,1,1,49,24,16
4,11,1104,1,2028,2,1,27,9,42
4,11,1104,1,2028,3,1,30,10,42
4,11,1104,1,2028,4,1,46,11,43
4,11,1104,1,2028,5,1,57,11,43
4,11,1104,1,2028,6,1,54,10,42
4,11,1105,2,100,1,1,69,30,42
4,11,1105,2,100,2,1,67,25,16
4,11,1105,2,100,3,1,48,24,42
4,11,1105,2,100,4,1,45,14,0
4,11,1105,2,100,5,2,42,25,26
4,11,1105,2,100,6,1,54,10,16
4,11,1105,2,100,7,1,57,12,28
4,11,1105,2,100,8,1,57,16,21
4,11,1105,2,100,9,1,53,12,16
4,11,1106,2,446,1,1,67,14,42
4,11,1106,2,446,2,1,59,20,42
4,11,1106,2,446,3,1,42,4,16
4,11,1106,2,446,4,1,68,17,16
4,11,1106,2,446,5,1,55,24,0
4,11,1106,2,446,6,2,58,20,0
4,11,1106,2,446,7,1,85,30,0
4,11,1106,2,446,8,1,38,20,0
4,11,1107,2,1034,1,1,42,21,26
4,11,1107,2,1034,2,1,47,27,15
4,11,1107,2,1034,3,1,46,20,25
4,11,1107,2,1034,4,1,52,24,16
4,11,1107,2,1034,5,1,60,26,16
4,11,1107,2,1034,6,1,49,32,26
4,11,1107,2,1034,7,1,70,40,0
4,11,1107,2,1034,8,1,68,30,22
4,11,1107,2,1034,9,1,46,34,0
4,11,1108,2,492,1,1,61,40,28
4,11,1108,2,492,2,1,52,30,31
4,11,1108,2,492,3,1,34,34,42
4,11,1108,2,492,4,2,22,5,14
4,11,1108,2,492,5,1,50,20,16
4,11,1108,2,492,6,2,42,16,0
4,11,1108,2,492,7,2,50,14,0
4,11,1108,2,492,8,1,30,11,16
4,11,1108,2,492,9,1,35,22,26
4,11,1109,2,672,1,2,54,27,0
4,11,1109,2,672,2,1,76,19,16
4,11,1109,2,672,3,1,30,10,42
4,11,1109,2,672,4,1,45,16,26
4,11,1109,2,672,5,1,54,21,26
4,11,1109,2,672,6,1,60,17,13
4,11,1109,2,672,7,1,62,30,0
4,11,1109,2,672,8,1,58,19,0
4,11,1109,2,672,9,2,24,12,0
4,11,1110,2,714,1,1,61,50,16
4,11,1110,2,714,2,2,35,29,0
4,11,1110,2,714,3,1,42,47,16
4,11,1110,2,714,4,1,41,40,16
4,11,1110,2,714,5,1,40,31,16
4,11,1110,2,714,6,1,36,28,16
4,11,1110,2,714,7,1,49,35,28
4,11,1110,2,2752,1,1,47,20,26
4,11,1110,2,2752,2,1,56,29,16
4,11,1110,2,2752,3,1,70,70,16
4,11,1110,2,2752,4,1,45,40,13
4,11,1110,2,2752,5,1,60,48,0
4,11,1110,2,2752,6,1,64,60,0
4,11,1110,2,2752,7,1,46,40,0
4,11,1110,2,2752,8,2,43,35,0
4,11,1112,2,78,1,1,38,40,26
4,11,1112,2,78,2,1,40,47,34
4,11,1112,2,78,3,1,46,25,16
4,11,1112,2,78,4,1,74,24,0
4,11,1112,2,78,5,1,66,36,0
4,11,1112,2,78,6,1,67,28,23
4,11,1112,2,78,7,1,50,39,16
4,11,1112,2,78,8,1,59,17,15
4,11,1112,2,78,9,1,48,21,16
4,11,1112,2,1952,1,1,53,5,43
4,11,1112,2,1952,2,1,50,17,41
4,11,1112,2,1952,3,1,25,25,16
4,11,1112,2,1952,4,1,35,10,22
4,11,1112,2,1952,5,2,56,9,0
4,11,1112,2,1952,6,2,37,3,14
4,11,1112,2,1952,7,1,32,7,26
4,11,1112,2,1952,8,1,42,14,16
4,11,1112,2,1952,9,1,24,24,16
4,11,1113,2,954,1,1,56,15,0
4,11,1113,2,954,2,2,54,30,16
4,11,1113,2,954,3,1,55,16,13
4,11,1113,2,954,4,2,47,11,41
4,11,1113,2,954,5,1,62,19,16
4,11,1113,2,954,6,2,50,25,0
4,11,1113,2,954,7,1,31,10,0
4,11,1113,2,954,8,1,59,20,41
4,11,1113,2,954,9,1,50,26,16
5,12,1202,1,2146,1,1,74,23,0
5,12,1202,1,2146,2,1,69,19,26
5,12,1202,1,2146,3,1,51,17,16
5,12,1202,1,2146,4,1,57,14,27
5,12,1202,1,2146,5,2,75,20,0
5,12,1202,1,2710,1,1,72,45,2
5,12,1202,1,2710,2,1,66,36,41
5,12,1202,1,2710,3,1,70,30,0
5,12,1202,1,2710,4,1,55,33,34
5,12,1202,1,2710,5,2,46,26,34
5,12,1204,2,736,1,1,87,86,15
5,12,1204,2,736,2,1,71,71,0
5,12,1204,2,736,3,1,75,75,16
5,12,1204,2,736,4,1,68,68,16
5,12,1204,2,736,5,1,75,75,0
5,12,1204,2,736,6,2,60,60,0
5,12,1204,2,736,7,1,78,78,0
5,12,1204,2,736,8,1,51,57,52
5,12,1208,2,526,1,1,64,64,11
5,12,1208,2,526,2,1,70,70,0
5,12,1208,2,526,3,1,53,53,42
5,12,1208,2,526,4,1,71,71,0
5,12,1208,2,526,5,1,80,80,0
5,12,1208,2,526,6,2,66,66,0
5,12,1208,2,526,7,1,73,11,0
5,12,1210,2,462,1,1,76,28,33
5,12,1210,2,462,2,1,61,61,34
5,12,1210,2,462,3,1,43,42,23
5,12,1210,2,462,4,1,40,30,42
5,12,1210,2,462,5,2,31,30,26
5,12,1210,2,462,6,2,36,,
5,12,1211,1,2220,1,1,80,39,16
5,12,1211,1,2220,2,1,90,37,0
5,12,1211,1,2220,3,1,90,38,0
5,12,1211,1,2220,4,1,72,33,31
5,12,1211,1,2220,5,1,70,28,0
5,12,1211,1,2220,6,1,67,33,26
5,12,1211,1,2220,7,1,69,28,42
5,12,1211,1,2220,8,2,80,27,0
5,12,1211,1,2856,1,1,66,65,27
5,12,1211,1,2856,2,1,52,51,27
5,12,1211,1,2856,3,1,61,60,16
5,12,1211,1,2856,4,2,62,61,16
5,12,1211,1,2856,5,1,49,10,26
5,12,1212,1,1392,1,1,72,19,16
5,12,1212,1,1392,2,1,65,20,0
5,12,1212,1,1392,3,1,42,15,32
5,12,1212,1,1392,4,2,27,4,34
5,12,1212,1,1392,5,1,48,16,31
5,12,1212,1,1392,6,2,50,21,16
5,12,1214,2,452,1,1,79,47,0
5,12,1214,2,452,2,1,40,40,23
5,12,1214,2,452,3,1,45,30,0
5,12,1214,2,452,4,2,48,4,16
5,12,1214,2,452,5,1,44,5,41
5,12,1216,2,618,1,1,46,25,0
5,12,1216,2,618,2,1,41,15,23
5,12,1216,2,618,3,2,41,25,0
5,12,1216,2,618,4,1,33,6,0
5,12,1216,2,618,5,1,36,4,26
6,13,1301,1,1206,1,1,79,50,11
6,13,1301,1,1206,2,1,39,15,42
6,13,1301,1,1206,3,1,63,40,33
6,13,1301,1,1206,4,2,56,20,16
6,13,1301,1,1206,5,1,29,15,26
6,13,1303,1,626,1,1,82,82,16
6,13,1303,1,626,2,1,76,76,31
6,13,1303,1,626,3,2,68,68,0
6,13,1303,1,626,4,1,87,87,12
6,13,1303,1,626,5,2,57,50,34
6,13,1303,1,626,6,1,66,66,23
6,13,1305,2,10,1,2,60,60,0
6,13,1305,2,10,2,1,83,83,0
6,13,1305,2,10,3,2,63,63,13
6,13,1305,2,10,4,1,78,78,0
6,13,1305,2,10,5,1,80,80,0
6,13,1305,2,10,6,1,31,20,42
6,13,1305,1,1232,1,1,97,97,0
6,13,1305,1,1232,2,1,75,75,11
6,13,1305,1,1232,3,1,65,65,16
6,13,1305,1,1232,4,2,80,80,0
6,13,1305,1,1232,5,1,40,40,31
6,13,1305,1,1232,6,2,52,52,16
6,13,1307,1,268,1,1,60,59,43
6,13,1307,1,268,2,1,68,15,43
6,13,1307,1,268,3,2,70,70,16
6,13,1307,1,268,4,1,61,40,16
6,13,1307,1,268,5,1,100,80,16
6,13,1307,1,268,6,1,80,80,26
6,13,1309,2,674,1,1,42,42,14
6,13,1309,2,674,2,1,43,19,16
6,13,1309,2,674,3,1,49,22,26
6,13,1309,2,674,4,2,51,40,0
6,13,1309,2,674,5,1,30,15,26
6,13,1310,1,1300,1,1,70,70,43
6,13,1310,1,1300,2,1,79,78,0
6,13,1310,1,1300,3,1,78,70,34
6,13,1310,1,1300,4,1,72,70,13
6,13,1310,1,1300,5,2,70,70,12
6,13,1310,1,1300,6,1,64,60,16
6,13,1314,1,6,1,1,72,72,0
6,13,1314,1,6,2,1,60,60,0
6,13,1314,1,6,3,1,48,48,16
6,13,1314,1,6,4,1,60,39,33
6,13,1314,1,6,5,2,61,60,16
6,13,1314,1,6,6,1,38,38,16
6,13,1314,1,6,7,1,43,43,16
4,14,1401,2,1116,1,1,52,52,16
4,14,1401,2,1116,2,2,38,38,14
4,14,1401,2,1116,3,1,44,44,26
4,14,1401,2,1116,4,1,45,46,16
4,14,1401,2,1116,5,1,29,29,16
4,14,1401,2,1116,6,1,28,28,26
4,14,1403,1,34,1,1,76,30,26
4,14,1403,1,34,2,2,50,20,16
4,14,1403,1,34,3,1,33,15,42
4,14,1403,1,34,4,1,54,25,43
4,14,1403,1,34,5,2,38,18,42
4,14,1404,1,96,1,1,38,38,26
4,14,1404,1,96,2,1,42,42,16
4,14,1404,1,96,3,1,50,50,16
4,14,1404,1,96,4,2,25,6,26
4,14,1404,1,96,5,2,36,36,26
4,14,1406,2,694,1,1,50,50,26
4,14,1406,2,694,2,1,70,70,16
4,14,1406,2,694,3,2,58,58,13
4,14,1406,2,694,4,1,55,55,16
4,14,1406,2,694,5,1,35,35,26
4,14,1407,2,68,1,1,63,63,32
4,14,1407,2,68,2,2,41,41,0
4,14,1407,2,68,3,2,43,43,16
4,14,1407,2,68,4,1,30,30,42
4,14,1407,2,68,5,1,35,35,16
4,14,1408,2,968,1,1,67,67,16
4,14,1408,2,968,2,2,46,46,16
4,14,1408,2,968,3,1,36,36,26
4,14,1408,2,968,4,2,25,25,26
4,14,1408,2,968,5,1,28,28,26
4,14,1408,2,1996,1,1,71,71,14
4,14,1408,2,1996,2,2,60,60,12
4,14,1408,2,1996,3,1,69,69,43
4,14,1408,2,1996,4,1,25,25,33
4,14,1408,2,1996,5,2,31,31,34
4,14,1410,2,236,1,1,52,52,16
4,14,1410,2,236,2,2,36,15,34
4,14,1410,2,236,3,2,40,40,16
4,14,1410,2,236,4,1,21,21,26
4,14,1410,2,236,5,1,18,18,24
4,14,1410,2,236,6,1,33,33,26
4,14,1411,2,1066,1,1,63,63,26
4,14,1411,2,1066,2,1,41,41,16
4,14,1411,2,1066,3,1,28,28,16
4,14,1411,2,1066,4,1,26,26,16
4,14,1411,2,1066,5,2,40,40,14
4,14,1411,2,1066,6,2,40,40,14
4,14,1413,2,670,1,1,80,80,0
4,14,1413,2,670,2,1,45,45,16
4,14,1413,2,670,3,2,50,50,0
4,14,1413,2,670,4,1,23,23,26
4,14,1413,2,670,5,2,20,20,26
4,14,1413,1,2578,1,1,68,68,43
4,14,1413,1,2578,2,2,46,46,26
4,14,1413,1,2578,3,1,65,65,41
4,14,1413,1,2578,4,1,44,44,26
4,14,1413,1,2578,5,2,19,19,26
4,14,1415,2,156,1,1,61,61,0
4,14,1415,2,156,2,1,28,28,16
4,14,1415,2,156,3,1,30,30,16
4,14,1415,2,156,4,2,32,32,26
4,14,1415,2,156,5,2,46,46,26
4,14,1415,2,952,1,1,54,54,41
4,14,1415,2,952,2,2,48,48,34
4,14,1415,2,952,3,1,52,52,26
4,14,1415,2,952,4,2,45,45,26
4,14,1415,2,952,5,2,17,17,25
4,14,1416,2,2314,1,1,81,81,16
4,14,1416,2,2314,2,2,59,59,12
4,14,1416,2,2314,3,1,33,33,16
4,14,1416,2,2314,4,2,28,28,42
4,14,1416,2,2314,5,1,65,65,13
2,15,1502,2,590,1,1,86,86,0
2,15,1502,2,590,2,1,45,45,16
2,15,1502,2,590,3,1,46,46,41
2,15,1502,2,590,4,1,36,36,33
2,15,1502,2,590,5,1,34,34,23
2,15,1502,2,590,6,1,70,70,16
2,15,1502,2,590,7,1,37,37,51
2,15,1502,2,590,8,1,49,49,51
2,15,1503,2,634,1,1,59,35,16
2,15,1503,2,634,2,1,83,66,0
2,15,1503,2,634,3,1,73,60,31
2,15,1503,2,634,4,1,39,39,16
2,15,1503,2,634,5,1,28,28,41
2,15,1503,2,634,6,1,47,47,41
2,15,1506,1,148,1,1,72,71,16
2,15,1506,1,148,2,1,53,53,51
2,15,1506,1,148,3,1,58,58,51
2,15,1506,1,148,4,1,62,62,51
2,15,1506,1,148,5,1,76,76,51
2,15,1506,1,148,6,1,66,66,51
2,15,1506,1,148,7,1,63,63,51
2,15,1506,1,398,1,1,75,38,51
2,15,1506,1,398,2,1,49,6,41
2,15,1506,1,398,3,1,25,20,26
2,15,1506,1,398,4,1,25,15,26
2,15,1506,1,398,5,1,20,6,23
2,15,1506,1,398,6,1,55,17,41
2,15,1506,1,398,7,1,56,5,43
2,15,1507,2,458,1,1,44,44,32
2,15,1507,2,458,2,1,60,60,32
2,15,1507,2,458,3,1,83,83,32
2,15,1507,2,458,4,1,85,85,0
2,15,1507,2,458,5,1,70,70,0
2,15,1507,2,458,6,1,32,32,34
2,15,1507,2,458,7,1,61,61,0
