"zone","state","lga","sector","ea","hhid","item_cd","s10cq9","s10cq10"
4,11,1102,2,936,110122,1,1,1
4,11,1102,2,936,110127,2,2,2
4,11,1102,2,936,110130,1,3,9
4,11,1101,2,154,110132,2,1,1
4,11,1101,2,154,110133,1,1,1
4,11,1101,2,154,110139,2,2,1
4,11,1101,2,154,110140,2,3,2
5,12,1211,1,2856,120005,3,7,14
5,12,1211,1,2856,120006,3,3,8
5,12,1202,1,2146,120011,3,3,
5,12,1202,1,2146,120011,4,3,9
5,12,1202,1,2146,120014,3,2,8
5,12,1202,1,2146,120017,3,4,3
5,12,1202,1,2710,120022,3,3,10
5,12,1212,1,1392,120033,3,2,9
5,12,1208,2,526,120046,3,7,21
5,12,1208,2,526,120046,4,7,21
5,12,1208,2,526,120050,1,2,4
5,12,1204,2,736,120078,3,3,10
5,12,1211,1,2220,120083,1,1,2
5,12,1211,1,2220,120087,2,2,1
5,12,1211,1,2220,120087,3,3,1
5,12,1211,1,2220,120090,3,3,7
5,12,1211,1,2220,120090,4,2,5
5,12,1214,2,452,120100,3,1,2
6,13,1307,1,268,130029,3,7,
4,14,1401,2,1116,140006,2,2,2
4,14,1401,2,1116,140007,3,7,4
4,14,1401,2,1116,140008,2,2,1
4,14,1408,2,1996,140027,2,2,1
4,14,1403,1,34,140058,3,3,2
4,14,1413,2,670,140071,4,1,1
4,14,1410,2,236,140087,1,2,1
4,14,1410,2,236,140087,2,3,2
4,14,1411,2,1066,140117,2,4,2
4,14,1411,2,1066,140117,3,2,2
4,14,1416,2,2314,140124,1,5,4
4,14,1416,2,2314,140124,2,5,4
4,14,1416,2,2314,140124,3,5,4
4,14,1416,2,2314,140124,4,2,2
2,15,1506,1,398,150001,3,7,7
2,15,1506,1,398,150001,4,7,7
2,15,1506,1,398,150005,1,2,2
2,15,1506,1,398,150005,3,7,7
2,15,1506,1,398,150006,3,7,7
2,15,1506,1,398,150009,1,2,2
2,15,1506,1,398,150009,2,2,2
2,15,1506,1,398,150010,3,2,2
2,15,1508,2,1682,150011,1,4,4
2,15,1508,2,1682,150011,2,6,6
2,15,1508,2,1682,150011,3,7,7
2,15,1508,2,1682,150011,4,3,3
2,15,1508,2,1682,150013,1,2,2
2,15,1508,2,1682,150013,2,3,3
2,15,1508,2,1682,150014,1,2,2
2,15,1508,2,1682,150014,2,1,1
2,15,1508,2,1682,150015,1,2,2
2,15,1508,2,1682,150015,2,2,2
2,15,1508,2,1682,150015,3,1,2
2,15,1508,2,1682,150015,4,2,2
2,15,1508,2,1682,150016,1,7,7
2,15,1508,2,1682,150016,2,7,7
2,15,1508,2,1682,150016,3,7,7
2,15,1508,2,1682,150017,1,2,1
2,15,1508,2,1682,150017,3,3,2
2,15,1508,2,1682,150018,1,2,2
2,15,1508,2,1682,150019,3,3,3
2,15,1508,2,1682,150020,1,2,2
2,15,1511,2,1938,150021,1,3,1
2,15,1511,2,1938,150021,2,3,2
2,15,1511,2,1938,150021,3,3,2
2,15,1511,2,1938,150022,1,3,3
2,15,1511,2,1938,150022,2,2,2
2,15,1511,2,1938,150023,2,7,7
2,15,1511,2,1938,150023,3,7,7
2,15,1511,2,1938,150024,1,2,2
2,15,1511,2,1938,150024,2,1,1
2,15,1511,2,1938,150025,3,3,3
2,15,1511,2,1938,150026,1,2,1
2,15,1511,2,1938,150026,2,2,1
2,15,1511,2,1938,150026,3,2,1
2,15,1511,2,1938,150027,1,3,3
2,15,1511,2,1938,150027,2,2,2
2,15,1511,2,1938,150028,3,6,6
2,15,1511,2,1938,150029,1,2,2
2,15,1511,2,1938,150029,2,2,1
2,15,1511,2,1938,150029,3,2,1
2,15,1511,2,1938,150030,1,2,2
2,15,1511,2,1938,150030,2,2,2
2,15,1511,2,1938,150030,3,1,1
2,15,1502,2,590,150032,1,3,3
2,15,1502,2,590,150032,2,1,1
2,15,1502,2,590,150033,3,7,7
2,15,1502,2,590,150034,2,1,3
2,15,1502,2,590,150034,3,1,7
2,15,1502,2,590,150035,3,3,3
2,15,1502,2,590,150037,2,1,1
2,15,1502,2,590,150037,3,5,5
2,15,1502,2,590,150038,1,2,2
2,15,1502,2,590,150038,2,2,2
2,15,1502,2,590,150038,3,3,3
2,15,1502,2,590,150039,3,1,2
2,15,1510,2,616,150041,3,5,5
2,15,1510,2,616,150043,1,2,2
2,15,1510,2,616,150043,2,3,3
2,15,1510,2,616,150044,1,3,3
2,15,1510,2,616,150044,2,2,2
2,15,1510,2,616,150045,3,7,7
2,15,1510,2,616,150047,1,4,4
2,15,1510,2,616,150047,2,2,2
2,15,1510,2,616,150048,3,3,3
2,15,1507,2,458,150051,1,2,2
2,15,1507,2,458,150051,2,2,2
2,15,1507,2,458,150051,3,1,1
2,15,1507,2,458,150053,4,6,6
2,15,1507,2,458,150054,1,3,3
2,15,1507,2,458,150054,2,2,2
2,15,1507,2,458,150054,3,2,2
2,15,1507,2,458,150055,3,6,6
2,15,1507,2,458,150057,3,7,7
2,15,1507,2,458,150059,1,3,3
2,15,1507,2,458,150059,2,2,2
2,15,1507,2,458,150059,3,1,1
2,15,1507,2,458,150060,4,5,5
2,15,1503,2,634,150061,3,7,7
2,15,1503,2,634,150064,2,3,3
2,15,1503,2,634,150064,3,5,5
2,15,1503,2,634,150066,2,4,4
2,15,1503,2,634,150066,3,7,7
2,15,1503,2,634,150068,3,3,3
2,15,1503,2,634,150070,1,2,2
2,15,1503,2,634,150070,3,2,2
2,15,1506,1,148,150071,1,2,2
2,15,1506,1,148,150072,2,5,5
2,15,1506,1,148,150072,3,7,7
2,15,1506,1,148,150073,1,2,1
2,15,1506,1,148,150073,3,2,1
2,15,1506,1,148,150074,2,2,6
2,15,1506,1,148,150074,3,7,7
2,15,1506,1,148,150076,3,6,6
2,15,1506,1,148,150076,4,2,2
2,15,1506,1,148,150077,1,7,4
2,15,1506,1,148,150077,2,3,2
2,15,1506,1,148,150078,1,3,2
2,15,1506,1,148,150078,2,4,3
2,15,1506,1,148,150078,3,5,4
2,15,1506,1,148,150079,3,1,1
2,15,1506,1,148,150080,2,3,10
4,16,1626,2,1546,160001,1,2,1
4,16,1626,2,1546,160001,2,3,2
4,16,1626,2,1546,160002,1,2,1
4,16,1626,2,1546,160002,3,3,1
4,16,1626,2,1546,160002,4,1,1
4,16,1626,2,1546,160005,3,2,4
4,16,1624,1,136,160018,3,2,4
4,16,1624,1,136,160019,3,1,1
4,16,1612,2,414,160021,3,2,2
4,16,1622,2,18,160022,3,3,4
4,16,1624,1,136,160036,3,6,12
4,16,1606,2,590,160038,2,2,6
4,16,1613,2,440,160056,1,2,2
4,16,1613,2,440,160056,3,1,2
4,16,1616,2,296,160062,2,5,10
4,16,1616,2,296,160062,3,5,10
4,16,1616,2,296,160065,3,1,1
4,16,1616,2,296,160067,3,2,2
4,16,1616,2,296,160069,1,2,2
4,16,1620,2,106,160071,3,4,4
4,16,1620,2,106,160072,3,3,3
4,16,1620,2,106,160075,3,2,1
4,16,1620,2,106,160080,3,1,1
4,16,1618,2,1060,160081,1,5,5
4,16,1618,2,1060,160081,3,3,3
4,16,1618,2,1060,160083,3,6,12
4,16,1618,2,1060,160084,3,1,2
4,16,1618,2,1060,160086,3,7,7
4,16,1601,2,954,160092,3,3,3
4,16,1601,2,954,160097,2,3,3
4,16,1601,2,954,160098,2,2,2
4,16,1606,2,590,160101,3,1,2
4,16,1606,2,590,160103,3,2,2
4,16,1610,2,1006,160105,1,7,7
4,16,1610,2,1006,160117,3,2,6
4,16,1602,2,1576,160119,3,4,2
4,16,1612,2,414,160128,2,2,4
4,16,1625,2,1210,160134,3,3,3
4,16,1625,2,1210,160138,1,2,2
4,16,1625,2,1210,160138,2,2,2
4,16,1625,2,1210,160138,3,4,4
4,16,1625,2,1210,160140,2,4,4
4,16,1625,2,1210,160142,2,2,2
4,16,1605,2,180,160144,3,1,1
4,16,1605,2,180,160148,2,2,4
4,16,1605,2,180,160148,4,1,1
4,16,1605,2,180,160153,2,1,2
4,16,1609,2,738,160160,3,1,1
4,16,1608,2,1104,160163,2,3,9
4,16,1608,2,1104,160163,3,3,9
4,16,1608,2,1104,160165,3,1,2
4,16,1612,2,108,160174,2,2,2
4,16,1612,2,108,160175,3,2,2
4,16,1603,2,158,160178,2,2,2
4,16,1603,2,158,160178,3,2,3
4,16,1603,2,158,160184,2,3,1
4,16,1603,2,158,160184,3,3,1
4,16,1612,2,108,160188,2,3,3
4,16,1612,2,108,160188,3,1,1
4,16,1612,2,108,160189,2,2,2
4,16,1612,2,108,160190,2,2,2
3,17,1706,2,284,170001,3,5,5
3,17,1719,2,1354,170012,3,2,2
3,17,1719,2,1354,170014,3,1,1
3,17,1704,2,1080,170021,2,1,1
3,17,1704,2,1080,170024,2,1,1
3,17,1704,2,1080,170025,2,2,2
3,17,1722,2,96,170042,1,3,3
3,17,1722,2,96,170042,2,3,3
3,17,1715,2,2244,170055,1,1,5
3,17,1715,2,2244,170055,3,2,3
3,17,1715,2,2244,170057,1,7,5
3,17,1715,2,2244,170057,3,7,3
3,17,1710,2,546,170068,3,7,7
3,17,1710,2,546,170070,2,7,7
3,17,1713,1,226,170078,2,7,7
3,17,1716,2,1452,170084,2,2,2
3,17,1716,2,1452,170086,3,2,2
3,17,1702,2,510,170092,3,2,2
3,17,1702,2,510,170094,1,2,4
3,17,1702,2,510,170094,2,1,3
3,17,1702,2,510,170094,3,4,3
3,17,1702,2,510,170095,2,2,2
3,17,1702,2,510,170095,3,2,2
3,17,1702,2,510,170098,3,7,7
3,17,1727,2,634,170108,2,6,6
3,17,1727,2,634,170110,1,3,3
3,17,1727,2,634,170110,2,2,2
3,17,1727,2,634,170110,3,1,1
3,17,1712,2,794,170115,1,1,1
3,17,1712,2,794,170115,2,2,2
3,17,1712,2,794,170115,3,4,4
3,17,1712,2,794,170116,2,2,2
3,17,1724,2,786,170126,2,3,3
3,17,1724,2,786,170129,2,2,2
3,18,1804,1,2690,180004,1,3,2
3,18,1804,1,2690,180004,2,4,5
3,18,1804,1,2690,180004,3,1,1
3,18,1804,1,2690,180005,1,2,2
3,18,1804,1,2690,180005,2,2,2
3,18,1804,1,2690,180005,3,3,3
3,18,1804,1,2690,180009,3,1,0
3,18,1809,1,1272,180011,1,2,2
3,18,1809,1,1272,180011,2,2,2
3,18,1809,1,1272,180011,3,3,2
3,18,1809,1,1272,180012,3,7,7
3,18,1809,1,1272,180013,1,3,2
3,18,1809,1,1272,180013,2,4,3
3,18,1809,1,1272,180013,3,6,2
3,18,1809,1,1272,180017,3,4,4
3,18,1809,1,1272,180018,1,3,3
3,18,1809,1,1272,180018,2,3,3
3,18,1809,1,1272,180018,3,7,7
3,18,1809,1,1272,180019,1,3,3
3,18,1809,1,1272,180019,2,2,2
3,18,1809,1,1272,180019,3,3,3
3,18,1809,1,1272,180020,2,2,1
3,18,1809,1,1272,180020,3,2,2
3,18,1823,1,1822,180021,1,2,
3,18,1823,1,1822,180021,2,2,3
3,18,1823,1,1822,180021,3,2,1
3,18,1823,1,1822,180021,4,1,
3,18,1823,1,1822,180024,1,2,1
3,18,1823,1,1822,180024,2,1,4
3,18,1823,1,1822,180024,3,2,1
3,18,1823,1,1822,180028,2,2,2
3,18,1823,1,1822,180028,3,1,2
3,18,1823,1,1822,180030,1,2,1
3,18,1823,1,1822,180030,2,2,1
3,18,1823,1,1822,180030,3,1,2
3,18,1823,1,1822,180030,4,1,4
3,18,1803,2,840,180031,1,7,2
3,18,1803,2,840,180031,2,7,2
3,18,1803,2,840,180031,3,7,2
3,18,1803,2,840,180032,1,5,5
3,18,1803,2,840,180032,4,5,5
3,18,1803,2,840,180033,1,4,14
3,18,1803,2,840,180033,2,4,14
3,18,1803,2,840,180033,3,5,14
3,18,1803,2,840,180033,4,5,7
3,18,1803,2,840,180034,1,6,7
3,18,1803,2,840,180034,2,6,7
3,18,1803,2,840,180034,3,6,7
3,18,1803,2,840,180034,4,6,7
3,18,1803,2,840,180036,2,1,0
3,18,1803,2,840,180036,3,4,0
3,18,1803,2,840,180038,2,3,4
3,18,1803,2,840,180038,3,5,7
3,18,1816,1,378,180043,2,4,0
3,18,1816,1,378,180043,3,5,
3,18,1816,1,378,180047,1,7,7
3,18,1816,1,378,180047,2,3,7
3,18,1816,1,378,180047,3,3,7
3,18,1816,1,378,180047,4,3,7
3,18,1816,1,378,180050,1,7,7
3,18,1805,2,534,180052,2,7,10
3,18,1805,2,534,180052,3,7,10
3,18,1805,2,534,180052,4,7,10
3,18,1805,2,534,180053,2,7,1
3,18,1805,2,534,180053,3,7,1
3,18,1805,2,534,180054,3,7,7
3,18,1805,2,534,180054,4,7,7
3,18,1805,2,534,180056,2,2,3
3,18,1805,2,534,180056,3,4,6
3,18,1805,2,534,180056,4,4,14
3,18,1805,2,534,180059,2,7,2
3,18,1805,2,534,180059,3,7,2
3,18,1817,2,370,180064,2,5,10
3,18,1817,2,370,180064,3,5,14
3,18,1817,2,370,180065,2,2,4
3,18,1817,2,370,180065,3,5,14
3,18,1817,2,370,180065,4,5,14
3,18,1808,2,1726,180072,2,7,7
3,18,1808,2,1726,180072,3,7,7
3,18,1808,2,1726,180076,2,1,1
3,18,1808,2,1726,180076,3,2,4
3,18,1808,2,1726,180077,2,1,1
3,18,1808,2,1726,180077,3,1,1
3,18,1808,2,1726,180077,4,1,1
3,18,1808,2,1726,180078,1,,1
3,18,1808,2,1726,180078,2,1,1
3,18,1808,2,1726,180078,3,1,1
3,18,1808,2,1726,180078,4,1,1
3,18,1811,2,364,180083,1,2,1
3,18,1811,2,364,180083,2,2,1
3,18,1811,2,364,180083,3,2,1
3,18,1811,2,364,180085,2,2,5
3,18,1811,2,364,180085,3,3,10
3,18,1811,2,364,180085,4,1,1
3,18,1811,2,364,180086,3,1,1
3,18,1820,2,450,180092,2,3,3
3,18,1820,2,450,180096,2,2,2
3,18,1820,2,450,180096,3,2,2
3,18,1820,2,450,180096,4,4,8
3,18,1820,2,450,180098,2,2,2
3,18,1820,2,450,180100,2,7,7
3,18,1820,2,450,180100,3,7,7
3,18,1820,2,450,180100,4,7,7
3,18,1822,2,1654,180109,2,4,8
3,18,1822,2,1654,180109,3,4,8
3,18,1822,2,1654,180109,4,2,4
3,18,1814,2,678,180112,1,7,7
3,18,1814,2,678,180112,2,7,7
3,18,1814,2,678,180113,1,7,14
3,18,1814,2,678,180113,2,7,14
3,18,1814,2,678,180117,3,7,14
3,19,1925,2,3394,190003,1,2,2
3,19,1925,2,3394,190003,2,3,2
3,19,1925,2,3394,190005,1,7,7
3,19,1925,2,3394,190005,4,7,7
3,19,1925,2,3394,190006,1,2,3
3,19,1925,2,3394,190006,2,4,2
3,19,1925,2,3394,190009,1,2,4
3,19,1925,2,3394,190009,2,3,2
3,19,1925,2,3394,190009,3,4,4
3,19,1925,2,3394,190010,1,2,2
3,19,1925,2,3394,190010,2,3,2
3,19,1925,2,3394,190010,3,2,2
3,19,1921,1,842,190011,1,2,1
3,19,1921,1,842,190011,2,3,3
3,19,1921,1,842,190019,1,2,4
3,19,1921,1,842,190019,3,2,4
3,19,1921,1,842,190020,3,2,4
3,19,1943,2,668,190021,1,7,1
3,19,1943,2,668,190021,2,7,1
3,19,1943,2,668,190021,3,7,1
3,19,1943,2,668,190021,4,7,1
3,19,1943,2,668,190022,1,7,7
3,19,1943,2,668,190022,3,7,7
3,19,1916,2,1516,190034,3,7,1
3,19,1916,2,1516,190035,2,7,7
3,19,1916,2,1516,190035,3,7,7
3,19,1916,2,1516,190035,4,7,7
3,19,1916,2,1516,190036,1,7,1
3,19,1916,2,1516,190036,2,7,1
3,19,1916,2,1516,190036,3,0,1
3,19,1901,2,640,190047,1,7,2
3,19,1901,2,640,190047,2,7,2
3,19,1901,2,640,190048,1,7,2
3,19,1901,2,640,190048,2,7,2
3,19,1901,2,640,190048,3,7,2
3,19,1901,2,640,190048,4,7,2
3,19,1937,2,432,190056,1,3,2
3,19,1937,2,432,190056,2,1,2
3,19,1937,2,432,190057,1,3,1
3,19,1937,2,432,190057,2,2,2
3,19,1937,2,432,190060,1,2,2
3,19,1937,2,432,190060,2,3,2
3,19,1936,2,1994,190066,1,0,1
3,19,1936,2,1994,190066,2,7,1
3,19,1936,2,1994,190066,3,7,1
3,19,1936,2,1994,190067,1,7,1
3,19,1936,2,1994,190067,2,7,1
3,19,1936,2,1994,190067,3,7,1
3,19,1902,2,52,190071,2,3,1
3,19,1902,2,52,190072,2,7,1
3,19,1902,2,52,190073,3,7,1
3,19,1902,2,52,190074,1,2,1
3,19,1902,2,52,190074,2,2,2
3,19,1902,2,52,190075,1,2,2
3,19,1902,2,52,190075,2,1,1
3,19,1902,2,52,190076,1,2,1
3,19,1902,2,52,190076,2,2,2
3,19,1902,2,52,190079,1,2,3
3,19,1902,2,52,190079,2,1,1
3,19,1902,2,52,190080,1,3,2
3,19,1902,2,52,190080,2,3,2
3,19,1914,2,934,190081,1,3,3
3,19,1914,2,934,190081,2,1,1
3,19,1914,2,934,190081,3,1,2
3,19,1914,2,934,190082,1,3,3
3,19,1914,2,934,190082,2,2,1
3,19,1914,2,934,190082,3,2,3
3,19,1914,2,934,190083,1,7,1
3,19,1914,2,934,190083,2,7,1
3,19,1914,2,934,190083,3,7,1
3,19,1914,2,934,190084,1,7,1
3,19,1914,2,934,190084,2,7,1
3,19,1914,2,934,190084,3,7,1
3,19,1914,2,934,190085,1,7,1
3,19,1914,2,934,190085,2,7,1
3,19,1914,2,934,190085,3,7,1
3,19,1914,2,934,190086,1,7,2
3,19,1914,2,934,190086,2,7,2
3,19,1914,2,934,190087,1,3,3
3,19,1914,2,934,190087,2,2,1
3,19,1914,2,934,190088,1,3,3
3,19,1914,2,934,190088,2,2,3
3,19,1914,2,934,190088,3,2,3
3,19,1941,2,518,190094,1,7,1
3,19,1941,2,518,190094,2,7,1
3,19,1941,2,518,190094,3,7,1
3,19,1941,2,518,190094,4,7,1
3,19,1941,2,518,190095,1,7,1
3,19,1941,2,518,190095,2,7,1
3,19,1941,2,518,190095,3,7,1
3,19,1941,2,518,190096,1,7,1
3,19,1941,2,518,190096,2,7,1
3,19,1941,2,518,190096,3,7,1
3,19,1941,2,518,190098,1,2,3
3,19,1941,2,518,190098,2,1,2
3,19,1941,2,518,190099,1,2,2
3,19,1941,2,518,190099,2,1,2
3,19,1941,2,518,190100,1,7,7
3,19,1941,2,518,190100,3,2,6
3,19,1941,2,518,190100,4,2,2
3,19,1925,1,2858,190105,1,2,1
3,19,1925,1,2858,190105,2,4,1
3,19,1925,1,2858,190105,3,6,1
3,19,1925,1,2858,190105,4,5,1
3,19,1925,1,2858,190109,1,5,10
3,19,1912,1,1510,190112,1,3,2
3,19,1912,1,1510,190112,2,4,1
3,19,1912,1,1510,190112,3,1,1
3,19,1912,1,1510,190112,4,1,1
3,19,1912,1,1510,190116,1,3,2
3,19,1912,1,1510,190116,2,5,1
3,19,1912,1,1510,190116,3,4,1
3,19,1905,2,1290,190123,1,3,1
3,19,1905,2,1290,190123,2,3,1
3,19,1905,2,1290,190123,3,2,1
3,19,1905,2,1290,190123,4,1,1
3,19,1905,2,1290,190129,3,3,0
3,19,1905,2,1290,190130,1,2,1
3,19,1905,2,1290,190130,2,3,1
3,19,1905,2,1290,190130,3,2,1
3,19,1905,2,1290,190130,4,1,1
3,19,1910,2,808,190131,1,4,2
3,19,1910,2,808,190131,2,3,2
3,19,1910,2,808,190136,1,5,7
3,19,1910,2,808,190136,3,2,3
3,19,1910,2,808,190139,1,5,2
3,19,1910,2,808,190139,2,4,2
3,19,1910,2,808,190139,3,1,1
3,19,1908,2,284,190142,2,1,1
3,19,1908,2,284,190145,2,7,1
3,19,1908,2,284,190145,3,2,1
3,19,1908,2,284,190145,4,2,1
3,19,1908,2,284,190148,1,3,1
3,19,1908,2,284,190148,2,4,1
3,19,1908,2,284,190148,3,5,1
3,19,1908,2,284,190148,4,1,1
3,19,1934,2,386,190152,1,4,1
3,19,1934,2,386,190152,2,4,1
3,19,1934,2,386,190152,3,3,1
3,19,1934,2,386,190152,4,2,1
3,19,1934,2,386,190154,1,2,1
3,19,1934,2,386,190155,1,2,2
3,19,1934,2,386,190158,1,2,1
3,19,1934,2,386,190158,2,2,1
3,19,1934,2,386,190158,3,2,1
3,19,1934,2,386,190158,4,2,1
3,19,1919,2,366,190161,1,1,1
3,19,1919,2,366,190161,2,1,1
3,19,1919,2,366,190161,3,2,1
3,19,1919,2,366,190161,4,7,1
3,19,1919,2,366,190162,1,4,1
3,19,1919,2,366,190162,2,3,1
3,19,1919,2,366,190162,3,7,3
3,19,1919,2,366,190162,4,7,3
3,19,1919,2,366,190163,1,3,1
3,19,1919,2,366,190163,2,4,1
3,19,1919,2,366,190163,3,6,1
3,19,1919,2,366,190163,4,5,1
3,19,1919,2,366,190165,1,1,2
3,19,1928,2,526,190174,1,2,0
3,19,1928,2,526,190174,2,1,0
3,19,1928,2,526,190175,1,1,1
3,19,1928,2,526,190175,2,1,1
3,19,1928,2,526,190175,3,1,1
3,19,1928,2,526,190175,4,1,1
3,19,1928,2,526,190177,1,1,1
3,19,1928,2,526,190177,2,1,1
3,19,1928,2,526,190177,3,1,1
3,19,1928,2,526,190177,4,1,1
3,19,1932,2,562,190186,1,7,1
3,19,1932,2,562,190186,2,7,1
3,19,1932,2,562,190186,3,7,1
3,19,1932,2,562,190187,1,4,1
3,19,1932,2,562,190187,2,4,1
3,19,1932,2,562,190187,3,4,1
3,19,1932,2,562,190187,4,7,1
3,19,1932,2,562,190188,2,2,10
3,19,1932,2,562,190190,1,2,1
3,19,1923,2,284,190195,1,4,1
3,19,1923,2,284,190195,2,5,1
3,19,1923,2,284,190195,3,5,1
3,19,1923,2,284,190195,4,5,1
3,19,1923,2,284,190196,1,2,1
3,19,1923,2,284,190196,2,1,1
3,19,1923,2,284,190196,3,1,1
3,19,1923,2,284,190196,4,1,1
3,19,1923,2,284,190197,1,2,1
3,19,1923,2,284,190197,2,3,1
3,19,1923,2,284,190197,3,2,1
3,19,1923,2,284,190197,4,1,1
3,20,2021,1,3300,200006,1,7,2
3,20,2021,1,3300,200006,2,5,2
3,20,2021,1,3300,200006,3,2,3
3,20,2018,2,1134,200011,1,7,14
3,20,2018,2,1134,200011,2,7,14
3,20,2018,2,1134,200011,3,7,7
3,20,2018,2,1134,200012,1,7,14
3,20,2018,2,1134,200012,2,7,7
3,20,2018,2,1134,200012,3,7,7
3,20,2005,2,970,200024,1,7,14
3,20,2005,2,970,200024,2,7,7
3,20,2005,2,970,200024,3,7,7
3,20,2005,2,970,200025,1,7,14
3,20,2005,2,970,200025,2,7,14
3,20,2005,2,970,200025,3,7,7
3,20,2005,2,970,200026,2,7,14
3,20,2005,2,970,200026,3,7,14
3,20,2003,2,784,200031,1,7,14
3,20,2003,2,784,200031,3,7,7
3,20,2003,2,784,200032,1,7,14
3,20,2003,2,784,200032,2,7,7
3,20,2003,2,784,200032,3,7,7
3,20,2003,2,784,200033,1,7,14
3,20,2003,2,784,200033,2,7,7
3,20,2003,2,784,200033,3,7,7
3,20,2003,2,784,200034,1,7,14
3,20,2003,2,784,200034,3,7,7
3,20,2032,1,1390,200056,1,7,14
3,20,2032,1,1390,200056,2,7,7
3,20,2032,1,1390,200056,3,7,7
3,20,2032,2,1772,200061,1,5,10
3,20,2032,2,1772,200061,2,4,4
3,20,2032,2,1772,200062,2,7,14
3,20,2032,2,1772,200062,3,7,7
3,20,2015,2,1746,200078,1,6,12
3,20,2015,2,1746,200078,3,5,5
3,20,2022,2,1130,200086,1,7,14
3,20,2022,2,1130,200086,3,7,7
3,20,2022,2,1130,200087,1,7,14
3,20,2022,2,1130,200087,2,7,7
3,20,2022,2,1130,200087,3,7,7
3,20,2001,2,1354,200091,1,2,2
3,20,2001,2,1354,200091,2,2,3
3,20,2001,2,1354,200091,3,3,2
3,20,2001,2,1354,200092,2,2,2
3,20,2001,2,1354,200092,3,3,2
3,20,2001,2,1354,200093,1,2,3
