"zone","state","lga","sector","ea","hhid","item_cd","s11dq7","s11dq8"
6,24,2403,1,1588,240014,509,1,1200
6,24,2403,1,1588,240017,517,1,5000
6,24,2403,1,3592,240024,509,1,1800
6,24,2403,1,674,240038,509,1,1600
6,24,2401,1,766,240041,506,1,350
6,24,2401,1,766,240041,509,1,800
6,24,2401,1,766,240044,507,1,100
6,24,2401,1,766,240044,509,1,4000
6,24,2401,1,766,240045,501,1,2000
6,24,2401,1,766,240046,517,1,100000
6,24,2403,1,7586,240051,509,1,1000
6,24,2403,1,7586,240060,510,1,1500
6,24,2420,1,402,240065,508,1,4000
6,24,2420,1,402,240069,509,1,1500
6,24,2420,1,402,240070,502,1,100
6,24,2420,1,402,240070,503,1,370
6,24,2418,1,1770,240075,509,1,800
6,24,2418,1,1770,240078,509,1,1500
6,24,2419,1,330,240084,510,1,2400
6,24,2419,1,330,240088,501,1,2000
6,24,2419,1,330,240089,507,1,210
6,24,2419,1,330,240089,509,1,1500
6,24,2417,1,112,240101,509,1,3000
6,24,2417,1,112,240102,509,1,750
6,24,2417,1,112,240109,510,1,500
6,24,2405,1,134,240117,509,1,2500
6,24,2413,1,306,240124,508,1,2200
6,24,2413,1,306,240127,509,1,800
6,24,2413,1,306,240130,510,1,2000
6,24,2408,1,2074,240141,508,1,50000
6,24,2408,1,2074,240141,511,1,6000
6,24,2408,1,2074,240150,508,1,28000
6,24,2411,1,788,240155,509,1,1500
6,24,2407,2,396,240169,511,1,3000
1,25,2508,1,2788,250003,503,1,300
1,25,2508,1,2788,250003,505,1,23000
1,25,2508,1,2788,250005,505,1,6000
1,25,2508,1,2788,250006,508,1,270000
1,25,2504,2,222,250015,501,1,20000
1,25,2513,2,128,250041,517,1,3000
1,25,2513,2,128,250045,508,1,180000
1,25,2513,2,128,250049,503,1,1200
1,26,2606,1,516,260002,501,1,6500
1,26,2606,1,516,260002,502,1,1200
1,26,2606,1,516,260002,503,1,700
1,26,2606,1,516,260002,506,1,2500
1,26,2606,1,516,260002,508,1,4800
1,26,2606,1,516,260007,505,1,12000
1,26,2623,2,1688,260015,503,1,500
1,26,2623,2,1688,260015,508,1,80000
1,26,2623,2,1688,260017,501,1,15000
1,26,2623,2,1688,260017,505,1,40000
1,26,2623,2,1688,260018,509,1,1200
1,26,2618,2,1276,260025,503,1,500
1,26,2618,2,1276,260025,504,1,30
1,26,2618,2,494,260033,504,1,500
1,26,2618,2,494,260034,504,1,300
1,26,2618,2,494,260035,508,1,2000
1,26,2618,2,494,260037,503,1,25
1,26,2618,2,494,260037,511,1,6000
1,26,2621,1,940,260041,501,1,3000
1,26,2621,1,940,260041,511,1,5000
1,26,2621,1,940,260044,502,1,800
1,26,2621,1,940,260044,503,1,600
1,26,2621,1,940,260049,509,1,50
1,26,2615,2,2178,260064,503,1,600
1,26,2615,2,2178,260066,504,1,35
1,26,2615,2,2178,260069,504,1,40
1,26,2615,2,2178,260069,510,1,100
1,26,2605,2,594,260091,509,1,3000
1,26,2605,2,594,260091,516,1,100000
1,26,2605,2,594,260091,517,1,400
1,26,2605,2,594,260092,503,1,800
1,26,2605,2,594,260092,505,1,4000
1,26,2605,2,594,260093,501,1,2500
1,26,2605,2,594,260094,508,1,2000
1,26,2605,2,594,260095,503,1,800
1,26,2605,2,594,260100,503,1,700
1,26,2603,1,1786,260103,504,1,250
1,26,2603,1,1786,260103,505,1,8000
1,26,2603,1,1786,260104,517,1,1000
1,26,2603,1,1786,260106,503,1,600
1,26,2603,1,1786,260106,505,1,10000
1,26,2603,1,1786,260108,505,1,9000
1,26,2603,1,1786,260109,503,1,500
1,26,2603,1,658,260113,505,1,10000
1,26,2603,1,658,260114,512,1,10000
1,26,2603,1,658,260114,516,1,30000
1,26,2603,1,658,260119,501,1,3000
1,26,2603,1,658,260119,505,1,10000
1,26,2613,2,2248,260124,505,1,10000
1,26,2613,2,2248,260127,516,1,1000
1,26,2613,2,2248,260128,508,1,2000
1,26,2613,2,2248,260128,516,1,30000
1,26,2613,2,2248,260130,505,1,9000
1,26,2608,2,820,260136,516,1,1000
1,26,2608,2,820,260137,503,1,700
1,26,2608,2,820,260138,505,1,900
1,26,2608,2,820,260139,501,1,2000
1,26,2608,2,820,260139,503,1,600
1,26,2608,2,820,260140,503,1,700
1,26,2608,2,820,260140,505,1,9000
1,26,2601,2,822,260142,516,1,4000
1,26,2601,2,822,260143,501,1,4000
1,26,2601,2,822,260149,503,1,1600
1,26,2601,2,822,260149,505,1,15000
1,26,2613,2,1462,260157,503,1,100
1,26,2613,2,1462,260157,516,1,2000
1,26,2613,2,1462,260160,505,1,900
1,26,2616,2,254,260165,503,1,700
1,26,2616,2,254,260165,505,1,900
1,26,2625,2,926,260175,505,1,7000
1,26,2625,2,926,260180,503,1,1400
6,27,2709,1,1646,270031,504,1,6000
6,27,2711,1,710,270060,503,1,300
6,27,2703,1,1612,270063,517,1,10000
6,27,2719,2,100,270082,517,1,200000
6,28,2806,1,802,280001,509,1,800
6,28,2806,1,164,280011,507,1,1500
6,28,2806,1,164,280011,508,1,10000
6,28,2806,1,164,280013,505,1,12000
6,28,2806,1,164,280014,501,1,7000
6,28,2806,1,164,280017,508,1,1200
6,28,2806,1,164,280020,507,1,1400
6,28,2816,1,2302,280025,517,1,70000
6,28,2804,1,340,280035,505,1,9500
6,28,2804,1,340,280035,516,1,2000
6,28,2804,1,340,280038,503,1,300
6,28,2802,2,566,280042,503,1,200
6,28,2802,2,566,280048,501,1,13000
6,28,2802,2,566,280048,517,1,120000
6,28,2816,2,3944,280075,508,1,40
6,28,2816,2,3944,280078,505,1,300
6,28,2814,1,1876,280084,503,1,400
6,28,2814,1,1876,280084,505,1,12500
6,28,2814,1,1876,280084,515,1,5000
6,28,2814,1,1876,280084,516,1,250000
6,28,2810,2,2394,280091,501,1,2000
6,28,2810,2,2394,280099,507,1,2500
6,28,2810,1,3722,280102,501,1,15000
6,28,2810,1,3722,280102,507,1,850
6,28,2810,1,3722,280103,501,1,5500
6,28,2807,2,1266,280126,504,1,3000
6,28,2807,2,1266,280130,504,1,3000
6,29,2930,1,530,290009,502,1,400
6,29,2927,1,1124,290012,501,1,800
6,29,2927,1,1124,290012,515,1,5000
6,29,2927,1,1124,290012,516,1,80000
6,29,2927,1,1124,290015,506,1,500
6,29,2930,1,1418,290023,514,1,1000
6,29,2930,1,1418,290026,501,1,2000
6,29,2930,1,1418,290026,503,1,600
6,29,2930,1,1300,290036,516,1,1500
6,29,2930,1,1300,290037,501,1,1200
6,29,2930,1,1300,290037,503,1,250
6,29,2930,1,1300,290038,501,1,2100
6,29,2930,1,1300,290039,501,1,2000
6,29,2930,1,1300,290040,501,1,1200
6,29,2909,2,220,290045,503,1,2000
6,29,2909,2,220,290046,517,1,10000
6,29,2909,2,220,290049,503,1,500
6,29,2918,1,952,290052,501,1,1200
6,29,2918,1,952,290052,504,1,120
6,29,2918,1,952,290059,503,1,800
6,29,2918,1,952,290060,508,1,350000
6,29,2910,1,350,290082,517,1,40000
6,29,2910,1,350,290084,502,1,400
6,29,2910,1,350,290087,516,1,140000
6,29,2911,1,746,290092,517,1,5000
6,29,2911,2,1870,290104,508,1,7500
6,29,2911,2,1870,290107,501,1,1800
6,29,2911,2,1870,290108,508,1,15000
6,29,2911,2,1870,290108,516,1,20000
6,29,2911,2,1870,290110,502,1,450
6,29,2923,2,1126,290113,516,1,20000
6,29,2923,2,1126,290117,508,1,16500
6,29,2923,2,1126,290117,516,1,400000
6,29,2923,2,1126,290117,517,1,54000
6,29,2923,1,396,290130,501,1,2400
6,29,2902,1,1028,290135,511,1,1850
6,29,2902,1,1028,290135,516,1,5000
6,29,2920,1,506,290150,501,1,4200
6,29,2920,1,1210,290151,508,1,200000
6,29,2920,1,1210,290151,517,1,23000
6,29,2920,1,1210,290152,516,1,5000
6,29,2920,1,1210,290154,507,1,200
6,29,2914,1,214,290162,511,1,2850
6,29,2920,2,1628,290172,503,1,800
6,29,2920,2,1628,290176,517,1,30000
6,29,2920,2,1628,290177,517,1,1000
6,29,2920,2,1628,290178,503,1,400
6,29,2920,2,1628,290178,504,1,2000
6,29,2920,2,1628,290178,516,1,10000
6,29,2920,2,1628,290179,505,1,19200
6,30,3009,1,764,300003,503,1,1500
6,30,3009,1,764,300005,509,1,260
6,30,3009,1,764,300010,507,1,1000
6,30,3007,1,1624,300016,517,1,5000
6,30,3014,2,120,300042,504,1,1000
6,30,3014,2,120,300044,503,1,1200
6,30,3014,2,120,300044,504,1,700
6,30,3014,2,120,300045,503,1,4600
6,30,3014,2,120,300048,502,1,700
6,30,3014,2,120,300048,503,1,400
6,30,3014,2,120,300050,502,1,1200
6,30,3014,2,120,300050,503,1,1500
6,30,3014,2,120,300050,504,1,450
6,30,3024,1,1924,300055,508,1,200000
6,30,3024,1,1406,300062,502,1,1000
6,30,3024,1,1406,300062,508,1,3000
6,30,3025,1,2052,300074,509,1,75000
6,30,3005,1,2870,300083,517,1,6000
6,30,3005,1,2870,300084,503,1,1000
6,30,3005,1,2870,300085,502,1,500
6,30,3005,1,2870,300085,503,1,1000
6,30,3005,1,2870,300088,516,1,150000
6,30,3005,1,2942,300092,508,1,65000
6,30,3005,1,2942,300092,517,1,150000
6,30,3005,1,2942,300096,505,1,6700
6,30,3005,1,2942,300097,508,1,10000
6,30,3005,1,2942,300100,508,1,50000
6,30,3009,1,1642,300111,508,1,12000
6,30,3009,1,1642,300111,509,1,460
6,30,3020,1,322,300127,508,1,700000
6,30,3020,1,322,300127,511,1,500
6,30,3020,1,322,300129,511,1,24000
6,30,3020,1,322,300129,513,1,5000
6,30,3020,1,322,300130,506,1,2500
6,30,3002,1,1310,300131,501,1,4500
6,30,3002,1,1310,300136,501,1,1500
6,30,3002,1,1310,300136,511,1,500
6,30,3002,1,1310,300136,514,1,1500
6,30,3030,1,946,300154,517,1,1000
6,30,3016,1,390,300165,504,1,300
6,30,3016,1,390,300165,508,1,150000
6,30,3015,2,1688,300193,516,1,5000
6,30,3032,1,1088,300202,508,1,50000
6,30,3032,1,1088,300202,516,1,10000
6,30,3032,1,1088,300207,501,1,5400
6,30,3032,1,1088,300210,511,1,4000
6,30,3032,1,1088,300210,514,1,5000
1,31,3105,1,2914,310010,503,1,500
1,31,3101,2,604,310011,509,1,650
1,31,3101,2,604,310012,502,1,700
1,31,3101,2,604,310014,502,1,500
1,31,3101,2,604,310014,503,1,600
1,31,3101,2,604,310016,516,1,5000
1,31,3101,2,604,310017,517,1,205000
1,31,3115,2,680,310022,516,1,5000
1,31,3115,2,680,310028,502,1,500
1,31,3115,2,680,310028,503,1,300
1,31,3115,2,680,310028,505,1,7000
1,31,3115,2,680,310028,508,1,40000
1,31,3115,2,680,310028,516,1,3000
1,31,3115,2,680,310028,517,1,5000
1,31,3115,2,680,310030,508,1,6800
1,31,3111,2,2966,310032,505,1,6000
1,31,3111,2,2966,310034,516,1,5000
1,31,3107,1,724,310055,503,1,2000
1,31,3107,1,724,310055,505,1,26000
1,31,3107,1,724,310057,503,1,1800
1,31,3109,2,1026,310075,503,1,500
1,31,3103,2,874,310103,516,1,8000
1,31,3103,2,874,310108,508,1,10500
1,31,3103,2,874,310110,516,1,3000
5,32,3215,1,2978,320001,508,1,100000
5,32,3222,1,2780,320013,505,1,15000
5,32,3222,1,2780,320014,502,1,200
5,32,3222,1,2780,320017,516,1,20000
5,32,3215,1,1896,320067,502,1,600
5,32,3215,1,1896,320068,502,1,1200
5,32,3215,1,1896,320069,502,1,500
5,32,3215,1,1896,320071,502,1,800
5,32,3215,1,1896,320071,505,1,10000
5,32,3215,1,1896,320072,503,1,350
5,32,3206,2,276,320074,502,1,1600
5,32,3206,2,276,320075,502,1,1000
5,32,3206,2,276,320076,502,1,350
5,32,3206,2,276,320080,517,1,15000
5,32,3206,2,276,320082,517,1,10000
5,32,3208,2,2244,320084,502,1,500
5,32,3208,2,2244,320091,517,1,8000
5,32,3208,2,2244,320092,502,1,450
5,32,3204,1,346,320095,502,1,300
5,32,3204,1,346,320095,517,1,90000
5,32,3204,1,346,320097,501,1,4000
5,32,3204,1,346,320097,503,1,500
5,32,3204,1,346,320098,501,1,1500
5,32,3204,1,346,320098,502,1,1200
5,32,3201,2,2034,320104,517,1,3000
5,32,3201,2,2034,320106,503,1,400
5,32,3222,1,1624,320108,517,1,500
5,32,3222,1,1624,320112,502,1,700
5,32,3222,1,1624,320112,504,1,700
5,32,3201,2,2034,320117,502,1,700
5,32,3201,2,2034,320118,517,1,200000
5,32,3201,2,2034,320119,502,1,1000
5,32,3201,2,2034,320120,503,1,300
5,32,3203,2,2644,320127,502,1,1400
5,32,3203,2,2644,320128,502,1,700
5,32,3203,2,2644,320128,517,1,400000
5,32,3202,2,84,320135,503,1,300
5,32,3202,2,84,320135,517,1,2000
5,32,3202,2,84,320138,503,1,600
5,32,3202,2,84,320140,502,1,1000
5,32,3216,2,1184,320144,503,1,300
5,32,3216,2,1184,320144,517,1,2000
5,32,3216,2,1184,320147,502,1,1000
5,32,3216,2,1184,320148,501,1,18000
5,32,3221,2,132,320166,517,1,2000
5,32,3216,2,1184,320189,517,1,45000
5,32,3207,2,1464,320201,502,1,800
5,32,3207,2,1464,320202,503,1,300
5,32,3207,2,1464,320202,517,1,3500
3,33,3321,1,1182,330002,504,1,3500
3,33,3321,1,1182,330004,502,1,80000
3,33,3321,1,1182,330004,503,1,900
3,33,3321,1,1182,330005,501,1,1000
3,33,3321,1,1182,330005,503,1,300
3,33,3321,1,1182,330005,506,1,600
3,33,3321,1,1182,330005,508,1,4050
3,33,3311,1,702,330018,503,1,300
3,33,3311,1,702,330019,503,1,200
3,33,3304,2,418,330068,503,1,600
3,33,3307,2,688,330071,504,1,1000
3,33,3307,2,688,330071,508,1,345000
3,33,3307,2,688,330072,501,1,2000
2,34,3401,2,526,340001,501,1,300
2,34,3401,2,526,340001,515,1,6000
2,34,3401,2,526,340001,516,1,5000
2,34,3401,2,526,340001,517,1,1100
2,34,3401,2,526,340004,516,1,60000
2,34,3401,2,526,340006,503,1,1000
2,34,3401,2,526,340006,517,1,200
2,34,3401,2,526,340009,517,1,1500
2,34,3415,2,268,340018,517,1,100
2,34,3405,2,1706,340024,516,1,3500
2,34,3405,2,1706,340025,516,1,20000
2,34,3405,2,1706,340025,517,1,2000
2,34,3405,2,456,340039,517,1,10000
2,34,3405,2,456,340040,516,1,1500
2,34,3410,2,42,340043,515,1,15000
2,34,3410,2,42,340043,516,1,5000
2,34,3410,2,42,340044,516,1,10000
2,34,3410,2,42,340044,517,1,5000
2,34,3410,2,42,340049,517,1,1000
2,34,3412,2,156,340051,515,1,5000
2,34,3412,2,156,340051,516,1,5000
2,34,3412,2,156,340052,516,1,10000
2,34,3412,2,156,340052,517,1,50000
2,34,3412,2,156,340054,516,1,5000
2,34,3412,2,156,340054,517,1,3000
2,34,3412,2,156,340057,516,1,4000
2,34,3412,2,156,340057,517,1,2000
2,34,3412,2,156,340060,516,1,2000
2,34,3412,2,156,340060,517,1,500
2,34,3413,2,262,340061,517,1,500
2,34,3413,2,262,340064,517,1,3000
2,34,3413,2,262,340065,517,1,2000
2,34,3413,2,262,340068,516,1,2500
2,34,3413,2,262,340068,517,1,500
2,34,3413,2,262,340070,517,1,1000
2,34,3408,2,870,340082,517,1,3000
2,34,3408,2,870,340084,505,1,5000
2,34,3408,2,870,340084,516,1,15000
2,34,3408,2,870,340084,517,1,6000
2,34,3408,2,870,340085,516,1,4000
2,34,3408,2,870,340085,517,1,8000
2,34,3408,2,870,340090,516,1,30000
2,34,3408,2,870,340090,517,1,10000
2,35,3503,1,54,350004,503,1,
2,35,3503,1,54,350009,503,1,1500
2,35,3515,2,316,350023,503,1,1600
2,35,3515,2,316,350025,503,1,1200
2,35,3516,2,1632,350035,503,1,800
2,35,3506,2,1040,350045,504,1,400
2,35,3506,2,1040,350049,503,1,400
2,35,3511,2,1646,350058,503,1,
2,35,3513,1,1278,350077,503,1,1000
2,35,3501,1,702,350095,504,1,1200
2,35,3501,1,702,350100,504,1,2500
2,35,3509,2,1310,350101,503,1,8000
3,36,3605,2,240,360011,508,1,35000
3,36,3605,2,240,360020,503,1,400
3,36,3608,2,2078,360034,505,1,12000
3,36,3613,2,1066,360046,503,1,600
3,36,3613,2,1066,360046,504,1,13000
3,36,3610,2,1826,360052,503,1,600
3,36,3610,2,1826,360052,505,1,12000
3,36,3610,2,1826,360053,516,1,2000
3,36,3610,2,1826,360056,515,1,100000
3,36,3610,2,1826,360056,516,1,50000
3,36,3612,1,1474,360072,515,1,50000
3,36,3612,1,1474,360072,516,1,20000
1,37,3706,1,4144,370001,511,1,5000
1,37,3706,1,4144,370001,516,1,3000
1,37,3706,1,4144,370003,511,1,5000
1,37,3706,1,4144,370003,516,1,3000
1,37,3706,1,4144,370005,511,1,5000
1,37,3706,1,4144,370008,510,1,3000
1,37,3706,1,4144,370008,511,1,500
1,37,3706,1,4144,370008,516,1,3000
1,37,3706,1,156,370012,517,1,600
1,37,3706,1,156,370017,517,1,450
1,37,3706,1,156,370019,516,1,2500
1,37,3706,1,156,370020,516,1,1200
1,37,3706,1,156,370020,517,1,1000
1,37,3702,1,972,370022,516,1,5000
1,37,3702,1,972,370023,511,1,5000
1,37,3702,1,972,370023,516,1,5000
1,37,3702,1,972,370023,517,1,2000
1,37,3702,1,972,370026,511,1,5000
1,37,3702,1,972,370028,511,1,5000
1,37,3702,1,972,370030,511,1,5000
1,37,3702,1,972,370030,516,1,2500
1,37,3702,1,972,370030,517,1,500
1,37,3706,2,6,370031,504,1,1200
1,37,3706,2,6,370031,516,1,8000
1,37,3706,2,6,370031,517,1,3000
1,37,3706,2,6,370032,508,1,10000
1,37,3706,2,6,370032,515,1,500
1,37,3706,2,6,370032,516,1,1000
1,37,3706,2,6,370034,503,1,500
1,37,3706,2,6,370034,516,1,1000
1,37,3706,2,6,370034,517,1,200
1,37,3706,2,6,370035,504,1,600
1,37,3706,2,6,370037,504,1,600
1,37,3706,2,6,370038,504,1,1200
1,37,3706,2,6,370038,516,1,1000
1,37,3706,2,6,370038,517,1,500
1,37,3706,2,6,370039,516,1,3000
1,37,3706,2,6,370039,517,1,2000
1,37,3706,2,6,370040,504,1,1200
1,37,3706,2,6,370040,516,1,2000
1,37,3706,2,6,370040,517,1,500
