"zone","state","lga","sector","ea","hhid","plotid","cropid","cropcode","s11gq1a","s11gq1b","s11gq1c","s11gq2","s11gq3","s11gq4","s11gq5a","s11gq5b","s11gq5c","s11gq5d","s11gq6","s11gq7","s11gq7b","s11gq8a","s11gq8b","s11gq8c"
4,16,1606,2,590,160103,2,4,3180,2,1,,2,1970,0,1,2010,4,2010,2,,,4,2,
4,16,1606,2,590,160107,3,3,3180,20,3,,999,1983,0,1,2010,8,2010,2,,,18,2,
4,16,1606,2,590,160108,2,3,3180,2,4,,999,1975,0,2,2010,8,2010,2,,,30,2,
4,16,1606,2,590,160109,3,3,3180,1,4,,999,1970,0,1,2010,8,2010,2,,,28,2,
4,16,1624,1,286,160110,3,3,3180,15,3,,12,1980,0,1,2010,7,2010,2,,,14,2,
4,16,1603,2,158,160111,3,4,3180,10,3,,10,1984,0,4,2010,6,2010,2,,,15,3,
4,16,1610,2,1006,160112,2,2,3220,3,3,,3,9999,0,10,2010,10,2010,2,,,2,3,"BASKET"
4,16,1610,2,1006,160112,2,3,3160,2,3,,2,9999,0,,0,,0,,,,,,
4,16,1610,2,1006,160112,2,4,3170,3,3,,3,9999,0,,0,,0,,,,,,
4,16,1624,1,286,160113,1,5,3180,10,3,,999,1985,0,1,2010,8,2010,2,,,10,2,
4,16,1610,2,1006,160114,2,5,3180,10,,,10,1975,0,3,2010,8,2010,2,,,15,2,
4,16,1610,2,1006,160115,2,4,3180,8,3,,,1972,0,4,2010,8,2010,2,,,24,2,
4,16,1610,2,1006,160116,2,4,3180,8,3,,8,1970,0,3,2010,8,2010,2,,,18,2,
4,16,1602,2,1576,160120,1,3,3180,8,3,,8,1970,0,3,2010,5,2010,2,,,0,,
4,16,1602,2,1576,160124,2,4,3180,3,3,,3,9999,0,5,2010,5,2010,2,,,3,2,
4,16,1602,2,1576,160126,1,3,3180,2,3,,4,9999,0,3,2010,3,2010,2,,,3,2,
4,16,1602,2,1576,160126,2,5,3180,4,3,,4,9999,0,8,2010,8,2010,2,,,3,2,
4,16,1612,2,414,160128,1,2,3180,4,3,,4,9999,0,12,2010,,,2,,,10,2,
4,16,1622,2,18,160129,1,4,3180,5,3,,999,9999,0,8,2010,8,2010,2,,,20,2,
4,16,1612,2,414,160130,1,3,3180,20,3,,20,1960,0,12,2009,7,2010,2,,,20,2,
4,16,1624,1,286,160132,1,4,3180,10,3,,10,1975,0,3,2010,6,2010,2,,,8,2,
4,16,1624,1,286,160133,1,4,3180,3,3,,3,1985,0,1,2010,7,2010,2,,,4,2,
4,16,1605,2,180,160146,3,2,1020,10,3,,101,1972,0,4,2010,6,2010,2,,,15,2,
4,16,1605,2,180,160147,2,4,3180,15,3,,0,1980,0,5,2010,6,2010,,,,20,2,
4,16,1605,2,180,160148,1,4,3183,3,3,,3,1975,0,4,2010,6,2010,2,,,4,2,
4,16,1605,2,180,160149,1,3,3180,10,3,,10,1983,0,6,2010,12,2010,2,,,16,2,
4,16,1605,2,180,160150,1,4,3180,3,3,,3,1974,0,1,2010,2,2010,2,,,4,2,
4,16,1605,2,180,160151,1,4,3180,6,3,,6,1972,0,3,2010,4,2010,2,,,10,2,
4,16,1605,2,180,160153,1,5,3180,3,3,,3,1990,0,2,2010,4,2010,2,,,12,2,
4,16,1603,2,158,160154,1,4,3180,3,3,,3,1990,0,3,2010,6,2010,2,,,5,3,
4,16,1609,2,738,160156,1,3,3050,1,3,,1,9999,0,12,,12,,2,,,20,3,
4,16,1609,2,738,160158,1,5,3220,2,3,,2,9999,0,7,2010,8,2010,2,,,1,4,"BASKET"
4,16,1609,2,738,160162,1,3,3180,2,3,,2,9999,9999,9,2010,9,2010,2,,,2,2,
4,16,1608,2,1104,160164,1,4,3180,4,3,,4,9999,0,1,2010,7,2010,2,,,12,3,
4,16,1608,2,1104,160167,2,5,3180,10,3,,999,9999,0,2,2010,7,2010,2,,,20,2,
4,16,1609,2,738,160169,2,5,3220,1,3,,1,9999,0,7,2010,8,2010,2,,,1,4,"BAG"
4,16,1608,2,1104,160171,1,1,1020,3,3,,3,9999,0,,,,,2,,,,,
4,16,1612,2,108,160175,2,3,3180,10,3,,10,1970,,,,,,2,,,0,,
4,16,1603,2,158,160178,1,3,3180,5,3,,5,1970,0,2,2010,5,2010,2,,,10,2,
4,16,1603,2,158,160178,1,4,3220,2,3,,2,1970,0,7,2010,8,2010,2,,,5,4,"BUNDLE"
4,16,1603,2,158,160179,1,3,2170,30,3,,30,2005,0,,,,,2,,,0,,
4,16,1603,2,158,160179,1,4,3220,1,3,,1,2005,0,,,,,2,,,0,,
4,16,1603,2,158,160179,2,2,3180,20,3,,20,2005,0,,,,,2,,,0,,
4,16,1603,2,158,160179,2,3,3170,1,3,,1,2005,0,,,,,2,,,0,,
4,16,1603,2,158,160180,1,3,3180,6,3,,6,1979,0,3,2010,6,2010,2,,,12,2,
4,16,1603,2,158,160180,2,4,3180,4,3,,4,1979,0,3,2010,6,2020,2,,,8,2,
4,16,1603,2,158,160180,3,2,3180,5,3,,5,1979,0,3,2010,6,2010,2,,,9,2,
4,16,1603,2,158,160184,1,4,3220,2,3,,2,1985,0,9,2010,9,2010,2,,,0,,
4,16,1603,2,158,160184,2,3,3160,1,3,,1,1990,0,9,2010,9,2010,2,,,0,,
4,16,1603,2,158,160185,1,5,3180,5,3,,5,1994,0,1,2010,5,2010,2,,,10,2,
4,16,1612,2,108,160188,1,4,3180,5,3,,5,1973,0,2,2010,5,2010,2,,,10,2,
4,16,1612,2,108,160188,2,5,3180,10,3,,10,1973,0,2,2010,5,2010,2,,,10,2,
4,16,1612,2,108,160189,3,4,2170,30,3,,30,2006,0,,,,,2,,,0,,
4,16,1612,2,108,160189,3,5,3220,2,3,,2,2006,0,,,,,2,,,0,,
3,17,1719,2,1354,170014,1,4,3160,2,2,,2,1993,2,4,2010,6,2010,1,5,,50,1,
3,17,1724,2,786,170125,1,1,1070,8203.2001953125,7,,999,2000,0,11,2009,2,2010,2,,,20,4,"BAGS"
3,18,1803,2,840,180033,2,3,3140,2,3,,2,1981,0,4,2010,4,2010,1,1,,24,1,
3,18,1803,2,840,180034,2,3,3140,3,3,,,1981,0,4,2010,4,2010,2,,,40,1,
3,18,1816,1,378,180047,2,4,3140,750,3,,1,1985,0,5,2010,5,2010,1,8,,25,1,
3,18,1817,2,370,180070,2,1,1080,3,3,,3,1970,0,,,,,2,,,0,,
3,18,1808,2,1726,180076,1,1,1070,7,3,,7,1984,0,12,2009,12,2009,2,,,0,,
3,18,1808,2,1726,180076,2,1,1080,1,3,,7,1991,0,4,2009,5,2009,2,,,0,,
3,18,1811,2,364,180082,3,3,3170,2,3,,2,2008,0,5,2010,7,2010,2,,,2,4,"BAGS"
3,18,1811,2,364,180082,3,4,3021,1,3,,1,2008,0,3,2010,4,2010,2,,,2,4,"BAGS"
3,18,1811,2,364,180082,3,5,3160,1,3,,1,2008,0,4,2010,5,2010,2,,,4,4,"BAGS"
3,18,1811,2,364,180082,3,6,2030,20,2,,20,2008,0,8,2010,5,2010,2,,,3,2,
3,18,1811,2,364,180085,2,4,3170,13,3,,13,1989,0,5,2010,6,2010,2,,,13,4,"BABS"
3,18,1811,2,364,180085,2,5,3160,5,3,,5,1981,0,4,2010,5,2010,2,,,15,4,"BAGS"
3,18,1820,2,450,180091,1,1,1080,3,5,,11,2002,0,,,,,2,,,0,,
3,18,1820,2,450,180093,1,1,1080,3,3,,3,2005,0,,,,,1,6,,0,,
3,18,1820,2,450,180095,1,1,1070,3,3,,12,2005,0,3,2010,,,1,5,,35,4,"BASKET"
3,18,1820,2,450,180097,1,1,1080,6,5,,20,4,2010,,,,,2,,,,,
3,18,1820,2,450,180097,1,2,1120,6,5,,20,4,2010,,,,,2,,,,,
3,18,1820,2,450,180097,1,3,1020,6,5,,20,4,2010,,,,,2,,,,,
3,18,1820,2,450,180100,2,1,1080,3,5,,5,1977,0,4,2010,6,2010,2,,,300,1,
3,18,1822,2,1654,180102,1,1,1040,10,3,,10,2010,5,,,,,2,,,,,
3,18,1822,2,1654,180110,1,1,1080,7,3,,7,1970,0,,,,,2,,,0,,
3,18,1822,2,1654,180110,2,1,2220,2,3,,2,1970,0,,,,,2,,,0,,
3,21,2102,2,1124,210081,1,1,1100,4.30000019073486,5,,10,1995,0,4,2010,5,2010,1,2,,1000,1,
1,22,2209,1,792,220041,1,1,3160,20,4,,999,1995,0,2,2009,,,2,,,0,,
1,22,2205,2,2432,220062,1,1,1121,2500,3,,60,2004,20,5,2010,7,2010,2,,,10,4,
1,22,2205,2,2432,220064,2,1,3020,1,5,,999,1985,0,2,2009,5,2009,2,,,0,,
1,22,2205,2,2432,220064,3,1,3183,200,3,,200,1985,0,3,2009,6,2009,2,,,100,2,
1,22,2205,2,2432,220064,3,2,3190,10,3,,10,1985,0,2,2009,3,2009,2,,,16,4,
1,22,2205,2,2432,220067,1,1,3020,1,4,,999,1980,200,10,2009,1,2010,2,,,0,,
1,22,2205,2,2432,220067,1,2,3180,1,4,,999,1980,150,3,2009,6,2009,2,,,0,,
1,22,2205,2,2432,220068,1,1,3020,2,4,,999,1996,200,10,2009,1,2010,2,,,0,,
1,22,2205,2,2432,220070,3,1,3020,10,6,,999,1989,0,2,2010,,,1,5,,2750,1,
1,22,2205,2,2432,220070,4,1,3180,15,6,,999,1989,0,1,2010,12,2010,2,,,625,4,
1,22,2205,2,664,220075,1,1,1120,100,3,,100,2003,0,3,2010,,,2,,,350,1,
1,22,2205,2,664,220076,1,1,1121,250,3,,300,2002,30,5,2010,7,2010,2,,,30,4,"SACK"
1,22,2205,2,664,220076,1,2,1020,250,3,,100,1985,40,4,2010,8,2010,2,,,1500,2,
1,22,2205,2,664,220079,1,1,3020,6,4,,999,1980,0,10,2009,1,2010,1,7,,400,1,
1,22,2214,2,1354,220085,1,4,3020,100,3,,100,1997,0,3,2009,5,,2,,,0,,
1,22,2218,2,596,220092,2,1,3020,10,4,,999,1995,0,2,2010,4,2010,2,,,1000,1,
1,22,2218,2,596,220095,1,4,3180,50,3,,50,2008,0,,,,,2,,,,,
1,22,2203,2,530,220101,1,1,3020,4,6,,999,1978,0,2,2009,,0,2,,,400,1,
1,22,2203,2,266,220116,3,2,3180,4,5,,999,1980,0,4,2010,6,2010,2,,,500,3,
1,23,2308,1,5180,230001,1,2,3020,3,3,,3,2006,0,4,2010,6,2010,2,,,12,1,
1,23,2308,1,5180,230001,1,3,3160,2,3,,2,2005,0,5,2010,8,2010,2,,,100,1,
1,23,2308,1,5180,230005,5,1,3170,11,3,,11,1985,0,8,2009,12,2009,2,,,0,,
1,23,2308,1,5180,230005,5,2,3150,4,3,,4,1993,0,8,2009,12,2009,2,,,0,,
1,23,2308,1,5180,230005,5,3,3020,8,3,,8,1990,0,1,2010,7,2010,2,,,125,1,
1,23,2308,1,5180,230006,2,3,3180,8,3,,8,1990,0,3,2009,8,2009,2,,,0,,
1,23,2308,1,5180,230008,3,1,3020,200,,,999,1970,0,3,2010,4,2010,1,5,,102,1,
1,23,2316,1,140,230108,4,1,3020,100,3,,100,2004,0,1,2010,6,2010,2,,,240,1,
6,24,2407,2,396,240161,1,1,1020,4,3,,999,1940,0,,,,,2,,,0,,
6,24,2407,2,396,240165,2,3,2170,500,3,,500,2009,0,,,,,2,,,0,,
1,25,2508,1,2788,250007,1,4,3140,5,3,,1,,0,9,2009,12,2009,1,7,,0,,
1,25,2504,2,222,250014,3,3,2030,10,3,,10,2005,0,5,2009,5,2010,2,,,5,2,
1,25,2504,2,222,250014,3,4,3180,7,3,,7,2007,0,,,,,2,,,0,,
1,25,2504,2,222,250017,1,2,3180,10,2,,10,1988,0,9,2010,,0,2,,,10,1,
1,25,2504,2,222,250017,2,2,3180,6,2,,6,1990,0,5,2010,,0,2,,,6,1,
1,25,2504,2,222,250018,3,2,3180,50,3,,50,1972,20,11,2010,2,2011,1,5,,0,,
1,25,2504,2,222,250020,1,2,3180,40,3,,40,2005,0,,,,,2,,,0,,
1,25,2509,2,248,250022,4,1,3183,50,3,,50,1987,0,4,2010,5,2010,2,,,30,2,
1,25,2509,2,248,250025,1,4,3020,28,3,,2,2002,0,4,2010,5,2010,2,,,20,1,
1,25,2509,2,248,250025,1,5,3160,7,3,,2,1995,0,4,2010,5,2010,2,,,30,1,
1,25,2507,2,814,250032,1,1,1120,1,4,,999,1970,,7,2010,9,2010,2,,,30,2,
1,25,2507,2,814,250033,1,1,1120,1,5,,50,2000,10,7,2010,9,2010,2,,,40,2,
1,25,2513,2,128,250043,1,1,1080,1,4,,50,2007,,7,2010,9,2010,1,1,,20,2,
1,25,2513,2,128,250043,1,2,1010,3,4,,95,1968,,4,2010,7,2010,1,1,,50,2,
1,25,2513,2,128,250044,1,3,3180,35,3,,35,1965,,4,2010,12,2010,2,,,0,,
1,25,2513,2,128,250045,1,1,1080,2,4,,500,2007,400,3,2010,8,2010,1,1,,16,2,
1,25,2513,2,128,250045,2,1,1070,2,4,,150,1990,0,4,2010,,,1,1,,30,2,
1,25,2513,2,128,250046,1,2,2030,50,3,,50,1982,,9,2010,5,2011,1,6,,20,2,
1,25,2513,2,128,250047,1,1,1040,1,4,,70,2005,,4,2010,8,2010,2,,,12,2,
1,25,2513,2,128,250049,1,1,1070,2,4,,60,2008,60,5,2010,8,2010,2,,,15,2,
1,26,2606,1,516,260002,1,1,,10,3,,10,2005,,,,12,2010,2,,,,,
1,26,2606,1,516,260002,2,2,,15,3,,15,2007,,,,12,2010,2,,,,,
1,26,2606,1,516,260002,3,3,,50,3,,50,2006,,,,12,2010,2,,,,,
1,26,2615,2,2178,260067,1,1,1070,120.319999694824,3,,4,,,8,2010,9,2010,2,,,,,
1,26,2615,2,2178,260067,2,1,1080,30.1599998474121,3,,2,,,7,2010,9,2010,2,,,,,
1,26,2615,2,2178,260067,2,2,1060,90.2399978637695,3,,3,,,7,2010,7,2010,2,,,,,
1,26,2605,2,594,260093,2,2,1070,5,3,,3,,,,,,,2,,,,,
1,26,2605,2,594,260097,1,1,1120,4,3,,4,,,,,,,2,,,0,,
1,26,2605,2,594,260098,1,1,1070,4,2,,4,,,,,,,2,,,0,,
1,26,2613,2,2248,260126,1,1,1070,982.049987792969,7,,25,1984,,4,2010,7,2010,2,,,700,1,
1,26,2613,2,2248,260130,1,1,1070,2356.02001953125,7,,11,1990,0,4,2010,,,1,5,,300,1,
1,26,2608,2,820,260138,1,1,1110,3.5,5,,8,1995,,,,,,2,,,,,
1,26,2608,2,820,260140,1,1,1110,15,5,,999,1985,,5,2010,7,2010,2,,,10,4,
1,26,2601,2,822,260146,1,1,1090,1,5,,2,1990,2,,,,,2,,,,,
1,26,2613,2,1462,260151,1,1,1010,30,3,,30,1999,,,,,,2,,,,,
1,26,2625,2,926,260175,1,1,1100,3,3,,5,2000,,,,,,2,,,,,
1,26,2625,2,926,260176,1,1,1100,5,3,,5,2000,,,,,,2,,,,,
6,27,2715,2,752,270030,2,1,3040,2,5,,999,1993,50,11,2009,,,1,1,,25,1,
6,27,2715,2,752,270030,2,2,3110,1,5,,999,1993,25,11,2009,,,1,1,,0,,
6,27,2719,2,100,270082,1,1,3040,1000,3,,100,1956,0,5,2010,9,2010,1,2,,80,1,
6,27,2719,2,100,270086,4,1,3040,2500,3,,250,1960,0,5,2010,12,2010,1,2,,60,1,
6,27,2719,2,100,270086,4,2,3110,1000,3,,100,1960,0,1,2010,9,2010,1,2,,50,1,
6,27,2719,2,100,270086,4,3,3180,500,3,,500,1960,0,12,2009,2,2010,2,,,200,1,
6,27,2719,2,100,270087,1,1,3040,1500,3,,150,1950,10,4,2009,8,2009,2,,,60,1,
6,27,2719,2,100,270089,1,1,2160,4,4,,600,1940,5,8,2009,10,2009,1,1,,50,1,
6,27,2719,2,100,270090,1,1,3040,350,3,,350,1940,0,8,2010,,,2,,,40,1,
6,28,2806,1,164,280020,1,1,3040,2000,3,,900,1987,200,4,2010,7,2010,1,4,,130,1,
6,28,2806,1,164,280020,1,2,3110,1000,3,,800,1989,50,4,2010,7,2010,2,,,100,1,
6,28,2816,1,2302,280021,1,1,3040,4000,3,,999,1993,,11,2009,1,2009,2,,,,,
6,28,2816,1,2302,280023,1,1,3040,1000,3,,100,1990,,9,2009,3,2010,2,,,150,1,
6,28,2816,1,2302,280023,1,2,3110,300,3,,100,1990,,9,2009,11,2010,2,,,0,1,
6,28,2816,1,2302,280023,1,3,3170,130,3,,300,1994,,5,2009,9,2010,2,,,60,1,
6,28,2816,1,2302,280024,1,1,3040,1500,3,,500,2002,,3,2010,5,2010,2,,,48000,1,
6,28,2816,1,2302,280026,1,1,1040,1000,3,,650,2002,40,4,2010,5,2010,2,,,200,1,
6,28,2816,1,2302,280027,1,1,3040,800,4,,999,1970,,12,2009,9,2010,2,,,,,
6,28,2816,1,2302,280028,1,1,3040,1500,3,,150,1995,,1,2009,2,2010,2,,,100,1,
6,28,2816,1,2302,280029,1,1,3040,1000,3,,100,1995,,8,2009,3,290,1,1,,0,,
6,28,2816,1,2302,280030,1,1,3040,5000,3,,300,1995,3000,8,2009,2,2010,1,2,,500,1,
6,28,2816,1,2302,280030,2,2,,2000,3,,200,2000,2000,8,2009,2,2010,2,,,,,
6,28,2811,2,588,280051,1,1,3040,3000,3,,300,1997,50,5,2010,10,2010,1,2,,350,1,
6,28,2811,2,588,280051,1,2,3110,1000,3,,100,1997,50,2,2010,10,2010,1,5,,158,1,
6,28,2811,2,588,280051,2,1,3110,1000,3,,100,1997,50,2,2010,10,2010,1,5,,170,1,
6,28,2811,2,588,280051,2,2,3040,3500,3,,350,1997,50,5,2010,10,2010,1,2,,200,1,
6,28,2811,2,588,280051,2,3,3170,40,3,,40,1997,0,2,2010,4,2010,2,,,10,4,
6,28,2811,2,588,280052,2,1,3040,1000,3,,100,1982,100,2,2010,9,2010,1,2,,750,1,
6,28,2811,2,588,280052,2,2,3110,5500,3,,550,1982,50,3,2010,9,2010,1,2,,600,1,
6,28,2811,2,588,280053,1,1,3040,2,5,,999,12,600,8,2009,3,2010,1,2,,150,1,
6,28,2811,2,588,280053,1,2,3112,70,3,,70,12,,9,2009,5,2010,2,,,,,
6,28,2811,2,588,280053,1,3,3183,200,3,,200,12,,,,,,2,,,,,
6,28,2811,2,588,280054,1,1,3040,2500,3,,250,2000,500,8,2009,3,2010,1,1,,750,1,
6,28,2811,2,588,280054,3,1,3040,400,3,,400,2000,100,8,2009,3,2010,1,1,,750,1,
6,28,2811,2,588,280055,1,2,3110,150,3,,,1975,,7,2010,12,2010,2,,,2,4,
6,28,2811,2,588,280055,1,3,3180,200,3,,,1975,,4,2010,12,2010,2,,,0,,
6,28,2811,2,588,280055,2,1,1120,3000,1,,,2010,3000,8,2010,12,2010,2,,,0,,
6,28,2811,2,588,280055,2,2,2170,100,3,,,2010,,12,,11,2010,2,,,0,,
6,28,2811,2,588,280055,2,3,3170,50,3,,,1975,,,,12,2010,2,,,0,,
6,28,2811,2,588,280056,1,1,3040,2500,3,,950,1975,0,,,,,1,1,,0,,
6,28,2811,2,588,280056,1,2,3110,200,3,,200,1975,0,,,,,2,,,4,4,"BASKET"
6,28,2811,2,588,280056,1,3,3180,150,3,,150,1975,0,,,,,2,,,0,,
6,28,2811,2,588,280056,2,1,3040,1,5,,977,1977,0,,,,,2,,,0,,
6,28,2811,2,588,280056,2,2,3180,300,3,,300,1977,0,,,,,2,,,6,2,
6,28,2811,2,588,280056,2,3,1020,1000,3,,900,2010,1000,,,,,2,,,0,,
6,28,2811,2,588,280057,1,1,3040,700,3,,4,1995,50,2,2010,9,2010,1,2,,600,1,
6,28,2811,2,588,280057,1,2,3110,2000,3,,4,1995,0,2,2010,9,2010,1,2,,300,1,
6,28,2811,2,588,280060,1,1,3040,5000,3,,500,1990,0,2,2010,9,2010,1,2,,240,1,
6,28,2811,2,588,280060,1,2,3110,1500,3,,150,1990,0,2,2010,9,2010,2,,,95,1,
6,28,2811,2,588,280060,2,1,1120,2500,3,,250,1995,0,2,2010,9,2010,1,2,,100,1,
6,28,2811,2,588,280060,2,2,1020,900,3,,900,1995,0,2,2010,9,2010,2,,,35,1,
6,28,2815,2,1164,280061,1,1,3040,3500,3,,350,1983,0,3,2010,9,2010,1,2,,500,1,
6,28,2815,2,1164,280061,1,2,3110,1500,3,,150,1983,0,4,2010,9,2010,1,2,,200,1,
6,28,2815,2,1164,280061,3,1,3040,3450,3,,345,1983,0,3,2010,9,2010,1,2,,250,1,
6,28,2815,2,1164,280066,1,1,3040,10,5,,999,1970,0,1,2009,12,2009,1,5,,1800,1,
6,28,2815,2,1164,280067,1,1,3040,3000,3,,300,1974,,,,,,2,,,,,
6,28,2815,2,1164,280067,1,2,3110,100,3,,100,1974,,7,2010,12,2010,2,,,3,,
6,28,2815,2,1164,280067,1,3,3180,50,3,,50,1974,,8,2010,12,2010,2,,,5,,
6,28,2815,2,1164,280067,1,4,3220,3,3,,3,1975,,,,,,2,,,,,
6,28,2815,2,1164,280067,1,5,3170,5,3,,5,1975,,,,,,2,,,,,
6,28,2815,2,1164,280067,1,6,3150,2,3,,2,1976,,,,,,2,,,,,
6,28,2815,2,1164,280070,1,1,3040,100,3,,999,1970,10,,,,,2,,,0,,
6,28,2816,2,3944,280071,1,1,3040,3000,3,,300,1980,,8,2009,12,2009,1,5,,0,,
6,28,2816,2,3944,280071,1,2,3110,100,3,,100,1980,,6,2009,12,2009,1,5,,0,,
6,28,2816,2,3944,280072,1,1,3040,4000,3,,999,1980,,12,2010,,,1,5,,0,,
6,28,2816,2,3944,280072,1,2,3110,200,3,,999,1980,,3,2010,12,2010,1,5,,0,,
6,28,2816,2,3944,280072,1,3,3180,150,3,,999,1980,,12,2010,,,2,,,0,,
6,28,2816,2,3944,280072,2,1,3040,3000,3,,999,1980,,12,2010,,,1,5,,0,,
6,28,2816,2,3944,280072,2,2,3110,150,3,,999,1980,,12,2010,12,2010,1,5,,0,,
6,28,2816,2,3944,280072,2,3,3180,100,3,,999,1980,,12,2010,,,2,,,0,,
6,28,2816,2,3944,280073,1,1,3040,2000,3,,200,1961,,,,,,,,,,,
6,28,2816,2,3944,280073,1,2,3110,150,3,,150,1961,,4,2010,11,2010,2,,,4,4,"BASKET"
6,28,2816,2,3944,280073,1,3,3183,200,3,,200,1963,,7,2010,12,2010,2,,,10,3,
6,28,2816,2,3944,280074,1,1,3040,6000,3,,600,1980,,8,2009,12,2009,1,5,,0,,
6,28,2816,2,3944,280075,1,1,3040,4000,5,,300,1980,,8,2010,,,2,,,50,3,
6,28,2816,2,3944,280075,1,2,3111,4000,3,,400,1980,,,,,,2,,,,,
6,28,2816,2,3944,280076,1,1,3040,1,5,,999,15,,8,2009,4,2010,1,6,,0,,
6,28,2816,2,3944,280079,1,1,3040,950,3,,999,1940,,,,,,2,,,0,,
6,28,2816,2,3944,280080,1,1,3040,1500,3,,150,1930,0,10,2009,2,2009,2,,,0,,
6,28,2816,2,3944,280080,1,2,3110,50,3,,50,1930,0,9,2010,,2009,2,,,0,,
6,28,2814,1,1876,280084,1,1,3181,18,5,,999,1980,,2,2010,9,2010,1,5,,130,2,
6,28,2814,1,1876,280086,1,1,3180,2.5,5,,999,1995,,1,2010,9,2010,2,,,250,4,"LITRES"
6,28,2814,1,1876,280086,1,2,3180,11,5,,999,1998,,1,2010,9,2010,2,,,300,4,"LITRES"
6,28,2814,1,1876,280086,2,1,3180,15,5,,999,1998,20,1,2010,9,2010,2,,,200,4,"LITRES"
6,28,2814,1,1876,280086,2,2,3180,1.5,5,,999,2006,,,,,,2,,,250,4,"LITRES"
6,28,2813,2,612,280111,1,2,3040,25,5,,999,1970,0,9,2010,2,2011,2,,,5,1,
6,28,2813,2,612,280111,1,3,2170,200,3,,200,200,1970,9,2010,12,2011,1,,,,,
6,28,2813,2,612,280112,1,1,3110,400,3,,400,1965,0,9,2010,2,2011,2,,,,4,"BASKET"
6,28,2813,2,612,280112,1,2,3180,100,3,,100,1965,0,,,,,2,,,,,
6,28,2813,2,612,280113,1,1,3040,3040,5,,999,2005,999,9,2010,,,2,,,,,
6,28,2813,2,612,280115,2,1,3040,4,5,,,1995,,9,2010,2,2011,2,,,0,,
6,28,2813,2,612,280115,2,2,3110,100,3,,,1995,100,9,2010,12,2011,2,,,0,,
