"zone","state","lga","sector","ea","hhid","item_cd","s11jq1","s11jq2a","s11jq2b","s11jq3a","s11jq3b","s11jq4"
2,8,807,2,2396,80126,3,1,2800,0,"N3",,2
2,8,807,2,2396,80127,2,1,20000,,"N5",,
2,8,807,2,2396,80127,3,1,55000,,"N5",,2
2,8,807,2,2396,80129,2,1,3000,,"N4",,2
2,8,807,2,2396,80129,3,1,3000,,"N4",,2
2,8,807,2,1438,80132,2,1,1200,,"N2",,2
2,8,807,2,1438,80132,3,1,2400,,"N2",,2
2,8,807,2,1438,80132,7,1,300,,"N3",,2
2,8,807,2,1438,80136,3,1,200,0,"N3",,2
2,8,807,2,1438,80137,2,1,3200,,"N5",,
2,8,807,2,1438,80137,3,1,500,,"N6",,
2,8,807,2,1438,80138,2,1,19000,,"N5",,2
2,8,807,2,1438,80138,3,1,8000,,"N3","N4",2
2,8,807,2,1438,80139,2,1,30000,,"N3",,2
2,8,807,2,1438,80139,3,1,6500,,"N1",,2
2,8,807,2,1438,80140,1,1,2000,,,,
2,8,807,2,1438,80140,2,1,8000,,,,
2,8,807,2,1438,80140,3,1,2000,,,,
2,8,807,2,1438,80140,6,1,3000,,,,
2,8,820,2,1030,80141,3,1,1400,,"N2",,2
2,8,820,2,1030,80143,2,1,100,,,,2
2,8,820,2,1030,80143,6,1,100,,"N1",,2
2,8,824,2,768,80151,1,1,,6000,"N2",,2
2,8,817,1,2476,80167,2,1,50000,,"N2",,2
2,8,823,2,548,80172,5,1,300,200,"N1",,2
2,8,823,2,548,80178,1,1,1600,,"N4",,2
2,8,823,2,548,80178,2,1,10000,,"N3",,2
2,8,823,2,548,80178,6,1,1000,,"N2",,2
2,8,823,2,548,80179,3,1,2000,0,"N5",,2
2,8,823,2,548,80180,3,1,150,,"N4",,2
2,8,809,2,1748,80181,5,1,2700,,"N2",,2
2,8,809,2,1748,80182,2,1,3000,300,"N1",,2
2,8,826,2,926,80193,2,1,15000,2000,"N1",,2
2,8,826,2,926,80193,3,1,1500,,"N1",,2
2,8,826,2,926,80193,6,1,100,200,"N1",,2
2,8,826,2,926,80195,2,1,1000,,"N1",,2
2,8,826,2,926,80195,3,1,2800,,"N1",,2
2,8,826,2,926,80195,5,1,0,2000,"N2",,2
2,8,826,2,926,80198,2,1,20000,,"N4",,2
2,8,826,2,926,80199,2,1,600,,"N1",,2
2,8,826,2,926,80199,3,1,800,,"N2",,2
2,8,826,2,926,80200,2,1,4500,,"N1",,2
2,8,826,2,926,80200,3,1,1300,,"N3",,2
2,8,815,2,362,80203,3,1,500,,,,
2,8,815,2,362,80203,6,1,50,,"N3",,2
5,9,908,1,278,90010,2,1,1000,0,"N3",,2
5,9,918,2,834,90092,3,1,5000,,"N4",,2
5,10,1014,2,80,100008,1,1,150,,"N6",,1
5,10,1014,2,80,100008,2,1,1000,,"N5",,2
5,10,1014,2,80,100008,9,1,500,,"N5",,2
5,10,1001,2,172,100015,3,1,1500,,"N5",,2
5,10,1005,2,1374,100083,2,1,300,,"N3",,2
5,10,1018,1,634,100115,3,1,3000,0,"N1",,2
4,11,1108,2,492,110059,1,1,360000,,,,
4,11,1108,2,492,110059,2,1,840000,,,,
4,11,1108,2,492,110059,3,1,2500,,,,
4,11,1108,2,492,110059,4,1,240000,,,,
4,11,1108,2,492,110059,6,1,120000,,,,
5,12,1211,1,2856,120007,2,1,1000,,"N1",,2
5,12,1208,2,526,120045,2,1,1700,750,"N3","N4",2
5,12,1208,2,526,120046,3,1,500,,"N3",,1
5,12,1208,2,526,120047,2,1,2700,,"N1",,2
5,12,1208,2,526,120049,3,1,1500,,"N3",,2
5,12,1216,2,618,120052,2,1,600,200,"N2","N3",2
5,12,1216,2,618,120058,2,1,1500,300,"N3","N4",2
5,12,1210,2,462,120064,2,1,,300,"N1",,2
5,12,1210,2,462,120066,2,1,,200,"N1",,2
5,12,1210,2,462,120068,2,1,100,,"N2",,2
5,12,1204,2,736,120080,9,1,1000,,"N2",,2
6,13,1307,1,268,130025,3,1,700,,"N3",,2
6,13,1305,1,1232,130046,2,1,1200,,"N1",,2
6,13,1309,2,674,130051,2,1,2000,,"N3",,2
6,13,1309,2,674,130057,2,1,1600,,"N2",,2
6,13,1309,2,674,130058,2,1,,200,"N2",,2
6,13,1305,2,10,130064,2,1,400,,"N3",,2
4,14,1401,2,1116,140001,1,1,3000,0,"N3","N4",2
4,14,1407,2,68,140019,1,1,20000,4000,,,2
4,14,1408,2,1996,140021,1,1,4000,0,"N1",,2
4,14,1415,2,952,140043,1,1,5250,,"N15",,2
4,14,1415,2,952,140044,2,1,120000,0,"N6","N5",2
4,14,1415,2,952,140044,3,1,30000,0,"N3",,2
4,14,1415,2,952,140044,5,1,2000,0,"N5",,2
4,14,1415,2,952,140044,6,1,2000,0,"N5",,2
4,14,1406,2,694,140064,1,1,4000,2000,"N1",,2
4,14,1413,2,670,140075,2,1,13200,0,"N2","N3",2
4,14,1413,2,670,140075,3,1,6000,0,"N2","N3",2
4,14,1413,2,670,140075,6,1,3600,0,"N4",,2
4,14,1413,2,670,140079,1,1,3000,1000,,,2
4,14,1410,2,236,140085,1,1,1200,,,,2
4,14,1408,2,968,140108,3,1,500,0,"N1","N2",2
4,14,1411,2,1066,140120,1,1,5000,0,"N1","N3",2
2,15,1506,1,398,150001,6,1,1500,,"N5",,2
2,15,1506,1,398,150002,2,1,2000,,"N2",,2
2,15,1506,1,398,150002,4,1,2000,,"N4",,2
2,15,1506,1,398,150002,7,1,1500,,"N1",,2
2,15,1506,1,398,150002,8,1,500,,"N1",,2
2,15,1508,2,1682,150011,8,1,10000,,"N3",,2
2,15,1508,2,1682,150012,2,1,10000,,"N1",,2
2,15,1508,2,1682,150012,3,1,30000,,"N5",,2
2,15,1508,2,1682,150012,6,1,1500,,"N5",,2
2,15,1508,2,1682,150013,2,1,1500,,,,2
2,15,1508,2,1682,150013,3,1,3000,,"N3","N4",2
2,15,1508,2,1682,150013,7,1,4000,,,,2
2,15,1508,2,1682,150014,2,1,1000,,"N2",,2
2,15,1508,2,1682,150014,7,1,200,,"N2",,2
2,15,1508,2,1682,150015,2,1,7000,,"N4",,2
2,15,1508,2,1682,150015,3,1,3000,,"N7",,2
2,15,1508,2,1682,150015,6,1,1500,,"N6",,2
2,15,1508,2,1682,150017,2,1,250,,"N4",,1
2,15,1508,2,1682,150017,3,1,300,,"N4",,1
2,15,1508,2,1682,150017,6,1,150,,"N4",,1
2,15,1508,2,1682,150018,2,1,3000,,"N1",,2
2,15,1508,2,1682,150018,3,1,150,,"N3",,2
2,15,1508,2,1682,150018,6,1,300,,"N1",,2
2,15,1508,2,1682,150018,7,1,400,,"N1",,2
2,15,1511,2,1938,150021,2,1,30000,,,,2
2,15,1511,2,1938,150021,3,1,15000,,,,2
2,15,1511,2,1938,150022,2,1,5000,,"N1",,2
2,15,1511,2,1938,150022,3,1,4000,,"N3",,2
2,15,1511,2,1938,150022,6,1,1000,,"N1",,2
2,15,1511,2,1938,150022,7,1,5000,,"N1",,2
2,15,1511,2,1938,150027,2,1,3000,,"N1",,2
2,15,1511,2,1938,150027,3,1,1500,,"N3",,2
2,15,1511,2,1938,150027,6,1,500,,"N1",,2
2,15,1511,2,1938,150027,7,1,200,,"N1",,2
2,15,1511,2,1938,150029,2,1,2000,,"N2",,2
2,15,1511,2,1938,150029,6,1,200,,"N2",,2
2,15,1502,2,590,150038,3,1,20000,,"N2",,2
2,15,1502,2,590,150038,5,1,12000,,"N1",,2
2,15,1502,2,590,150038,6,1,5000,,"N1",,2
2,15,1502,2,590,150038,7,1,25000,,"N1",,2
2,15,1502,2,590,150039,2,1,3500,,"N1",,2
2,15,1502,2,590,150039,3,1,2600,,"N2",,2
2,15,1502,2,590,150040,2,1,3000,,"N1",,2
2,15,1502,2,590,150040,3,1,1500,,"N3",,2
2,15,1502,2,590,150040,6,1,500,,"N1",,2
2,15,1510,2,616,150043,2,1,20000,,"N1",,2
2,15,1510,2,616,150043,3,1,3000,,"N3",,2
2,15,1510,2,616,150043,6,1,500,,"N1",,2
2,15,1510,2,616,150043,7,1,3000,,"N1",,2
2,15,1510,2,616,150044,2,1,7000,,"N1",,2
2,15,1510,2,616,150044,3,1,3000,,"N2",,2
2,15,1510,2,616,150044,6,1,1000,,"N1",,2
2,15,1510,2,616,150044,7,1,2000,,"N1",,2
2,15,1510,2,616,150047,2,1,5000,,"N1",,2
2,15,1510,2,616,150047,3,1,5000,,"N2",,
2,15,1510,2,616,150047,6,1,1000,,"N1",,
2,15,1510,2,616,150047,7,1,2500,,"N1",,
2,15,1510,2,616,150049,2,1,4000,,"N4",,2
2,15,1507,2,458,150051,2,1,3000,,"N2",,2
2,15,1507,2,458,150051,3,1,4000,,"N2",,2
2,15,1507,2,458,150052,2,1,3000,,"N1",,2
2,15,1507,2,458,150052,3,1,40000,,"N5",,2
2,15,1507,2,458,150052,5,1,2000,,"N3",,2
2,15,1507,2,458,150052,6,1,500,,"N1",,2
2,15,1507,2,458,150054,2,1,1800,,"N1",,2
2,15,1507,2,458,150054,3,1,1200,,"N3",,2
2,15,1507,2,458,150058,2,1,4000,,"N3",,2
2,15,1507,2,458,150058,3,1,2500,,"N3",,2
2,15,1503,2,634,150064,2,1,3000,,"N1",,2
2,15,1503,2,634,150064,3,1,250,,"N1",,2
2,15,1503,2,634,150064,6,1,300,,"N1",,2
2,15,1503,2,634,150064,7,1,500,,"N1",,2
2,15,1503,2,634,150069,2,1,4000,0,"N4",,2
2,15,1506,1,148,150077,1,1,3000,,"N1",,2
2,15,1506,1,148,150077,2,1,50000,,"N1",,2
2,15,1506,1,148,150077,3,1,25000,,"N2",,2
2,15,1506,1,148,150077,4,1,10000,,"N2",,2
2,15,1506,1,148,150077,5,1,5000,,"N2",,2
2,15,1506,1,148,150077,6,1,4000,,"N2",,2
2,15,1506,1,148,150077,7,1,1000,,"N1",,2
2,15,1506,1,148,150078,2,1,5000,,"N1",,2
2,15,1506,1,148,150078,3,1,2500,,"N3",,2
2,15,1506,1,148,150078,6,1,1000,,"N1",,2
2,15,1506,1,148,150078,7,1,500,,"N1",,2
4,16,1626,2,1546,160008,2,1,4500,,"N2",,2
4,16,1626,2,1546,160008,6,1,1000,,,,2
4,16,1613,2,440,160051,9,1,60,,"N1",,2
4,16,1616,2,296,160061,2,1,125000,0,"N3",,
4,16,1616,2,296,160061,3,1,25000,0,"N3",,
4,16,1616,2,296,160061,5,1,20000,0,"N4",,
4,16,1616,2,296,160061,6,1,15000,0,"N4",,
4,16,1620,2,106,160077,2,1,3000,,"N1",,2
4,16,1620,2,106,160078,2,1,3800,,"N1",,2
4,16,1620,2,106,160078,3,1,2050,,"N2",,2
4,16,1620,2,106,160078,6,1,4000,,"N1",,2
4,16,1601,2,954,160092,2,1,10600,,"N1",,2
4,16,1601,2,954,160092,3,1,73000,,"N4",,
4,16,1601,2,954,160092,6,1,10000,,"N5",,2
4,16,1610,2,1006,160114,2,1,1500,,"N3",,2
4,16,1610,2,1006,160114,6,1,400,,"N3",,2
4,16,1624,1,286,160132,2,1,600,,"N1",,2
4,16,1612,2,108,160186,2,1,56000,,"N5",,2
4,16,1612,2,108,160186,3,1,28000,,"N6",,2
3,17,1706,2,284,170001,2,1,20000,0,"N1",,2
3,17,1706,2,284,170006,2,1,5000,0,"N1",,2
3,17,1706,2,284,170006,6,1,200,0,"N1",,2
3,17,1706,2,284,170007,2,1,40000,0,"N4",,2
3,17,1706,2,284,170007,3,1,3000,0,"N5",,2
3,17,1706,2,284,170007,6,1,100,0,"N6",,2
3,17,1706,2,284,170008,2,1,3000,0,"N3",,2
3,17,1706,2,284,170008,3,1,12000,0,"N2",,2
3,17,1706,2,284,170008,6,1,200,0,"N4",,2
3,17,1706,2,284,170009,6,1,100,0,"N2",,2
3,17,1706,2,284,170009,7,1,200,0,"N2",,2
3,17,1719,2,1354,170011,2,1,0,0,"N2",,2
3,17,1719,2,1354,170011,3,1,0,0,"N3",,2
3,17,1719,2,1354,170012,2,1,6000,0,"N3",,2
3,17,1719,2,1354,170015,2,1,2000,0,"N4",,2
3,17,1719,2,1354,170015,6,1,4000,0,"N4",,2
3,17,1719,2,1354,170015,7,1,100,0,"N4",,2
3,17,1719,2,1354,170018,2,1,5000,0,"N4",,2
3,17,1719,2,1354,170018,3,1,3000,0,"N5",,2
3,17,1719,2,1354,170019,2,1,2000,0,"N2",,2
3,17,1704,2,1080,170026,2,1,3000,0,"N1",,2
3,17,1704,2,1080,170028,2,1,1000,300,"N3",,1
3,17,1704,1,2074,170037,2,1,800,0,"N1",,2
3,17,1704,1,2074,170038,3,1,150,0,"N3",,2
3,17,1722,2,96,170041,2,1,4000,0,"N4",,2
3,17,1722,2,96,170041,3,1,0,500,"N4",,2
3,17,1722,2,96,170042,2,1,6000,0,"N2",,1
3,17,1722,2,96,170043,3,1,0,0,"N2",,2
3,17,1715,2,2244,170051,2,1,6000,0,"N4",,2
3,17,1715,2,2244,170053,3,1,500,0,"N5",,2
3,17,1715,2,2244,170054,4,1,600,0,"N5",,2
3,17,1715,2,2244,170059,3,1,120,0,"N4",,2
3,17,1715,2,2244,170060,2,1,20000,0,"N4",,2
3,17,1715,2,2244,170060,6,1,5000,0,"N5",,2
3,17,1710,2,546,170061,3,1,4000,0,"N3",,2
3,17,1710,2,546,170062,2,1,15000,0,"N4","N5",2
3,17,1710,2,546,170065,2,1,6000,0,"N4",,2
3,17,1710,2,546,170068,2,1,5000,0,"N4",,2
3,17,1710,2,546,170070,2,1,5000,0,"N5","N6",2
3,17,1713,1,226,170079,2,1,6000,0,"N3",,2
3,17,1716,2,1452,170081,3,1,600,0,"N2",,2
3,17,1716,2,1452,170084,2,1,4000,0,"N2",,2
3,17,1716,2,1452,170085,2,1,15000,0,"N3",,2
3,17,1716,2,1452,170085,6,1,3000,0,"N4",,2
3,17,1716,2,1452,170087,2,1,5000,0,"N2",,2
3,17,1716,2,1452,170087,3,1,540,0,"N4",,2
3,17,1716,2,1452,170090,2,1,10000,0,"N4",,2
3,17,1716,2,1452,170090,6,1,600,0,"N5",,2
3,17,1702,2,510,170091,2,1,10000,0,"N1",,2
3,17,1702,2,510,170091,3,1,1800,0,"N2",,2
3,17,1702,2,510,170094,2,1,2500,0,"N1",,2
3,17,1702,2,510,170095,2,1,1500,0,"N2",,2
3,17,1702,2,510,170097,2,1,25000,0,"N3",,2
3,17,1702,2,510,170098,2,1,15000,0,"N1",,2
3,17,1702,2,510,170100,2,1,8000,0,"N1",,2
3,17,1702,2,510,170100,3,1,800,0,"N1",,2
3,17,1727,2,634,170101,2,1,1000,0,"N2",,2
3,17,1727,2,634,170103,2,1,2000,0,"N4",,2
3,17,1727,2,634,170103,3,1,300,0,"N3",,2
3,17,1727,2,634,170104,2,1,15000,0,"N4",,2
3,17,1727,2,634,170106,2,1,10000,0,"N1",,2
3,17,1727,2,634,170106,3,1,5000,0,"N2",,2
3,17,1727,2,634,170107,2,1,10000,0,"N4",,2
3,17,1727,2,634,170108,2,1,20000,0,"N5",,2
3,17,1727,2,634,170109,2,1,10000,0,"N1",,2
3,17,1727,2,634,170109,3,1,5000,0,"N1",,2
3,17,1727,2,634,170110,2,1,12000,0,"N2",,2
3,17,1712,2,794,170111,2,1,20000,0,"N4",,1
3,17,1712,2,794,170112,2,1,9000,0,"N7",,2
3,17,1712,2,794,170112,6,1,1000,0,"N8",,2
3,17,1712,2,794,170113,2,1,12000,0,"N1",,2
3,17,1712,2,794,170113,3,1,3000,0,"N5",,2
3,17,1712,2,794,170115,2,1,600,0,"N3",,2
3,17,1712,2,794,170116,2,1,7000,0,"N3",,2
3,17,1712,2,794,170117,2,1,2000,0,"N1",,2
3,17,1712,2,794,170118,1,1,10000,0,"N4","N5",2
3,17,1712,2,794,170119,2,1,15000,0,"N1",,2
3,17,1712,2,794,170119,3,1,1500,0,"N1",,2
3,17,1712,2,794,170119,6,1,3000,0,"N1",,2
3,17,1712,2,794,170120,2,1,20000,0,"N4",,2
3,17,1712,2,794,170120,3,1,500,0,"N4",,2
3,17,1712,2,794,170120,6,1,2000,0,"N5",,2
3,17,1724,2,786,170121,2,1,12000,0,"N2",,2
3,17,1724,2,786,170121,6,1,200,0,"N2",,2
3,17,1724,2,786,170124,2,1,8000,0,"N2",,2
3,17,1724,2,786,170125,2,1,50000,0,"N2",,2
3,17,1724,2,786,170125,6,1,10000,0,"N3",,2
3,17,1724,2,786,170127,2,1,10000,0,"N6",,2
3,17,1724,2,786,170127,6,1,2000,0,"N7",,2
3,17,1724,2,786,170128,2,1,5000,0,"N4",,2
3,17,1724,2,786,170130,2,1,3000,0,"N3",,2
3,18,1803,2,840,180031,2,1,40,,"N2",,2
3,18,1803,2,840,180031,3,1,140,,"N2",,2
3,18,1803,2,840,180032,3,1,800,200,"N5",,1
3,18,1803,2,840,180037,1,1,,2000,"N3",,2
3,18,1803,2,840,180037,2,1,,200,"N3",,2
3,18,1803,2,840,180037,6,1,,1500,"N3",,2
3,18,1803,2,840,180038,3,1,2500,,"N5",,2
3,18,1803,2,840,180038,7,1,5000,,"N4",,2
3,18,1816,1,378,180048,3,1,100,,"N6",,2
3,18,1816,1,378,180049,1,1,12800,4000,"N1",,2
3,18,1816,1,378,180049,2,1,,300,"N1",,2
3,18,1816,1,378,180049,4,1,4000,,"N3","N2",2
3,18,1805,2,534,180052,2,1,300,,"N3",,1
3,18,1805,2,534,180052,3,1,150,50,"N3",,1
3,18,1805,2,534,180054,2,1,5000,500,"N3",,2
3,18,1805,2,534,180056,7,1,400,0,"N2",,2
3,18,1808,2,1726,180076,1,1,15550,,"N5","N6",2
3,18,1808,2,1726,180077,3,1,400,0,"N2",,2
3,18,1822,2,1654,180102,2,1,750,,"N3",,2
3,18,1822,2,1654,180102,3,1,200,,"N4",,2
3,18,1822,2,1654,180102,6,1,100,,"N3",,2
3,18,1822,2,1654,180110,2,1,400,,"N4",,2
3,18,1822,2,1654,180110,3,1,,500,"N2",,2
3,18,1822,2,1654,180110,6,1,9440,,"N4",,2
3,18,1814,2,678,180111,2,1,3700,,"N3",,2
3,18,1814,2,678,180111,3,1,6200,,"N4",,2
3,18,1814,2,678,180112,2,1,2000,0,"N1",,1
3,18,1814,2,678,180112,3,1,2500,0,"N1",,1
3,18,1814,2,678,180112,7,1,600,0,"N1",,2
3,18,1814,2,678,180113,2,1,1500,0,"N2",,2
3,18,1814,2,678,180113,3,1,900,0,"N2",,2
3,18,1814,2,678,180113,4,1,0,20000,"N3",,2
3,18,1814,2,678,180113,5,1,0,10000,"N3",,2
3,18,1814,2,678,180114,2,1,10000,,"N1",,2
3,18,1814,2,678,180114,3,1,5000,,"N1",,2
3,18,1814,2,678,180115,2,1,4000,,"N1",,2
3,18,1814,2,678,180115,3,1,6000,,"N2",,2
3,18,1814,2,678,180116,2,1,11000,,"N1",,2
3,18,1814,2,678,180117,3,1,800,0,"N1",,2
3,18,1814,2,678,180117,7,1,2000,0,"N1",,1
3,18,1814,2,678,180118,2,1,1000,,"N1",,1
3,18,1814,2,678,180118,3,1,2000,,"N1",,1
3,18,1814,2,678,180119,2,1,20000,,"N4",,2
3,18,1814,2,678,180119,3,1,16000,,"N4",,2
3,19,1943,2,668,190021,2,1,10000,,"N3",,1
3,19,1943,2,668,190023,2,1,30,0,"N1",,2
3,19,1943,2,668,190024,2,1,1200,0,"N1",,2
3,19,1943,2,668,190024,6,1,5000,0,"N1",,2
3,19,1943,2,668,190025,2,1,1000,0,"N5",,2
3,19,1943,2,668,190025,6,1,400,0,"N4",,2
3,19,1943,2,668,190026,2,1,300,0,"N5",,2
3,19,1943,2,668,190026,6,1,200,0,"N4",,2
3,19,1943,2,668,190027,2,1,1000,,"N5",,2
3,19,1943,2,668,190027,6,1,1500,,"N4",,2
3,19,1943,2,668,190028,1,1,300,300,,,2
3,19,1943,2,668,190028,2,1,4000,4000,,,2
3,19,1943,2,668,190029,2,1,1300,,"N5",,1
3,19,1943,2,668,190029,6,1,600,,"N4",,1
3,19,1943,2,668,190030,2,1,500,0,"N1",,2
3,19,1916,2,1516,190031,2,1,12000,,"N3",,2
3,19,1916,2,1516,190032,2,1,6000,3000,"N4",,2
3,19,1916,2,1516,190033,2,1,10000,0,"N2","N6",2
3,19,1916,2,1516,190033,6,1,600,0,"N7","N8",2
3,19,1916,2,1516,190034,2,1,3000,5000,"N2",,2
3,19,1916,2,1516,190035,2,1,100,,"N4",,2
3,19,1916,2,1516,190036,2,1,10000,5000,"N3",,2
3,19,1916,2,1516,190037,2,1,12000,0,"N1","N5",1
3,19,1916,2,1516,190037,6,1,800,0,"N6","N7",1
3,19,1916,2,1516,190038,2,1,4000,0,"N1","N5",2
3,19,1916,2,1516,190038,6,1,700,0,"N6","N7",2
3,19,1916,2,1516,190039,2,1,3000,0,"N1",,2
3,19,1916,2,1516,190039,6,1,650,0,"N6",,2
3,19,1916,2,1516,190040,1,1,10000,0,"N1","N5",
3,19,1916,2,1516,190040,2,1,18000,0,"N1","N5",
3,19,1916,2,1516,190040,3,1,2000,0,"N1","N5",
3,19,1916,2,1516,190040,6,1,900,0,"N1","N7",
3,19,1901,2,640,190041,2,1,3000,0,"N2",,2
3,19,1901,2,640,190041,6,1,1200,0,"N3","N4",2
3,19,1901,2,640,190042,2,1,2000,0,"N2",,2
3,19,1901,2,640,190042,6,1,1000,0,"N3","N4",2
3,19,1901,2,640,190043,2,1,900,0,"N2",,2
3,19,1901,2,640,190043,6,1,500,0,"N3",,2
3,19,1901,2,640,190044,2,1,1000,0,"N3",,2
3,19,1901,2,640,190044,6,1,600,0,"N4",,2
3,19,1901,2,640,190045,1,1,4000,0,"N7",,2
3,19,1901,2,640,190045,2,1,,0,"N5",,2
3,19,1901,2,640,190045,6,1,1000,0,"N6",,2
3,19,1901,2,640,190046,1,1,500,0,"N7",,2
3,19,1901,2,640,190046,2,1,,0,"N5",,2
3,19,1901,2,640,190046,6,1,800,0,"N6",,2
3,19,1901,2,640,190047,2,1,10000,5000,"N2",,2
3,19,1901,2,640,190048,2,1,10000,3000,"N5",,2
3,19,1901,2,640,190049,2,1,7000,8000,"N1","N2",2
3,19,1901,2,640,190050,2,1,7000,2000,"N2",,2
3,19,1937,2,432,190051,2,1,4000,0,"N2",,2
3,19,1937,2,432,190051,6,1,700,0,"N4",,2
3,19,1937,2,432,190054,2,1,15000,,"N4",,2
3,19,1937,2,432,190059,2,1,2000,,"N1",,2
