"zone","state","lga","sector","ea","pid","sc1q3","sc1q4","sc1q5a","sc1q5b","sc1q6","sc1q7"
2,5,510,2,1516,4,2,,11,11,25,16
2,5,510,2,1516,5,1,,3,,27,26
2,5,513,2,348,1,1,,1,,38,31
2,5,513,2,348,2,1,,9,,25,51
2,5,513,2,348,3,1,,5,,25,26
2,5,513,2,348,4,1,,2,,30,26
2,5,513,2,348,5,1,,6,,31,26
2,5,514,2,710,1,1,,1,,57,26
2,5,514,2,710,2,1,,9,,57,51
2,5,514,2,710,3,1,,8,,50,16
2,5,514,2,710,4,2,,11,,60,16
2,5,514,2,710,5,1,,11,,37,16
2,5,514,1,2036,1,1,,1,,,0
2,5,514,1,2036,2,2,,2,,30,
2,5,514,1,2036,3,1,,9,,15,
2,5,514,1,2036,4,1,,9,,26,
2,5,514,1,2036,5,2,,7,,20,
2,5,515,2,18,1,1,,1,,36,0
2,5,515,2,18,2,1,,9,,15,51
2,5,515,2,18,3,2,,,,25,0
2,5,515,2,18,4,2,,2,,36,0
2,5,515,2,18,5,1,,,,26,51
2,5,516,2,942,1,1,,1,,54,51
2,5,516,2,942,2,1,,9,,64,51
2,5,516,2,942,3,1,,8,,60,51
2,5,516,2,942,4,1,,,,33,51
2,5,516,2,942,5,2,988,2,,43,51
2,5,518,2,1304,1,1,,1,,7,21
2,5,518,2,1304,2,1,,9,,30,51
2,5,518,2,1304,3,1,,3,,50,0
2,5,518,2,1304,4,1,,11,,27,16
2,5,518,2,1304,5,2,,11,,30,16
2,5,518,2,1588,1,1,,1,,,
2,5,518,2,1588,2,1,,9,,37,51
2,5,518,2,1588,3,1,,3,,67,51
2,5,518,2,1588,4,1,,6,,27,16
2,5,518,2,1588,5,1,,11,,40,26
2,5,520,2,1756,1,1,,1,,50,16
2,5,520,2,1756,2,1,,9,,55,51
2,5,520,2,1756,3,1,,8,,50,51
2,5,520,2,1756,4,2,,2,,25,0
2,5,520,2,1756,5,2,,,,20,0
2,8,802,2,1152,1,1,,1,,59,0
2,8,802,2,1152,2,2,,8,,42,0
2,8,802,2,1152,3,1,,9,,45,51
2,8,802,2,1152,4,1,,3,,52,23
2,8,802,2,1152,5,1,,11,,39,23
2,8,803,1,944,1,1,,1,,51,43
2,8,803,1,944,2,2,,7,,48,41
2,8,803,1,944,3,1,,9,,58,51
2,8,803,1,944,4,1,,3,,55,0
2,8,803,1,944,5,1,,8,,59,32
2,8,805,2,46,1,1,,1,,65,41
2,8,805,2,46,2,1,,9,,70,51
2,8,805,2,46,3,1,,7,,50,42
2,8,805,2,46,4,2,,8,,49,16
2,8,805,2,46,5,1,,3,,35,41
2,8,807,2,946,1,1,,1,,75,0
2,8,807,2,946,2,2,,2,,48,0
2,8,807,2,946,3,1,,9,,40,51
2,8,807,2,946,4,1,,4,,42,16
2,8,807,2,946,5,1,,7,,51,16
2,8,807,2,946,6,1,,8,,50,0
2,8,807,2,1438,1,1,,1,,72,0
2,8,807,2,1438,2,1,,8,,44,26
2,8,807,2,1438,3,2,,6,,68,0
2,8,807,2,1438,4,1,,7,,50,41
2,8,807,2,1438,5,1,,9,,42,51
2,8,807,2,2396,1,1,,1,,51,23
2,8,807,2,2396,2,2,,5,2,11,32
2,8,807,2,2396,3,1,,4,2,48,32
2,8,807,2,2396,4,1,,1,,50,0
2,8,807,2,2396,5,1,,1,,40,32
2,8,807,2,2396,6,1,,3,,35,13
2,8,809,2,1748,1,1,,1,,50,0
2,8,809,2,1748,2,2,,2,,38,0
2,8,809,2,1748,3,1,,1,,60,0
2,8,809,2,1748,4,1,,4,,42,0
2,8,809,2,1748,5,1,,9,,75,51
2,8,811,2,390,1,1,,1,,44,51
2,8,811,2,390,2,2,,2,,35,26
2,8,811,2,390,3,1,,1,8,36,23
2,8,811,2,390,4,1,,9,3,30,51
2,8,811,2,390,5,1,,9,3,34,51
2,8,811,2,390,6,1,,8,,30,26
2,8,811,1,1558,1,1,,1,,44,42
2,8,811,1,1558,2,2,,2,7,35,41
2,8,811,1,1558,3,1,,3,,54,41
2,8,811,1,1558,4,1,,3,,30,28
2,8,811,1,1558,5,1,,8,3,40,23
2,8,812,2,866,1,1,,1,,60,51
2,8,812,2,866,2,2,,2,,45,14
2,8,812,2,866,3,1,,3,,65,14
2,8,812,2,866,4,1,,3,,48,23
2,8,812,2,866,5,1,,1,3,80,14
2,8,812,2,866,6,1,,1,3,52,51
2,8,815,2,362,1,1,,1,,10,42
2,8,815,2,362,2,1,,8,,47,42
2,8,815,2,362,3,2,,7,,40,41
2,8,815,2,362,4,1,,3,,72,32
2,8,815,2,362,5,1,,7,,39,41
2,8,816,2,1270,1,1,,1,,50,51
2,8,816,2,1270,2,2,,7,,30,51
2,8,816,2,1270,3,1,,9,,65,51
2,8,816,2,1270,4,1,,9,,55,51
2,8,816,2,1270,5,1,,8,,32,51
2,8,816,2,1270,6,1,,9,,54,51
2,8,816,2,1270,7,1,,8,,56,51
2,8,816,2,1270,8,1,,9,,40,51
2,8,817,1,2476,1,1,,,1,45,26
2,8,817,1,2476,2,1,,,1,60,0
2,8,817,1,2476,3,2,,8,2,35,0
2,8,817,1,2476,4,1,,,8,20,32
2,8,817,1,2476,5,1,,,9,22,51
2,8,820,2,1030,1,1,,1,,55,51
2,8,820,2,1030,2,2,,2,,45,51
2,8,820,2,1030,3,1,,4,,35,31
2,8,820,2,1030,4,1,,3,,45,16
2,8,820,2,1030,5,1,,7,,16,23
2,8,820,2,1030,6,1,,1,,50,0
2,8,820,2,1030,7,1,,3,,60,0
2,8,821,1,1448,1,1,,1,,19,51
2,8,821,1,1448,2,2,,8,,30,0
2,8,821,1,1448,3,1,,5,,15,42
2,8,821,1,1448,4,1,,9,,32,51
2,8,821,1,1448,5,1,,2,,19,51
2,8,821,1,5062,1,1,,1,,47,51
2,8,821,1,5062,2,2,,2,,47,51
2,8,821,1,5062,3,1,,3,1,35,42
2,8,821,1,5062,4,1,,10,,20,51
2,8,821,1,5062,5,1,,3,,47,51
2,8,823,2,548,1,1,,1,,80,51
2,8,823,2,548,2,2,,2,,60,0
2,8,823,2,548,3,1,,3,,45,51
2,8,823,2,548,4,1,,6,,35,51
2,8,823,2,548,5,1,,6,,40,51
2,8,824,2,768,1,1,,1,,33,41
2,8,824,2,768,2,2,,8,,20,0
2,8,824,2,768,3,1,,1,,50,0
2,8,824,2,768,4,1,,4,,32,32
2,8,824,2,768,5,1,,7,,15,41
2,8,826,2,926,1,1,,,1,50,32
2,8,826,2,926,2,2,,,8,60,0
2,8,826,2,926,3,1,,,1,52,0
2,8,826,2,926,4,1,,,4,33,32
2,8,826,2,926,5,1,,,9,62,51
2,8,827,2,804,1,1,,1,,61,28
2,8,827,2,804,2,1,,11,,80,0
2,8,827,2,804,3,2,,2,,52,0
2,8,827,2,804,4,1,,9,,58,51
2,8,827,2,804,5,1,,8,,50,0
2,15,1502,2,590,1,1,,1,,86,0
2,15,1502,2,590,2,1,,3,,45,16
2,15,1502,2,590,3,1,,4,,46,41
2,15,1502,2,590,4,1,,5,,35,33
2,15,1502,2,590,5,1,,6,,34,23
2,15,1502,2,590,6,1,,3,,70,16
2,15,1502,2,590,7,1,,9,,37,51
2,15,1503,2,634,1,1,,1,,35,16
2,15,1503,2,634,2,1,,8,3,66,0
2,15,1503,2,634,3,1,,9,3,60,31
2,15,1503,2,634,4,1,,8,,38,16
2,15,1503,2,634,5,1,,8,,27,41
2,15,1506,1,148,1,1,,1,,71,16
2,15,1506,1,148,2,1,,3,,52,51
2,15,1506,1,148,3,1,,8,,15,51
2,15,1506,1,148,4,1,,3,,6,51
2,15,1506,1,148,5,1,,3,9,76,51
2,15,1506,1,398,1,1,,1,,38,51
2,15,1506,1,398,2,1,,5,,6,41
2,15,1506,1,398,3,1,,11,,20,26
2,15,1506,1,398,4,1,,8,,14,26
2,15,1506,1,398,5,1,,8,,6,23
2,15,1506,1,398,6,1,,7,,17,41
2,15,1507,2,458,1,1,,1,,44,32
2,15,1507,2,458,2,1,,3,9,60,32
2,15,1507,2,458,3,1,,3,,83,32
2,15,1507,2,458,4,1,,3,,60,0
2,15,1507,2,458,5,1,,11,,85,0
2,15,1507,2,458,6,1,,11,,70,0
2,15,1507,2,458,7,1,,8,,60,0
2,15,1507,2,458,8,1,,8,,32,34
2,15,1507,2,458,9,1,,3,,31,16
2,15,1508,2,1682,1,1,,1,,60,51
2,15,1508,2,1682,2,1,,1,,45,51
2,15,1508,2,1682,3,1,,9,,40,51
2,15,1508,2,1682,4,2,,11,,20,26
2,15,1508,2,1682,5,1,,11,,25,26
2,15,1508,2,1682,6,1,,5,,50,33
2,15,1508,2,1682,7,1,,3,,35,16
2,15,1510,2,616,1,1,,1,,48,42
2,15,1510,2,616,2,1,,8,3,38,16
2,15,1510,2,616,3,1,,3,,39,16
2,15,1510,2,616,4,1,,5,,47,31
2,15,1510,2,616,5,1,,6,,35,41
2,15,1510,2,616,6,1,,9,,51,51
2,15,1510,2,616,7,1,,11,,34,51
2,15,1510,2,616,8,1,,9,,50,16
2,15,1510,2,616,9,1,,3,,48,51
2,15,1511,2,1938,1,1,,1,,67,21
2,15,1511,2,1938,2,1,,3,,57,51
2,15,1511,2,1938,3,1,,8,,37,51
2,15,1511,2,1938,4,1,,3,7,40,26
2,15,1511,2,1938,5,1,,7,,30,41
2,15,1511,2,1938,6,1,,7,,37,51
2,15,1511,2,1938,7,1,,3,8,43,26
2,15,1511,2,1938,8,1,,11,,19,25
2,34,3401,2,526,1,1,,1,,28,51
2,34,3401,2,526,2,1,,9,,28,51
2,34,3401,2,526,3,1,,8,,28,51
2,34,3401,2,526,4,1,,6,,28,51
2,34,3401,2,526,5,1,,8,,28,51
2,34,3403,2,198,1,1,,1,,46,41
2,34,3403,2,198,2,1,,9,,24,41
2,34,3403,2,198,3,1,,4,,48,0
2,34,3403,2,198,4,1,,3,,38,41
2,34,3403,2,198,5,2,,7,,60,41
2,34,3403,2,198,6,2,,4,,28,42
2,34,3403,2,198,7,1,,3,,80,41
2,34,3403,2,198,8,2,,8,,35,41
2,34,3405,2,456,1,1,,1,,38,0
2,34,3405,2,456,2,1,,8,,38,0
2,34,3405,2,456,3,1,,1,,16,0
2,34,3405,2,456,4,1,,9,,10,41
2,34,3405,2,456,5,1,,8,,16,41
2,34,3405,2,1706,1,1,,1,,75,51
2,34,3405,2,1706,2,1,,9,,62,51
2,34,3405,2,1706,3,1,,8,,38,51
2,34,3405,2,1706,4,1,,9,,36,51
2,34,3405,2,1706,5,1,,5,,20,32
2,34,3408,2,870,1,1,,1,,28,0
2,34,3408,2,870,2,1,,1,,45,41
2,34,3408,2,870,3,1,,9,,2,41
2,34,3408,2,870,4,1,,3,,28,0
2,34,3408,2,870,5,1,,3,,39,0
2,34,3410,2,42,1,1,,1,,75,51
2,34,3410,2,42,2,1,,9,,50,51
2,34,3410,2,42,3,2,,8,,45,26
2,34,3410,2,42,4,1,,2,,35,41
2,34,3410,2,42,5,1,,2,,65,51
2,34,3412,2,156,1,1,,1,,70,0
2,34,3412,2,156,2,1,,3,,41,16
2,34,3412,2,156,3,1,,9,,32,41
2,34,3412,2,156,4,2,,8,,16,0
2,34,3412,2,156,5,1,,3,,58,0
2,34,3413,2,262,1,1,,1,,68,0
2,34,3413,2,262,2,1,,1,,75,0
2,34,3413,2,262,3,1,,7,,30,41
2,34,3413,2,262,4,1,,3,,57,0
2,34,3413,2,262,5,1,,9,,5,41
2,34,3415,2,268,1,1,,1,,25,0
2,34,3415,2,268,2,1,,8,,25,0
2,34,3415,2,268,3,1,,6,,24,0
2,34,3415,2,268,4,1,,6,,20,0
2,34,3415,2,268,5,2,,6,,30,0
2,34,3415,2,268,6,1,,3,,23,26
2,35,3501,1,702,1,1,,1,8,50,51
2,35,3501,1,702,2,1,,3,,30,16
2,35,3501,1,702,3,2,,11,,20,26
2,35,3501,1,702,4,1,,9,,40,51
2,35,3501,1,702,5,1,,,,60,51
2,35,3501,2,1228,1,1,,1,,58,0
2,35,3501,2,1228,2,1,,9,5,38,31
2,35,3501,2,1228,3,1,,6,,62,51
2,35,3501,2,1228,4,1,,7,,28,32
2,35,3501,2,1228,5,2,,2,,30,16
2,35,3503,1,54,1,1,,1,,30,51
2,35,3503,1,54,2,1,,3,11,26,41
2,35,3503,1,54,3,1,,6,,25,27
2,35,3503,1,54,4,1,,9,,35,51
2,35,3503,1,54,5,1,,8,,12,51
2,35,3504,2,1288,1,1,,1,,50,51
2,35,3504,2,1288,2,1,,4,,35,32
2,35,3504,2,1288,3,1,,7,8,30,26
2,35,3504,2,1288,4,2,,8,,35,0
2,35,3504,2,1288,5,1,,6,,22,22
2,35,3506,2,1040,1,1,,1,,77,51
2,35,3506,2,1040,2,1,,3,9,57,51
2,35,3506,2,1040,3,1,,3,,54,51
2,35,3506,2,1040,4,1,,3,11,28,41
2,35,3506,2,1040,5,2,,11,,,
2,35,3509,2,1310,1,1,,1,11,50,32
2,35,3509,2,1310,2,1,,3,11,45,31
2,35,3509,2,1310,3,1,,3,4,38,32
2,35,3509,2,1310,4,1,,8,,51,51
2,35,3509,2,1310,5,2,,5,,15,32
2,35,3509,2,2276,1,1,,1,,47,28
2,35,3509,2,2276,2,1,,7,,6,41
2,35,3509,2,2276,3,1,,3,,40,51
2,35,3509,2,2276,4,2,,2,,13,51
2,35,3509,2,2276,5,1,,4,,30,41
2,35,3511,2,1646,1,1,,1,,30,42
2,35,3511,2,1646,2,1,,3,,31,41
2,35,3511,2,1646,3,1,,7,,40,41
2,35,3511,2,1646,4,1,,11,,52,51
2,35,3511,2,1646,5,1,,8,,60,51
2,35,3511,2,1646,6,1,,9,,42,41
2,35,3513,1,1278,1,1,,1,11,45,41
2,35,3513,1,1278,2,1,,1,5,45,41
2,35,3513,1,1278,3,2,,8,,30,27
2,35,3513,1,1278,4,1,,9,,30,51
2,35,3513,1,1278,5,1,,8,,20,27
2,35,3515,2,316,1,1,,1,,50,51
2,35,3515,2,316,2,1,,8,,40,51
2,35,3515,2,316,3,1,,6,,6,51
2,35,3515,2,316,4,1,,3,,25,51
2,35,3516,2,1632,1,1,,1,11,50,51
2,35,3516,2,1632,2,1,,3,,67,51
2,35,3516,2,1632,3,1,,9,,60,16
2,35,3516,2,1632,4,2,,2,,45,0
2,35,3516,2,1632,5,1,,11,,35,41
3,17,1702,2,510,1,1,,1,,45,41
3,17,1702,2,510,2,1,,11,,40,51
3,17,1702,2,510,3,1,,7,,30,51
3,17,1702,2,510,4,1,,11,,20,51
3,17,1702,2,510,5,1,,9,,30,51
3,17,1704,2,1080,1,1,,1,,45,28
3,17,1704,2,1080,2,1,,3,,40,51
3,17,1704,2,1080,3,1,,6,,38,23
3,17,1704,2,1080,4,1,,8,,25,16
3,17,1704,1,2074,1,1,,1,,48,16
3,17,1704,1,2074,2,1,,8,,28,23
3,17,1704,1,2074,3,1,,8,,40,51
3,17,1704,1,2074,4,2,,8,,10,23
3,17,1704,1,2074,5,1,,7,,25,41
3,17,1706,2,284,1,1,,1,,50,51
3,17,1706,2,284,2,1,,9,,48,51
3,17,1706,2,284,3,1,,2,,34,51
3,17,1706,2,284,4,1,,2,,40,51
3,17,1706,2,284,5,1,,9,,29,51
3,17,1710,2,546,1,1,,1,,40,23
3,17,1710,2,546,2,1,,8,,25,16
3,17,1710,2,546,3,1,,11,,35,51
3,17,1710,2,546,4,1,,8,,32,51
3,17,1710,2,546,5,1,,11,,28,16
3,17,1712,2,794,1,1,,1,,55,22
3,17,1712,2,794,2,1,,11,,43,31
3,17,1712,2,794,3,1,,11,,25,13
3,17,1712,2,794,4,1,,11,,35,16
3,17,1712,2,794,5,1,,11,,35,16
3,17,1712,2,794,6,1,,11,,25,23
3,17,1713,1,226,1,1,,1,,60,51
3,17,1713,1,226,2,1,,8,,40,51
3,17,1713,1,226,3,1,,8,,27,51
3,17,1713,1,226,4,1,,8,,20,51
3,17,1713,1,226,5,2,,8,,30,16
3,17,1715,2,2244,1,1,,3,,20,41
3,17,1715,2,2244,2,1,,8,,21,16
3,17,1715,2,2244,3,1,,8,,21,16
3,17,1715,2,2244,4,1,,11,,30,16
3,17,1715,2,2244,5,1,,11,,30,31
3,17,1716,2,1452,1,1,,1,,40,51
3,17,1716,2,1452,2,1,,9,,42,51
3,17,1716,2,1452,3,1,,8,,20,16
3,17,1716,2,1452,4,1,,11,,40,51
3,17,1719,2,1354,1,1,,8,,32,16
3,17,1719,2,1354,2,1,,6,,25,16
3,17,1719,2,1354,3,1,,7,,36,16
3,17,1719,2,1354,4,1,,8,,30,16
3,17,1719,2,1354,5,1,,3,,28,16
3,17,1719,2,1354,6,1,,1,,60,16
3,17,1722,2,96,1,1,,,,0,0
3,17,1722,2,96,2,1,,,,,
3,17,1722,2,96,3,1,,,,,
3,17,1722,2,96,4,1,,,,,
3,17,1722,2,96,5,1,,,,,
3,17,1722,2,96,6,1,,,,,
3,17,1722,2,96,7,1,,,,,
3,17,1724,2,786,1,1,,1,,50,51
3,17,1724,2,786,2,1,,9,,30,51
3,17,1724,2,786,3,1,,5,,40,16
3,17,1724,2,786,4,1,,8,,30,51
3,17,1727,2,634,1,1,,1,,50,51
3,17,1727,2,634,2,1,,11,,35,51
3,17,1727,2,634,3,1,,8,,25,16
3,17,1727,2,634,4,1,,8,,40,51
3,17,1727,2,634,5,1,,9,,42,51
3,18,1803,2,840,1,1,,1,,42,51
3,18,1803,2,840,2,1,,8,,35,51
3,18,1803,2,840,3,1,,1,,38,0
3,18,1803,2,840,4,1,,8,,31,51
3,18,1803,2,840,5,1,,9,,35,51
3,18,1804,1,2690,1,1,,1,,75,51
3,18,1804,1,2690,2,1,,3,,83,51
3,18,1804,1,2690,3,1,,8,,20,51
3,18,1804,1,2690,4,1,,8,,42,32
3,18,1804,1,2690,5,1,,8,,9,31
3,18,1804,1,2690,6,1,,8,,31,26
3,18,1804,1,2690,7,1,,9,,40,51
3,18,1805,2,534,1,1,,1,,64,0
3,18,1805,2,534,2,1,,8,,22,51
3,18,1805,2,534,3,1,,8,,31,51
3,18,1805,2,534,4,1,,8,,53,0
3,18,1805,2,534,5,1,,3,,35,51
3,18,1805,2,534,6,1,,11,,4,0
3,18,1808,2,1726,1,1,,1,,33,16
3,18,1808,2,1726,2,1,,11,,15,28
3,18,1808,2,1726,3,1,,11,,20,15
3,18,1808,2,1726,4,1,,8,,30,16
3,18,1808,2,1726,5,1,,3,,33,16
3,18,1808,2,1726,6,1,,3,,32,28
3,18,1809,1,1272,1,1,,1,,75,51
3,18,1809,1,1272,2,1,,8,,10,0
3,18,1809,1,1272,3,1,,8,,20,0
3,18,1809,1,1272,4,1,,8,,10,51
3,18,1809,1,1272,5,1,,8,,20,51
3,18,1809,1,1272,6,1,,8,,12,51
3,18,1809,1,1272,7,1,,8,,45,31
3,18,1811,2,364,1,1,,1,,60,0
3,18,1811,2,364,2,1,,6,,55,0
3,18,1811,2,364,3,1,,9,,48,0
3,18,1811,2,364,4,1,,9,,50,13
3,18,1811,2,364,5,1,,8,,70,0
3,18,1811,2,364,6,1,,9,,62,0
3,18,1814,2,678,1,1,,3,,10,0
3,18,1814,2,678,2,1,,2,,10,51
3,18,1814,2,678,3,1,,11,,10,0
3,18,1814,2,678,4,1,,11,,9,0
3,18,1814,2,678,5,1,,11,,10,51
3,18,1814,2,678,6,1,,11,,23,0
3,18,1814,2,678,7,1,,11,,16,0
3,18,1814,2,678,8,1,,11,,16,0
3,18,1814,2,678,9,1,,1,,52,51
3,18,1816,1,378,1,1,,1,,32,51
3,18,1816,1,378,2,1,,8,,14,0
3,18,1816,1,378,3,1,,3,,25,16
3,18,1816,1,378,4,1,,8,,9,0
3,18,1816,1,378,5,1,,8,,10,51
3,18,1816,1,378,6,1,,5,,12,31
3,18,1816,1,378,7,1,,8,,35,41
3,18,1816,1,378,8,1,,8,,30,51
3,18,1817,2,370,1,1,,1,,76,0
3,18,1817,2,370,2,1,,3,,45,26
3,18,1817,2,370,3,1,,8,,40,23
3,18,1817,2,370,4,1,,3,,52,16
3,18,1817,2,370,5,1,,3,,32,0
3,18,1817,2,370,6,1,,8,,40,0
3,18,1817,2,370,7,1,,3,,38,0
3,18,1817,2,370,8,1,,8,,27,32
3,18,1817,2,370,9,1,,3,,34,31
3,18,1820,2,450,1,1,,1,,60,0
3,18,1820,2,450,2,1,,11,,50,0
3,18,1820,2,450,3,1,,11,,70,0
3,18,1820,2,450,4,1,,3,,48,0
3,18,1820,2,450,5,1,,11,,48,0
3,18,1820,2,450,6,1,,11,,48,0
3,18,1820,2,450,7,1,,8,,32,16
3,18,1822,2,1654,1,1,,1,,45,28
3,18,1822,2,1654,2,1,,8,,49,31
3,18,1822,2,1654,3,1,,8,,50,51
3,18,1822,2,1654,4,1,,8,,45,31
3,18,1822,2,1654,5,1,,8,,55,51
3,18,1822,2,1654,6,1,,8,,53,0
3,18,1822,2,1654,7,1,,8,,45,0
3,18,1822,2,1654,8,1,,8,,19,28
3,18,1823,1,1822,1,1,,1,,43,51
3,18,1823,1,1822,2,1,,8,,48,16
3,18,1823,1,1822,3,1,,8,,33,23
3,18,1823,1,1822,4,1,,8,,27,31
3,18,1823,1,1822,5,1,,5,,6,31
3,18,1823,1,1822,6,1,,9,,49,51
3,19,1901,2,640,1,1,,1,,45,51
3,19,1901,2,640,2,2,,2,,25,51
3,19,1901,2,640,3,1,,4,,60,42
3,19,1901,2,640,4,1,,9,,40,51
3,19,1901,2,640,5,1,,8,,35,16
3,19,1901,2,640,6,1,,6,,40,16
3,19,1902,2,52,1,1,,1,,50,51
3,19,1902,2,52,2,2,,2,,20,51
3,19,1902,2,52,3,1,,9,,75,51
3,19,1902,2,52,4,1,,8,,35,51
3,19,1902,2,52,5,2,,8,,30,51
3,19,1902,2,52,6,2,,8,,35,51
3,19,1905,2,1290,1,1,,1,,65,51
3,19,1905,2,1290,2,1,,8,,55,51
3,19,1905,2,1290,3,1,,8,,45,16
3,19,1905,2,1290,4,1,,11,,20,28
3,19,1905,2,1290,5,1,,9,,70,51
3,19,1905,2,1290,6,2,,2,,45,51
3,19,1905,2,1290,7,2,,9,,58,51
3,19,1908,2,284,1,1,,1,,45,0
3,19,1908,2,284,2,1,,9,,70,51
3,19,1908,2,284,3,2,,2,,20,51
3,19,1908,2,284,4,1,,8,,60,0
3,19,1908,2,284,5,1,,8,,42,0
3,19,1908,2,284,6,1,,8,,45,0
3,19,1908,2,284,7,1,,8,,50,51
3,19,1910,2,808,1,1,,1,,85,28
3,19,1910,2,808,2,1,,5,,57,41
3,19,1910,2,808,3,1,,11,,23,23
3,19,1910,2,808,4,1,,9,,65,51
3,19,1910,2,808,5,1,,6,,60,51
3,19,1910,2,808,6,2,,8,,55,51
3,19,1910,2,808,7,1,,1,,35,51
3,19,1910,2,808,8,1,,8,,38,25
3,19,1912,1,1510,1,1,,1,,25,32
3,19,1912,1,1510,2,1,,3,,40,34
3,19,1912,1,1510,3,2,,2,,20,16
3,19,1912,1,1510,4,1,,7,,38,34
3,19,1912,1,1510,5,2,,2,,38,16
3,19,1912,1,1510,6,1,,9,,40,0
3,19,1912,1,1510,7,1,,8,,40,16
3,19,1914,2,934,1,1,,1,,60,51
3,19,1914,2,934,2,2,,2,,30,51
3,19,1914,2,934,3,1,,9,,40,51
3,19,1914,2,934,4,1,,8,,30,51
3,19,1914,2,934,5,2,,8,,40,51
3,19,1914,2,934,6,2,,8,,30,51
3,19,1916,2,1516,1,1,,1,,48,51
3,19,1916,2,1516,2,2,,2,,38,51
3,19,1916,2,1516,3,1,,5,,42,23
3,19,1916,2,1516,4,1,,9,,40,41
3,19,1916,2,1516,5,2,,5,,53,31
3,19,1916,2,1516,6,2,,7,,42,41
3,19,1919,2,366,1,1,,1,,60,0
3,19,1919,2,366,2,1,,8,,40,16
3,19,1919,2,366,3,1,,8,,40,51
3,19,1919,2,366,4,1,,9,,65,51
3,19,1919,2,366,5,1,,9,,65,51
3,19,1921,1,842,1,1,,1,,59,51
3,19,1921,1,842,2,2,,2,,22,51
3,19,1921,1,842,3,2,,5,,40,41
3,19,1921,1,842,4,1,,9,,80,51
3,19,1921,1,842,5,2,,7,,10,41
3,19,1921,1,842,6,1,,5,,35,41
3,19,1925,1,2858,1,1,,1,,30,16
3,19,1925,1,2858,2,1,,9,,60,16
3,19,1925,1,2858,3,1,,5,,40,16
3,19,1925,1,2858,4,1,,8,,46,16
3,19,1925,1,2858,5,1,,8,,45,0
3,19,1925,1,2858,6,2,,2,,20,16
3,19,1925,1,2858,7,1,,8,,55,0
3,19,1925,1,2858,8,1,,8,,40,32
3,19,1925,2,3394,1,1,,1,,47,16
3,19,1925,2,3394,2,2,,2,,35,0
3,19,1925,2,3394,3,1,,11,,29,23
3,19,1925,2,3394,4,1,,9,,80,51
3,19,1925,2,3394,5,2,,5,,5,41
3,19,1925,2,3394,6,2,,7,,23,11
3,19,1928,2,526,1,1,,1,,30,41
3,19,1928,2,526,2,1,,4,,40,32
3,19,1928,2,526,3,2,,8,,40,0
3,19,1928,2,526,4,1,,8,,50,16
3,19,1928,2,526,5,1,,8,,60,51
3,19,1932,2,562,1,1,,1,,75,51
3,19,1932,2,562,2,2,,2,,55,51
3,19,1932,2,562,3,1,,9,,50,51
3,19,1932,2,562,4,1,,8,,34,16
3,19,1932,2,562,5,1,,8,,54,51
3,19,1934,2,386,1,1,,1,,48,34
3,19,1934,2,386,2,1,,8,,53,16
3,19,1934,2,386,3,1,,8,,55,16
3,19,1934,2,386,4,1,,8,,40,51
3,19,1934,2,386,5,1,,5,,45,31
3,19,1934,2,386,6,1,,9,,55,51
3,19,1934,2,386,7,2,,5,,40,32
3,19,1936,2,1994,1,1,,1,,57,51
3,19,1936,2,1994,2,2,,2,,12,51
3,19,1936,2,1994,3,1,,9,,40,51
3,19,1936,2,1994,4,1,,5,,30,23
3,19,1936,2,1994,5,2,,5,,20,31
3,19,1937,2,432,1,1,,1,,32,42
3,19,1937,2,432,2,2,,2,,25,31
3,19,1937,2,432,3,1,,5,,37,31
3,19,1937,2,432,4,2,,8,,6,23
3,19,1937,2,432,5,2,,8,,12,51
3,19,1937,2,432,6,1,,7,,30,43
3,19,1941,2,518,1,1,,1,,41,23
3,19,1941,2,518,2,2,,2,,30,16
