"zone","state","lga","sector","ea","hhid","plotid","cropcode","sa3iiiq7","sa3iiiq8a","sa3iiiq8b","sa3iiiq9","sa3iiiq10","sa3iiiq10_os","sa3iiiq11","sa3iiiq12a","sa3iiiq12b","sa3iiiq13a","sa3iiiq13c","sa3iiiq13c_os","sa3iiiq13d","sa3iiiq13b","sa3iiiq13_conv","sa3iiiq14"
4,16,1627,2,126,169125,1,3180,1,1,2018,2,,,2,,,50,100,,1,,25,20000
4,16,1627,2,126,169129,1,2170,2,,,,,,,,,,,,,,,
4,16,1627,2,126,169129,1,3180,1,4,2018,2,,,2,,,15,100,,1,,25,6000
4,16,1627,2,126,169129,2,3180,1,3,2018,2,,,2,,,20,100,,1,,25,8000
4,16,1627,2,126,169130,1,3180,1,3,2018,2,,,2,,,15,100,,1,,25,5250
4,16,1627,2,126,169130,2,3180,1,4,2018,2,,,2,,,25,100,,1,,25,8750
4,16,1627,2,126,169131,2,2160,1,10,2018,2,,,2,,,6,80,,1,,2.73499989509583,1800
4,16,1627,2,126,169131,2,2170,1,11,2018,2,,,1,12,2018,2,110,,1,,5.1399998664856,1800
4,16,1622,2,692,169133,1,3180,1,2,2018,2,,,2,,,45,100,,1,,25,22000
4,16,1622,2,692,169133,2,2030,2,,,,,,,,,,,,,,,
4,16,1622,2,692,169133,2,2160,2,,,,,,,,,,,,,,,
4,16,1622,2,692,169133,2,2170,1,1,2018,2,,,2,,,4,110,,1,,5.1399998664856,3200
4,16,1622,2,692,169133,3,3180,2,,,,,,,,,,,,,,,
4,16,1622,2,692,169134,2,2170,1,8,2018,2,,,2,,,2,110,,1,,5.1399998664856,6000
4,16,1622,2,692,169134,2,3210,1,8,2018,2,,,2,,,13,80,,1,,1.61500000953674,800
4,16,1622,2,692,169134,3,2170,1,8,2018,2,,,2,,,8,110,,1,,5.1399998664856,8000
4,16,1622,2,692,169136,2,2170,1,8,2018,2,,,1,1,2019,5,110,,2,,7.96500015258789,6800
4,16,1622,2,692,169136,2,3050,1,7,2018,2,,,1,12,2018,1,170,,,,,3000
4,16,1622,2,692,169136,3,3180,2,,,,,,,,,,,,,,,
4,16,1622,2,692,169136,5,2170,1,10,2018,1,7,,1,12,2018,9,110,,1,,5.1399998664856,10000
4,16,1622,2,692,169136,5,3210,1,8,2018,1,6,,2,,,14,80,,1,,1.61500000953674,2000
4,16,1622,2,692,169136,6,2030,1,12,2018,2,,,1,12,2018,3,110,,1,,7.1399998664856,7000
4,16,1622,2,692,169136,6,3050,2,,,,,,,,,,,,,,,
4,16,1622,2,692,169136,6,3180,2,,,,,,,,,,,,,,,
4,16,1622,2,692,169138,3,3180,1,1,2018,2,,,2,,,30,100,,1,,25,10000
4,16,1622,2,692,169139,3,2030,1,1,2018,2,,,2,,,5,110,,1,,7.1399998664856,7500
4,16,1622,2,692,169142,1,2030,1,3,2018,2,,,2,,,8,110,,1,,7.1399998664856,6400
4,16,1622,2,692,169142,3,2030,1,2,2018,2,,,2,,,15,110,,1,,7.1399998664856,12000
4,16,1622,2,692,169142,3,2170,1,2,2018,2,,,2,,,10,110,,2,,7.96500015258789,12000
4,16,1622,2,692,169144,4,2170,1,2,2018,2,,,2,,,6,110,,2,,7.96500015258789,6000
4,16,1610,2,66,169166,1,2030,1,10,2018,1,2,,2,,,9,110,,1,,7.1399998664856,14000
4,16,1610,2,66,169166,1,3080,2,,,,,,,,,,,,,,,
4,16,1610,2,66,169166,1,3210,1,8,2018,1,5,,2,,,15,80,,1,,1.61500000953674,1600
4,16,1610,2,66,169166,1,3220,2,,,,,,,,,,,,,,,
4,16,1610,2,66,169166,2,2170,1,10,2018,2,,,2,,,8,110,,1,,5.1399998664856,8000
4,16,1610,2,66,169166,2,3170,1,8,2018,1,2,,1,10,2018,4,130,,11,,50,25000
4,16,1610,2,66,169166,2,3220,2,,,,,,,,,,,,,,,
4,16,1610,2,66,169166,3,3180,1,11,2018,2,,,2,,,25,100,,1,,25,22000
4,16,1610,2,66,169166,3,3220,2,,,,,,,,,,,,,,,
4,16,1610,2,66,169166,6,3180,1,11,2018,2,,,2,,,17,100,,1,,25,15000
4,16,1611,2,1878,169172,5,3180,1,1,2018,1,10,,2,,,30,100,,2,,27,15000
4,16,1622,2,692,169179,1,3180,1,10,2018,2,,,2,,,5,100,,1,,25,2500
4,16,1607,2,574,169202,1,3180,1,3,2018,2,,,1,3,2018,15,100,,1,,25,4000
4,16,1607,2,574,169202,2,3180,1,3,2018,2,,,2,,,10,100,,1,,25,1800
3,17,1712,2,126,179031,2,3160,1,3,2018,2,,,1,4,2018,10,140,,1,,22.3250007629395,1000
3,19,1910,2,808,190139,1,3130,2,,,,,,,,,,,,,,,
3,19,1910,2,808,190139,1,3160,2,,,,,,,,,,,,,,,
1,22,2203,2,2578,229004,3,2160,2,,,,,,,,,,,,,,,
1,22,2213,1,100,229040,1,3020,2,,,,,,,,,,,,,,,
1,22,2213,1,100,229042,1,3020,1,2,2018,2,,,1,6,2018,3,130,,12,,100,120000
1,22,2213,1,100,229044,1,3020,1,3,2018,2,,,1,5,2018,1,130,,11,,50,1
1,22,2216,1,270,229056,1,2170,1,10,2018,2,,,2,,,8,110,,1,,5.1399998664856,8000
1,23,2304,2,322,230079,1,3180,1,9,2018,2,,,1,11,2018,40,100,,0,,23,6000
1,23,2304,2,322,230079,2,3180,2,,,,,,,,,,,,,,,
1,23,2304,2,432,239029,3,2030,1,9,2018,1,1,,1,10,2018,6,110,,0,,5.07000017166138,6000
1,23,2304,2,432,239029,3,2170,1,10,2018,1,7,,1,12,2018,12,110,,1,,5.1399998664856,24000
1,23,2304,2,432,239032,1,3020,1,2,2018,2,,,1,4,2018,2,130,,11,,50,40000
1,23,2306,1,78,239054,2,3020,1,2,2018,2,,,1,3,2018,25,150,,1,,,50000
1,23,2308,1,5126,239077,1,3160,2,,,,,,,,,,,,,,,
1,23,2308,1,5126,239077,1,3170,2,,,,,,,,,,,,,,,
1,23,2308,1,5126,239077,1,3210,1,9,2018,2,,,2,,,30,80,,1,,1.61500000953674,3000
1,23,2309,2,740,239086,2,2030,1,8,2018,1,6,,2,,,45,110,,2,,21.6200008392334,45000
1,23,2309,2,740,239086,5,3020,2,,,,,,,,,,,,,,,
1,23,2309,2,740,239088,1,3020,2,,,,,,,,,,,,,,,
1,23,2309,2,740,239088,2,3020,2,,,,,,,,,,,,,,,
1,23,2309,2,740,239090,1,3020,2,,,,,,,,,,,,,,,
1,23,2309,2,740,239095,1,3020,2,,,,,,,,,,,,,,,
1,23,2309,1,1224,239097,1,3020,2,,,,,,,,,,,,,,,
1,23,2309,1,1224,239100,1,2030,1,7,2018,2,,,1,10,2018,5,110,,1,,7.1399998664856,4000
1,23,2309,1,1224,239100,1,3020,2,,,,,,,,,,,,,,,
1,23,2309,1,1224,239100,1,3040,1,11,2018,2,,,1,11,2018,3,130,,12,2,100,114000
1,23,2309,1,1224,239100,1,3180,2,,,,,,,,,,,,,,,
1,23,2309,1,1224,239104,3,2030,1,10,2018,2,,,2,,,60,110,,1,,7.1399998664856,24000
1,23,2309,1,1224,239104,3,2170,1,10,2018,2,,,2,,,4,110,,1,,5.1399998664856,2800
1,23,2310,2,30,239122,1,3020,1,2,2018,2,,,1,3,2018,40,70,,2,,,80000
1,23,2310,2,30,239122,4,3020,2,,,,,,,,,,,,,,,
1,23,2310,2,30,239122,5,3020,1,2,2018,2,,,1,3,2018,40,70,,2,,,60000
1,23,2310,2,30,239123,2,3020,1,2,2018,2,,,1,3,2018,64,70,,2,,,128000
1,23,2310,2,30,239125,1,3020,2,,,,,,,,,,,,,,,
1,23,2310,2,30,239125,3,3020,2,,,,,,,,,,,,,,,
1,23,2310,2,30,239127,1,3020,1,1,2018,2,,,2,,,2,130,,11,,50,35000
1,23,2310,2,30,239127,3,3020,2,,,,,,,,,,,,,,,
1,23,2310,2,30,239129,1,3020,1,2,2018,2,,,1,3,2018,52,70,,2,,,104000
1,23,2310,2,30,239131,3,3020,1,2,2018,2,,,1,3,2018,87,70,,2,,,217000
1,23,2310,2,496,239137,1,2170,1,9,2018,2,,,1,12,2018,9,110,,0,,3.50999999046326,2700
1,23,2310,2,496,239137,1,3020,2,,,,,,,,,,,,,,,
1,23,2310,2,496,239143,1,3020,2,,,,,,,,,,,,,,,
1,23,2310,2,496,239143,2,3040,2,,,,,,,,,,,,,,,
1,23,2310,2,496,239143,4,3020,2,,,,,,,,,,,,,,,
1,23,2314,2,354,239156,1,3020,2,,,,,,,,,,,,,,,
1,23,2314,2,354,239159,1,3020,2,,,,,,,,,,,,,,,
1,23,2314,2,354,239165,1,3020,2,,,,,,,,,,,,,,,
1,23,2314,2,354,239165,2,3020,2,,,,,,,,,,,,,,,
1,23,2314,2,354,239165,4,3040,2,,,,,,,,,,,,,,,
1,23,2314,2,354,239165,4,3110,2,,,,,,,,,,,,,,,
1,23,2314,2,354,239167,4,3020,2,,,,,,,,,,,,,,,
1,23,2316,2,614,239172,4,3160,2,,,,,,,,,,,,,,,
1,23,2309,1,1224,239209,3,2170,2,,,,,,,,,,,,,,,
1,23,2309,1,1224,239209,3,3020,2,,,,,,,,,,,,,,,
1,23,2309,1,1224,239209,5,2170,2,,,,,,,,,,,,,,,
1,23,2309,1,1224,239209,5,3020,2,,,,,,,,,,,,,,,
6,24,2418,1,2276,249183,2,3020,2,,,,,,,,,,,,,,,
6,24,2418,1,2276,249183,3,3180,1,9,2018,2,,,2,,,10,180,,,,,70000
1,26,2613,2,1462,260152,1,9007,2,,,,,,,,,,,,,,,
1,26,2613,2,1462,260152,2,9002,2,,,,,,,,,,,,,,,
1,26,2613,2,1462,260152,3,3020,1,1,2019,2,,,2,,,6,130,,12,,100,90000
1,26,2613,2,1462,260153,1,9002,1,8,2018,2,,,1,9,2018,3,130,,11,,50,13500
1,26,2613,2,1462,260154,1,9002,2,,,,,,,,,,,,,,,
1,26,2613,2,1462,260154,2,9007,1,8,2018,1,8,,2,,,2,130,,11,,50,4500
1,26,2604,2,1652,269019,1,3020,1,11,2018,2,,,1,12,2018,35,130,,12,,100,525000
1,26,2604,2,1652,269019,2,3160,2,,,,,,,,,,,,,,,
1,26,2604,2,1652,269020,1,3160,2,,,,,,,,,,,,,,,
1,26,2604,2,1652,269021,1,3020,1,11,2018,2,,,1,12,2018,7,130,,12,,100,91000
1,26,2604,2,1652,269023,2,9007,1,9,2018,2,,,1,11,2018,5,130,,12,,100,94000
1,26,2608,2,786,269025,1,9002,2,,,,,,,,,,,,,,,
1,26,2608,2,786,269026,3,3020,1,7,2018,1,5,,2,,,11,10,,,,,5500
6,27,2701,1,506,270004,1,2170,2,,,,,,,,,,,,,,,
6,27,2701,1,506,270004,2,2030,2,,,,,,,,,,,,,,,
6,27,2715,2,752,270024,2,3040,2,,,,,,,,,,,,,,,
6,27,2715,2,752,270030,2,3040,1,10,2018,1,8,,2,,,3,20,,2,2,,9000
6,27,2715,2,752,270030,2,3110,1,11,2018,1,5,,2,,,4,20,,0,2,,4000
6,27,2705,2,568,279004,2,2160,2,,,,,,,,,,,,,,,
6,27,2706,2,362,279024,1,2030,2,,,,,,,,,,,,,,,
6,27,2711,2,1218,279025,2,2170,2,,,,,,,,,,,,,,,
6,27,2711,2,1218,279029,2,2170,2,,,,,,,,,,,,,,,
6,27,2711,2,1218,279034,3,3210,1,10,2018,1,5,,1,11,2018,30,80,,1,,1.61500000953674,3000
6,27,2712,2,172,279048,1,2030,1,10,2018,1,6,,2,,,40,100,,1,,1.34500002861023,40000
6,27,2712,2,356,279053,1,2170,1,12,2018,2,,,2,,,2,110,,1,,5.1399998664856,3500
6,27,2715,2,864,279068,2,2030,2,,,,,,,,,,,,,,,
6,27,2715,2,864,279068,2,3170,2,,,,,,,,,,,,,,,
6,27,2716,2,44,279078,2,2030,2,,,,,,,,,,,,,,,
6,27,2716,2,44,279078,2,2170,2,,,,,,,,,,,,,,,
6,28,2814,1,1876,280084,1,3180,1,4,2018,2,,,1,12,2018,1050,100,,2,,27,520000
6,28,2814,1,1876,280086,1,3180,1,8,2018,2,,,1,12,2018,648,100,,2,,27,432000
6,28,2814,1,1876,280086,2,3180,1,10,2018,2,,,2,,,120,100,,1,,25,80000
6,28,2814,1,1876,280088,1,3180,1,10,2018,2,,,2,,,600,100,,2,,27,150000
6,28,2813,2,0,280111,1,3110,1,2,2018,1,5,,1,4,2018,2,10,,,1,,8000
6,28,2813,2,612,280112,1,3040,2,,,,,,,,,,,,,,,
6,28,2813,2,612,280112,1,3110,2,,,,,,,,,,,,,,,
6,28,2813,2,612,280112,1,3180,1,10,2018,2,,,1,12,2018,80,100,,1,,25,40000
6,28,2813,2,612,280112,2,2170,1,10,2018,2,,,1,1,2019,48,110,,2,,7.96500015258789,45000
6,28,2813,2,612,280112,2,3040,1,8,2018,2,,,1,11,2018,200,1,,,2,1,130000
6,28,2813,2,612,280112,2,3110,1,12,2018,2,,,1,12,2018,1,140,,2,2,33.8499984741211,18000
6,28,2813,2,612,280113,1,3040,1,9,2018,1,5,,1,10,2018,75,1,,,2,1,37500
6,28,2813,2,612,280113,1,3110,1,8,2018,2,,,1,12,2018,1,140,,2,2,33.8499984741211,15000
6,28,2813,2,612,280113,2,3040,1,9,2018,2,,,1,1,2019,42,1,,,2,1,27300
6,28,2813,2,612,280113,2,3110,1,1,2019,2,,,1,1,2019,1,140,,1,2,6.50299978256226,9000
6,28,2813,2,612,280113,3,3110,1,1,2019,2,,,2,,,1,140,,0,2,4.11199998855591,6000
6,28,2813,2,0,280114,1,3040,1,3,2018,2,,,1,1,2019,390,1,,,2,1,253500
6,28,2813,2,0,280114,2,3110,1,8,2018,2,,,1,1,2019,7,140,,2,2,33.8499984741211,98000
6,28,2813,2,612,280115,1,3040,1,3,2018,2,,,1,12,2018,65,1,,,2,1,42250
6,28,2813,2,612,280115,1,3110,1,2,2018,2,,,1,10,2018,2,10,,,2,,20000
6,28,2813,2,612,280115,1,3170,1,6,2018,1,5,,1,10,2018,1,10,,,,6.00500011444092,5000
6,28,2813,2,612,280115,1,3180,1,4,2018,1,5,,1,12,2018,12,11,,,,,16000
6,28,2813,2,612,280116,1,3040,1,9,2018,1,5,,1,11,2018,8,130,,12,2,100,520000
6,28,2813,2,612,280116,1,3110,1,9,2018,2,,,2,,,3,10,,,2,,60000
6,28,2813,2,612,280116,1,3180,1,2,2018,2,,,1,12,2018,90,100,,1,,25,36000
6,28,2813,2,612,280116,2,3040,1,9,2018,1,5,,1,11,2018,1,130,,11,2,50,32500
6,28,2813,2,612,280116,2,3110,1,8,2018,1,5,,1,11,2018,3,10,,,2,,54000
6,28,2813,2,612,280116,2,3180,1,7,2018,2,,,1,10,2018,30,100,,1,,25,12000
6,28,2813,2,612,280117,1,3040,1,8,2018,1,5,,1,11,2018,5,130,,12,2,100,325000
6,28,2813,2,612,280117,1,3110,1,11,2018,1,5,,1,1,2019,2,10,,,2,,40000
6,28,2813,2,612,280117,4,3040,1,8,2018,1,5,,1,11,2018,50,1,,,2,1,32500
6,28,2813,2,612,280117,4,3110,1,11,2018,1,5,,1,12,2018,1,10,,,2,,20000
6,28,2813,2,612,280117,4,3180,1,7,2018,1,11,"NOT FRUITFUL",1,12,2018,10,100,,1,,25,4000
6,28,2813,2,612,280118,1,3040,1,3,2018,2,,,1,12,2018,254,1,,,2,1,165100
6,28,2813,2,612,280118,1,3110,1,1,2018,2,,,1,10,2018,10,10,,,1,,80000
6,28,2813,2,612,280118,1,3180,1,8,2018,2,,,1,12,2018,60,100,,2,,27,24000
6,28,2813,2,612,280118,2,3040,1,8,2018,2,,,1,12,2018,338,1,,,2,1,219700
6,28,2813,2,612,280118,2,3110,1,2,2018,1,5,,1,12,2018,10,10,,,1,,80000
6,28,2813,2,612,280118,2,3180,1,1,2018,2,,,1,12,2018,40,100,,2,,27,16000
6,28,2813,2,612,280118,3,3040,1,3,2018,2,,,1,12,2018,127,1,,,2,1,82550
6,28,2813,2,612,280118,3,3110,1,2,2018,2,,,1,10,2018,3,10,,,2,,30000
6,28,2813,2,612,280119,1,3040,1,10,2018,2,,,1,1,2019,5,130,,12,2,100,325000
6,28,2813,2,612,280119,1,3110,1,9,2018,2,,,1,12,2018,2,140,,2,2,33.8499984741211,40000
6,28,2813,2,612,280119,1,3180,1,9,2018,2,,,1,12,2018,30,100,,2,,27,15000
6,28,2813,2,612,280119,2,3040,2,,,,,,,,,,,,,,,
6,28,2813,2,612,280119,2,3110,2,,,,,,,,,,,,,,,
6,28,2813,2,612,280119,2,3180,2,,,,,,,,,,,,,,,
6,28,2813,2,612,280119,3,3040,2,,,,,,,,,,,,,,,
6,28,2813,2,612,280119,3,3110,1,10,2018,2,,,1,12,2018,2,140,,2,2,33.8499984741211,40000
6,28,2813,2,612,280119,3,3180,1,9,2018,2,,,1,12,2018,45,100,,2,,27,20000
6,28,2813,2,612,280120,1,3040,1,10,2018,2,,,1,12,2018,1,130,,11,2,50,15000
6,28,2813,2,612,280120,1,3110,1,9,2018,2,,,1,1,2019,3,140,,2,1,33.8499984741211,36000
6,28,2813,2,612,280120,2,3040,1,7,2018,2,,,1,12,2018,1,130,,11,2,50,15000
6,28,2813,2,612,280120,2,3110,1,9,2018,2,,,1,12,2018,2,140,,2,1,33.8499984741211,24000
6,28,2801,1,760,289007,3,3040,1,9,2018,2,,,1,12,2018,75,1,,,2,1,48750
6,28,2801,1,760,289007,3,3110,2,,,,,,,,,,,,,,,
6,28,2801,1,760,289007,3,3180,1,4,2018,2,,,1,11,2018,50,100,,2,,27,35000
6,28,2801,1,760,289009,1,3040,1,7,2018,2,,,1,1,2019,3,130,,12,2,100,180000
6,28,2801,1,760,289009,1,3110,1,8,2018,1,5,,1,1,2019,3,140,,2,2,33.8499984741211,25500
6,28,2801,1,760,289009,1,3180,1,5,2018,2,,,1,12,2018,70,100,,2,,27,49000
6,28,2805,2,498,289016,1,3040,1,11,2018,2,,,1,11,2018,1000,1,,,2,1,650000
6,28,2805,2,498,289019,3,3040,1,10,2018,2,,,1,11,2018,5,130,,11,2,50,150000
6,28,2808,2,1494,289025,1,3040,1,10,2018,2,,,2,,,3,130,,12,1,100,120000
6,28,2808,2,1494,289025,1,3180,1,10,2018,2,,,2,,,2,130,,12,,100,12000
6,28,2808,2,1494,289025,2,2170,1,10,2018,2,,,2,,,12,110,,2,,7.96500015258789,6000
6,28,2808,2,1494,289026,1,3040,2,,,,,,,,,,,,,,,
6,28,2808,2,1494,289026,2,3040,2,,,,,,,,,,,,,,,
6,28,2808,2,1494,289027,1,3040,1,12,2018,2,,,1,12,2018,2,130,,11,1,50,44000
6,28,2808,2,1494,289028,1,2170,1,12,2018,2,,,2,,,24,110,,1,,5.1399998664856,7000
6,28,2808,2,1494,289028,1,3040,1,8,2018,2,,,1,11,2018,115,1,,,2,1,74750
6,28,2808,2,1494,289028,2,3040,1,9,2018,1,8,,1,12,2018,120,1,,,2,1,78000
6,28,2808,2,1494,289028,3,2170,2,,,,,,,,,,,,,,,
6,28,2808,2,1494,289028,3,3040,1,1,2018,2,,,2,,,150,1,,,2,1,97500
6,28,2808,2,1494,289030,1,2170,1,10,2018,2,,,2,,,36,110,,1,,5.1399998664856,15000
6,28,2808,2,1494,289030,1,3040,2,,,,,,,,,,,,,,,
6,28,2808,2,1494,289030,2,3040,2,,,,,,,,,,,,,,,
6,28,2808,2,1494,289032,1,3040,1,8,2018,1,2,,1,12,2018,3,130,,12,2,100,195000
6,28,2808,2,1494,289032,1,3180,1,2,2018,2,,,2,,,50,100,,2,,27,40000
6,28,2808,2,1494,289034,1,2170,1,8,2018,2,,,1,1,2019,20,100,,1,,1.05999994277954,10000
6,28,2808,2,1494,289034,1,3040,1,6,2018,1,2,,1,1,2019,56,130,,11,2,50,2500000
6,28,2808,2,1494,289034,1,3180,1,1,2019,2,,,2,,,250,100,,2,,27,200000
6,28,2808,2,1494,289035,3,2170,1,3,2018,2,,,1,12,2018,15,110,,2,,7.96500015258789,133000
6,28,2808,2,1494,289035,3,3040,1,3,2018,2,,,1,12,2018,15,130,,12,1,100,825000
6,28,2808,2,1494,289036,1,2030,2,,,,,,,,,,,,,,,
6,28,2808,2,1494,289036,1,2170,1,9,2018,2,,,1,12,2018,60,110,,2,,7.96500015258789,45000
6,28,2811,2,390,289037,1,3040,1,7,2018,2,,,1,12,2018,500,1,,,2,1,325000
6,28,2811,2,390,289037,1,3110,1,5,2018,2,,,1,7,2018,25,140,,2,1,33.8499984741211,100000
6,28,2811,2,390,289037,1,3180,1,2,2018,2,,,1,12,2018,200,100,,2,,27,80000
6,28,2811,2,390,289037,2,3040,1,7,2018,2,,,1,12,2018,450,1,,,2,1,292500
6,28,2811,2,390,289037,2,3110,1,5,2018,2,,,1,12,2018,5,140,,2,1,33.8499984741211,20000
6,28,2811,2,390,289037,2,3180,1,3,2018,2,,,1,1,2019,60,100,,2,,27,48000
6,28,2811,2,390,289038,1,3040,2,,,,,,,,,,,,,,,
6,28,2811,2,390,289038,1,3180,2,,,,,,,,,,,,,,,
6,29,2901,1,0,289040,1,3040,1,10,2018,1,2,,1,12,2018,7,130,,12,2,100,420000
6,29,2901,1,0,289040,2,3040,1,10,2018,1,2,,1,12,2018,5,130,,12,2,100,300000
6,28,2811,2,390,289042,2,3040,1,8,2018,2,,,1,1,2019,640,1,,,2,1,448000
6,28,2811,2,390,289042,2,3110,1,7,2018,1,5,,1,1,2019,2,140,,1,2,6.50299978256226,8000
6,28,2811,2,390,289042,2,3180,2,,,,,,,,,,,,,,,
6,28,2811,2,390,289042,4,3040,1,8,2018,2,,,1,1,2019,1600,1,,,2,1,1120000
6,28,2811,2,390,289042,4,3110,1,7,2018,2,,,1,1,2019,20,140,,2,2,33.8499984741211,200000
6,28,2811,2,390,289042,4,3180,1,4,2018,1,5,,1,1,2019,250,100,,2,,27,187500
6,28,2811,2,390,289042,5,3040,1,10,2018,2,,,1,1,2019,800,1,,,2,1,560000
6,28,2811,2,390,289042,5,3110,1,4,2018,1,5,,1,12,2018,15,140,,2,2,33.8499984741211,150000
6,28,2811,2,390,289042,5,3180,1,7,2018,1,5,,1,12,2018,300,100,,2,,27,225000
6,28,2811,2,390,289043,1,3040,1,7,2018,2,,,1,12,2018,150,1,,,2,1,90000
6,28,2811,2,390,289043,1,3110,1,4,2018,2,,,1,6,2018,1,140,,2,1,33.8499984741211,4000
6,28,2811,2,390,289043,1,3170,2,,,,,,,,,,,,,,,
6,28,2811,2,390,289043,2,3040,1,7,2018,2,,,1,12,2018,200,1,,,2,1,120000
6,28,2811,2,390,289043,2,3110,1,4,2018,2,,,1,6,2018,14,140,,2,1,33.8499984741211,56000
6,28,2811,2,390,289043,2,3170,1,10,2018,2,,,1,1,2019,7,130,,11,,50,7000
6,28,2811,2,390,289043,3,3040,1,7,2018,2,,,1,12,2018,150,1,,,2,1,90000
6,28,2811,2,390,289043,3,3110,1,4,2018,2,,,1,6,2018,10,140,,2,1,33.8499984741211,40000
6,28,2811,2,390,289043,3,3180,1,1,2018,2,,,1,12,2018,90,100,,0,,23,24000
6,28,2811,2,390,289043,4,3040,1,7,2018,1,3,,1,12,2018,50,1,,,2,1,30000
6,28,2811,2,390,289043,4,3110,1,4,2018,2,,,1,6,2018,7,140,,2,1,33.8499984741211,28000
6,28,2811,2,390,289043,4,3180,2,,,,,,,,,,,,,,,
6,28,2811,2,390,289044,1,3040,1,9,2018,2,,,1,12,2018,5,130,,12,2,100,300000
6,28,2811,2,390,289044,1,3110,1,2,2018,2,,,1,8,2018,32,140,,1,2,6.50299978256226,96000
6,28,2811,2,390,289044,1,3180,1,7,2018,2,,,1,8,2018,80,100,,2,,27,64000
6,28,2811,2,390,289044,2,3040,1,9,2018,2,,,1,12,2018,10,130,,12,2,100,600000
6,28,2811,2,390,289044,2,3110,1,7,2018,2,,,1,8,2018,20,140,,1,2,6.50299978256226,60000
6,28,2811,2,390,289046,2,3040,1,9,2018,2,,,1,12,2018,5,130,,12,2,100,250000
6,28,2811,2,390,289046,2,3110,1,8,2018,2,,,1,9,2018,8,10,,,2,,24000
6,28,2811,2,390,289046,3,3110,1,8,2018,2,,,1,9,2018,8,10,,,2,,24000
6,28,2811,2,390,289047,1,3180,1,3,2018,2,,,2,,,450,100,,2,,27,400000
6,28,2811,2,390,289048,1,3040,1,10,2018,2,,,2,,,2,130,,11,2,50,70000
6,28,2811,2,390,289048,1,3110,1,9,2018,2,,,2,,,8,140,,1,1,6.50299978256226,40000
6,28,2811,2,390,289048,1,3180,1,4,2018,2,,,1,12,2018,300,100,,1,,25,30000
6,28,2811,2,390,289048,2,3040,1,10,2018,2,,,1,12,2018,2,130,,11,2,50,70000
6,28,2811,2,390,289048,2,3110,1,7,2018,2,,,1,12,2018,10,140,,1,1,6.50299978256226,50000
6,28,2811,2,390,289048,2,3180,1,3,2018,2,,,1,12,2018,300,100,,1,,25,25000
6,28,2814,1,662,289054,2,3180,1,10,2018,2,,,1,12,2018,18,100,,0,,23,800
6,28,2815,2,10,289062,1,2170,1,9,2018,2,,,2,,,72,110,,1,,5.1399998664856,72000
6,28,2815,2,10,289062,1,3040,1,10,2018,2,,,1,12,2018,450,1,,,2,1,292500
6,28,2815,2,10,289062,1,3110,1,10,2018,2,,,1,12,2018,4,140,,2,2,33.8499984741211,60000
