"zone","state","lga","sector","ea","hhid","plotid","cropcode","sa3iiiq7","sa3iiiq8a","sa3iiiq8b","sa3iiiq9","sa3iiiq10","sa3iiiq10_os","sa3iiiq11","sa3iiiq12a","sa3iiiq12b","sa3iiiq13a","sa3iiiq13c","sa3iiiq13c_os","sa3iiiq13d","sa3iiiq13b","sa3iiiq13_conv","sa3iiiq14"
6,28,2815,2,10,289062,1,3180,1,9,2018,2,,,1,12,2018,40,100,,2,,27,24000
6,28,2815,2,10,289062,3,2170,1,9,2018,1,7,,1,12,2018,36,110,,1,,5.1399998664856,36000
6,28,2815,2,10,289062,3,3040,1,10,2018,2,,,1,1,2019,300,1,,,2,1,195000
6,28,2815,2,10,289063,1,3040,1,5,2018,2,,,1,1,2019,5,130,,11,2,50,175000
6,28,2815,2,10,289063,1,3110,1,8,2018,2,,,1,12,2018,1,10,,,2,,1000
6,28,2815,2,10,289063,1,3180,1,8,2018,2,,,1,1,2019,30,100,,2,,27,24000
6,28,2815,2,10,289063,2,3040,1,5,2018,1,5,,1,1,2019,5,130,,12,2,100,350000
6,28,2815,2,10,289063,2,3110,1,7,2018,2,,,1,1,2019,2,140,,2,2,33.8499984741211,26000
6,28,2815,2,10,289063,2,3180,1,7,2018,2,,,1,1,2019,45,100,,1,,25,24000
6,28,2815,2,10,289063,3,3040,1,8,2018,1,5,,1,1,2019,3,130,,12,2,100,210000
6,28,2815,2,10,289063,3,3110,1,5,2018,2,,,1,1,2019,3,140,,2,2,33.8499984741211,36000
6,28,2815,2,10,289063,3,3180,1,6,2018,2,,,1,1,2019,20,100,,2,,27,16000
6,28,2815,2,10,289065,1,3040,1,8,2018,1,5,,1,1,2019,2,130,,12,2,100,140000
6,28,2815,2,10,289065,1,3110,1,8,2018,1,5,,1,1,2019,1,140,,2,2,33.8499984741211,13000
6,28,2815,2,10,289065,1,3180,1,7,2018,2,,,1,12,2018,80,100,,2,,27,64000
6,28,2815,2,10,289065,2,2030,2,,,,,,,,,,,,,,,
6,28,2815,2,10,289065,2,3040,1,9,2018,1,5,,1,12,2018,250,1,,,2,1,210000
6,28,2815,2,10,289065,2,3110,1,8,2018,2,,,1,12,2018,1,10,,,2,,4500
6,28,2815,2,10,289065,2,3180,1,4,2018,2,,,1,11,2018,150,100,,1,,25,80000
6,28,2815,2,10,289065,3,3040,1,8,2018,1,5,,1,1,2019,4,130,,12,2,100,280000
6,28,2815,2,10,289065,3,3110,1,7,2018,1,5,,1,11,2018,1,10,,,2,,4500
6,28,2815,2,10,289066,2,3040,1,9,2018,2,,,1,1,2019,450,1,,,2,1,315000
6,28,2815,2,10,289066,2,3110,1,10,2018,2,,,1,12,2018,10,140,,1,2,6.50299978256226,35000
6,28,2815,2,10,289066,2,3180,1,10,2018,2,,,1,12,2018,100,100,,2,,27,20000
6,28,2815,2,10,289066,3,3040,1,10,2018,2,,,2,,,75,1,,,2,1,52500
6,28,2815,2,10,289066,3,3180,1,9,2018,2,,,1,12,2018,150,100,,2,,27,30000
6,28,2815,2,10,289066,4,3040,1,9,2018,2,,,1,12,2018,300,1,,,2,1,210000
6,28,2815,2,10,289066,4,3110,1,10,2018,2,,,1,12,2018,8,140,,1,2,6.50299978256226,24000
6,28,2815,2,10,289066,4,3180,1,9,2018,2,,,1,12,2018,40,100,,2,,27,8000
6,28,2815,2,10,289067,2,2170,1,3,2018,2,,,1,12,2018,24,110,,1,,5.1399998664856,14400
6,28,2815,2,10,289067,3,3040,1,6,2018,2,,,1,11,2018,300,1,,,2,1,195000
6,28,2815,2,10,289068,1,3040,1,10,2018,1,2,,1,12,2018,130,1,,,2,1,84500
4,11,1105,2,0,289071,1,3040,1,8,2018,2,,,1,11,2018,9,130,,12,2,100,270000
4,11,1105,2,0,289071,1,3110,2,,,,,,,,,,,,,,,
6,28,2815,2,10,289072,2,3110,1,1,2018,2,,,1,1,2018,4,140,,1,2,6.50299978256226,20000
6,28,2815,2,10,289072,3,3040,1,9,2018,2,,,1,10,2018,2,130,,12,2,100,100000
6,28,2816,1,2146,289073,1,3040,1,9,2018,2,,,1,12,2018,3,130,,12,2,100,200000
6,29,2930,1,530,290007,2,2170,1,10,2018,2,,,2,,,120,110,,0,,3.50999999046326,31200
6,29,2930,1,530,290007,2,3040,1,11,2018,2,,,1,12,2018,3,1,,,2,1,5300
6,29,2930,1,530,290007,2,3110,2,,,,,,,,,,,,,,,
6,29,2930,1,530,290007,2,3170,2,,,,,,,,,,,,,,,
6,29,2930,1,1300,290034,2,2030,1,5,2018,2,,,2,,,15,110,,2,,21.6200008392334,10500
6,29,2930,1,1300,290034,2,2270,2,,,,,,,,,,,,,,,
6,29,2930,1,1300,290034,2,3040,1,9,2018,1,2,,1,12,2018,35,1,,,2,1,22000
6,29,2930,1,1300,290034,2,3110,2,,,,,,,,,,,,,,,
6,29,2930,1,1300,290034,2,3170,2,,,,,,,,,,,,,,,
6,29,2930,1,0,290035,1,2170,2,,,,,,,,,,,,,,,
6,29,2909,2,220,290042,1,2170,1,11,2018,2,,,2,,,3,110,,1,,5.1399998664856,2400
6,29,2909,2,220,290042,2,2170,1,12,2018,2,,,2,,,3,110,,1,,5.1399998664856,2100
6,29,2909,2,220,290045,1,3020,2,,,,,,,,,,,,,,,
6,29,2909,2,220,290045,1,3110,2,,,,,,,,,,,,,,,
6,29,2909,2,220,290045,1,3170,2,,,,,,,,,,,,,,,
6,29,2909,2,220,290046,1,3040,1,11,2018,2,,,1,12,2018,1,130,,11,2,50,28500
6,29,2909,2,220,290046,1,3110,1,3,2018,2,,,1,4,2018,2,140,,1,2,6.50299978256226,6000
6,29,2905,1,1096,290080,2,3040,1,9,2018,1,2,,1,12,2018,75,1,,,2,1,41250
6,29,2905,1,1096,290080,4,2170,1,8,2018,2,,,2,,,20,110,,2,,7.96500015258789,8400
6,29,2905,1,1096,290080,4,3040,1,9,2018,1,4,,1,12,2018,50,1,,,2,1,27500
6,29,2905,1,1096,290080,4,3180,1,4,2018,2,,,1,11,2018,60,100,,1,,25,18000
6,29,2910,1,350,290090,1,2170,1,8,2018,2,,,1,12,2018,50,110,,2,,7.96500015258789,25000
6,29,2910,1,350,290090,1,3040,1,11,2018,1,1,,2,,,4,130,,12,2,100,120000
6,29,2910,1,350,290090,1,3110,1,9,2018,1,5,,1,11,2018,6,10,,,1,,6000
6,29,2910,1,350,290090,2,2170,1,8,2018,2,,,2,,,42,110,,2,,7.96500015258789,21000
6,29,2910,1,350,290090,2,3040,1,10,2018,2,,,1,12,2018,3,130,,12,2,100,90000
6,29,2910,1,350,290090,2,3110,1,9,2018,1,5,,1,11,2018,5,10,,,1,,5000
6,29,2910,1,350,290090,2,3170,2,,,,,,,,,,,,,,,
6,29,2920,2,1628,290173,1,2170,1,10,2018,2,,,2,,,24,110,,1,,5.1399998664856,10000
6,29,2920,2,1628,290173,1,3040,1,9,2018,1,5,,2,,,400,1,,,2,1,195000
6,29,2920,2,1628,290173,1,3180,1,5,2018,2,,,2,,,12,150,,2,,,32000
6,29,2920,2,1628,290173,2,2170,1,10,2018,2,,,2,,,24,110,,1,,5.1399998664856,8000
6,29,2920,2,1628,290173,2,3040,1,10,2018,2,,,2,,,2,130,,11,2,50,60000
6,29,2920,2,1628,290173,2,3110,1,6,2018,2,,,2,,,2,140,,1,2,6.50299978256226,6000
6,29,2920,2,1628,290173,2,3180,1,5,2018,2,,,2,,,6,150,,2,,,4000
6,29,2920,2,1628,290173,3,3040,1,9,2018,2,,,2,,,1,130,,12,2,100,45000
6,29,2920,2,1628,290173,3,3110,2,,,,,,,,,,,,,,,
6,29,2920,2,1628,290173,3,3170,1,11,2018,2,,,2,,,2,140,,2,,32.2770004272461,3000
6,29,2920,2,1628,290173,3,3190,2,,,,,,,,,,,,,,,
6,29,2920,2,1628,290176,1,2170,1,5,2018,2,,,2,,,75,110,,1,,5.1399998664856,30000
6,29,2920,2,1628,290176,1,3180,1,4,2018,2,,,1,7,2018,150,100,,1,,25,100000
6,29,2920,2,1628,290176,2,2170,1,5,2018,2,,,2,,,60,110,,1,,5.1399998664856,24000
6,29,2920,2,1628,290176,2,3040,1,9,2018,1,2,,1,11,2018,2,130,,12,2,100,48000
6,29,2920,2,1628,290176,2,3180,1,4,2018,2,,,1,7,2018,132,100,,1,,25,52000
6,29,2920,2,1628,290176,2,3190,1,1,2019,2,,,1,1,2019,4,20,,2,,,20000
6,29,2920,2,1628,290176,3,2170,1,5,2018,2,,,2,,,85,110,,1,,5.1399998664856,34000
6,29,2920,2,1628,290176,3,3040,1,9,2018,1,2,,1,11,2018,1,130,,12,2,100,22000
6,29,2920,2,1628,290176,3,3110,1,9,2018,1,5,,1,11,2018,3,140,,1,1,6.50299978256226,5000
6,29,2920,2,1628,290176,3,3180,1,4,2018,2,,,2,,,100,100,,1,,25,40000
6,29,2920,2,1628,290176,3,3190,1,1,2018,2,,,2,,,2,11,,,,,10000
6,29,2920,2,1628,290177,1,2170,1,5,2018,2,,,2,,,36,110,,1,,5.1399998664856,12000
6,29,2920,2,1628,290177,1,3040,1,9,2018,1,2,,1,12,2018,150,1,,,2,1,99000
6,29,2920,2,1628,290177,2,2170,1,3,2018,2,,,2,,,36,110,,2,,7.96500015258789,21000
6,29,2920,2,1628,290177,3,2170,1,5,2018,2,,,2,,,48,110,,2,,7.96500015258789,28000
6,29,2920,2,1628,290178,1,2170,1,5,2018,2,,,1,12,2018,120,110,,2,,7.96500015258789,40000
6,29,2920,2,1628,290178,1,3040,1,9,2018,1,2,,1,12,2018,100,1,,,2,1,60000
6,29,2920,2,1628,290178,1,3110,1,10,2018,2,,,1,10,2018,1,140,,1,2,6.50299978256226,3000
6,29,2920,2,1628,290178,1,3180,1,4,2018,2,,,1,12,2018,100,100,,1,,25,30000
6,29,2920,2,1628,290178,1,3190,2,,,,,,,,,,,,,,,
6,29,2920,2,1628,290178,2,2170,1,6,2018,2,,,2,,,36,110,,2,,7.96500015258789,21000
6,29,2920,2,1628,290178,2,3040,1,9,2018,1,2,,1,12,2018,28,1,,,2,1,15000
6,29,2920,2,1628,290178,2,3110,1,10,2018,2,,,1,10,2018,1,140,,1,2,6.50299978256226,3000
6,29,2920,2,1628,290178,2,3170,2,,,,,,,,,,,,,,,
6,29,2920,2,1628,290178,2,3190,2,,,,,,,,,,,,,,,
6,29,2920,2,1628,290178,4,2170,1,6,2018,2,,,2,,,60,110,,2,,7.96500015258789,35000
6,29,2920,2,1628,290178,5,2170,1,7,2018,2,,,2,,,60,110,,2,,7.96500015258789,35000
6,29,2920,2,1628,290179,1,2170,1,6,2018,2,,,2,,,1200,110,,2,,7.96500015258789,600000
6,29,2920,2,1628,290179,1,3040,1,8,2018,1,5,,1,12,2018,4,130,,11,2,50,120000
6,29,2920,2,1628,290179,2,2170,1,8,2018,2,,,2,,,200,110,,2,,7.96500015258789,100000
6,29,2920,2,1628,290179,3,3040,1,12,2018,1,5,,2,,,4,130,,11,2,50,120000
6,29,2920,2,1628,290179,3,3180,1,5,2018,2,,,1,7,2018,240,100,,2,,27,56000
6,29,2920,2,1628,290179,4,2170,1,8,2018,2,,,2,,,120,110,,2,,7.96500015258789,60000
6,29,2920,2,1628,290179,4,3040,1,12,2018,2,,,1,12,2018,2,130,,11,2,50,60000
6,29,2920,2,1628,290179,5,2170,1,9,2018,2,,,2,,,80,110,,1,,5.1399998664856,32000
6,29,2920,2,1628,290180,1,3040,1,10,2018,1,2,,2,,,2,130,,12,2,100,60000
6,29,2920,2,1628,290180,1,3170,1,9,2018,1,5,,1,9,2018,2,140,,1,,9.58500003814697,1300
6,29,2920,2,1628,290180,1,3180,1,4,2018,1,1,,1,11,2018,60,100,,1,,25,24000
6,29,2920,2,1628,290180,1,3190,1,1,2019,2,,,2,,,4,11,,,,,28000
6,29,2920,2,1628,290180,2,3040,1,10,2018,1,2,,2,,,1,130,,12,2,100,30000
6,29,2920,2,1628,290180,2,3170,1,9,2018,1,5,,1,9,2018,4,140,,1,,9.58500003814697,2600
6,29,2920,2,1628,290180,2,3180,1,4,2018,2,,,1,11,2018,62,100,,1,,25,24800
6,29,2920,2,1628,290180,2,3190,1,1,2018,2,,,2,,,3,11,,,,,21000
6,29,2920,2,1628,290180,3,3040,1,10,2018,1,2,,2,,,1,130,,12,2,100,30000
6,29,2920,2,1628,290180,3,3170,1,9,2018,1,5,,1,9,2018,3,140,,1,,9.58500003814697,1950
6,29,2920,2,1628,290180,3,3180,1,4,2018,2,,,1,11,2018,65,100,,1,,25,26000
6,29,2920,2,1628,290180,3,3190,1,1,2018,2,,,2,,,2,11,,,,,14000
6,29,2920,2,1628,290180,4,3040,1,10,2018,1,2,,2,,,2,130,,12,2,100,60000
6,29,2920,2,1628,290180,4,3170,1,9,2018,1,5,,1,9,2018,3,140,,1,,9.58500003814697,1950
6,29,2920,2,1628,290180,4,3180,1,4,2018,2,,,1,11,2018,55,100,,1,,25,22000
6,29,2920,2,1628,290180,5,3040,1,10,2018,1,2,,2,,,1,130,,12,2,100,30000
6,29,2920,2,1628,290180,5,3170,1,9,2018,1,5,,1,9,2018,2,140,,1,,9.58500003814697,1300
6,29,2920,2,1628,290180,5,3180,1,4,2018,2,,,1,11,2018,70,100,,1,,25,28000
6,29,2920,2,1628,290180,5,3190,1,1,2018,2,,,2,,,2,11,,,,,14000
6,29,2920,2,1628,290180,6,3040,1,10,2018,1,2,,2,,,1,130,,12,2,100,30000
6,29,2920,2,1628,290180,6,3170,1,9,2018,1,5,,1,9,2018,3,140,,1,,9.58500003814697,1950
6,29,2920,2,1628,290180,6,3180,1,4,2018,2,,,1,11,2018,40,100,,1,,25,16000
6,29,2920,2,1628,290180,6,3190,1,1,2018,2,,,2,,,4,11,,,,,28000
6,29,2920,2,1628,290180,11,2170,1,8,2018,2,,,2,,,150,110,,1,,5.1399998664856,110000
6,29,2920,2,1628,290180,11,3180,1,4,2018,2,,,1,11,2018,48,100,,1,,25,19200
6,29,2915,1,622,299001,1,2170,1,1,2018,1,11,"TREE CROP FELL",2,,,120,110,,2,,7.96500015258789,60000
6,29,2915,1,622,299001,1,3040,1,6,2018,1,8,,2,,,100,1,,,2,1,60000
6,29,2915,1,622,299001,1,3110,1,3,2018,1,5,,1,12,2018,4,140,,1,1,6.50299978256226,20000
6,29,2915,1,622,299001,2,2170,1,1,2018,1,11,"TREE CROP FELL DOWN",2,,,150,110,,2,,7.96500015258789,75000
6,29,2915,1,622,299001,2,3040,1,11,2018,2,,,2,,,2,130,,11,2,50,60000
6,29,2915,1,622,299001,2,3110,1,3,2018,1,5,,1,11,2018,4,140,,1,2,6.50299978256226,20000
6,29,2915,1,622,299001,5,3040,1,12,2018,2,,,1,12,2018,3,1,,,2,1,1800
6,29,2915,1,622,299005,1,2170,1,1,2018,2,,,2,,,15,900,"DOZEN",2,,,75000
6,29,2915,1,622,299005,1,3040,1,3,2018,1,5,,1,12,2018,4,130,,11,2,50,100000
6,29,2915,1,622,299005,1,3050,1,7,2018,2,,,2,,,3,140,,1,,,9000
6,29,2915,1,622,299006,1,3040,1,11,2018,1,2,,2,,,3,130,,11,2,50,84000
6,29,2915,1,622,299006,2,3110,1,9,2018,1,5,,2,,,5,140,,1,2,6.50299978256226,20000
6,29,2915,1,622,299006,3,3110,1,9,2018,1,8,,2,,,4,140,,1,2,6.50299978256226,18000
6,29,2915,1,622,299008,1,3040,1,9,2018,1,2,,1,12,2018,6,130,,11,2,50,90000
6,29,2915,1,622,299008,1,3110,2,,,,,,,,,,,,,,,
6,29,2915,1,622,299008,2,2170,1,5,2018,2,,,2,,,50,110,,1,,5.1399998664856,25000
6,29,2915,1,622,299008,3,3040,1,9,2018,1,2,,1,11,2018,2,130,,11,2,50,30000
6,29,2915,1,622,299008,3,3110,2,,,,,,,,,,,,,,,
6,29,2918,1,454,299013,1,2030,2,,,,,,,,,,,,,,,
6,29,2918,1,454,299013,1,2170,2,,,,,,,,,,,,,,,
6,29,2918,1,454,299014,1,2170,1,12,2018,2,,,1,12,2018,1,180,,,,,60000
6,29,2918,1,454,299014,1,3040,1,12,2018,2,,,1,12,2018,4,130,,12,2,100,60000
6,29,2918,1,454,299014,1,3110,1,11,2018,2,,,1,11,2018,6,140,,1,2,6.50299978256226,24000
6,29,2918,1,454,299014,2,2270,1,7,2018,2,,,2,,,2,140,,1,2,,3500
6,29,2918,1,454,299014,2,3040,1,10,2018,2,,,2,,,1,130,,12,2,100,60000
6,29,2918,1,454,299014,2,3110,1,9,2018,2,,,2,,,4,140,,1,2,6.50299978256226,8000
6,29,2918,1,454,299014,3,2170,1,10,2018,2,,,2,,,3,110,,1,,5.1399998664856,6000
6,29,2918,1,454,299014,3,3040,1,8,2018,2,,,2,,,2,130,,11,2,50,50000
6,29,2918,1,454,299014,3,3110,1,9,2018,2,,,2,,,2,140,,1,2,6.50299978256226,6500
6,29,2918,1,454,299014,4,2030,1,11,2018,2,,,2,,,4,110,,1,,7.1399998664856,2400
6,29,2918,1,454,299014,4,3040,1,11,2018,2,,,2,,,2,130,,11,2,50,60000
6,29,2918,1,454,299018,1,2030,1,1,2019,2,,,2,,,8,140,,1,,,1500
6,29,2918,1,454,299018,1,2170,1,8,2018,2,,,2,,,2,170,,,,,4000
6,29,2918,1,454,299018,1,3040,1,12,2018,2,,,2,,,4,130,,11,2,50,120000
6,29,2918,1,454,299018,1,3110,1,6,2018,2,,,2,,,6,140,,1,2,6.50299978256226,12000
6,29,2918,1,454,299020,1,2170,1,7,2018,2,,,2,,,190,110,,2,,7.96500015258789,150000
6,29,2918,1,454,299020,1,3040,1,9,2018,2,,,2,,,1,130,,12,2,100,150000
6,29,2918,1,454,299020,1,3110,2,,,,,,,,,,,,,,,
6,29,2928,1,322,299027,2,3040,1,2,2018,2,,,1,12,2018,2,130,,11,2,50,56000
6,29,2928,1,322,299027,2,3110,1,3,2018,2,,,1,3,2018,2,140,,1,2,6.50299978256226,12000
6,29,2928,1,322,299030,1,2160,1,2,2018,2,,,1,5,2018,50,80,,1,,2.73499989509583,4000
6,29,2928,1,322,299030,1,3020,1,2,2018,2,,,1,4,2018,30,11,,,,,30000
6,29,2928,1,322,299032,2,2170,1,5,2018,2,,,2,,,24,110,,1,,5.1399998664856,6000
6,29,2928,1,322,299033,1,3040,1,10,2018,1,2,,1,12,2018,37,1,,,2,1,20720
6,29,2928,1,322,299033,1,3110,2,,,,,,,,,,,,,,,
6,29,2928,1,322,299033,1,3170,1,10,2018,2,,,1,12,2018,5,130,,11,,50,15000
6,29,2928,1,322,299033,1,3180,1,5,2018,1,10,,1,12,2018,38,100,,1,,25,9500
6,29,2928,1,322,299033,2,3040,2,,,,,,,,,,,,,,,
6,29,2928,1,322,299033,2,3110,2,,,,,,,,,,,,,,,
6,29,2928,1,322,299033,4,3020,1,3,2018,2,,,1,6,2018,2,130,,11,,50,32000
6,29,2928,1,322,299033,4,3180,1,4,2018,1,10,,1,12,2018,40,100,,1,,25,10000
6,29,2928,1,322,299035,1,2170,1,10,2018,2,,,2,,,20,110,,1,,5.1399998664856,5000
6,29,2928,1,322,299035,1,3040,1,11,2018,1,2,,2,,,1,130,,10,2,25,15000
6,29,2928,1,322,299035,1,3110,1,5,2018,1,2,,1,8,2018,2,140,,0,1,4.11199998855591,2000
6,29,2928,1,322,299035,1,3180,1,6,2018,2,,,1,6,2018,250,100,,1,,25,75000
6,29,2928,1,322,299035,2,3020,1,7,2018,1,5,,1,8,2018,8,140,,1,,,9600
6,29,2928,1,322,299035,4,3040,1,10,2018,1,2,,1,12,2018,1,130,,10,2,25,15000
6,29,2928,1,322,299035,4,3110,1,3,2018,1,2,,1,8,2018,2,140,,0,1,4.11199998855591,2000
6,30,3023,2,622,300172,2,3180,2,,,,,,,,,,,,,,,
6,30,3023,2,622,300172,3,3170,2,,,,,,,,,,,,,,,
6,30,3023,2,622,300175,3,3180,2,,,,,,,,,,,,,,,
6,30,3023,2,622,300176,1,3040,2,,,,,,,,,,,,,,,
6,30,3023,2,622,300176,2,3040,2,,,,,,,,,,,,,,,
6,30,3023,2,622,300177,2,3040,2,,,,,,,,,,,,,,,
6,30,3023,2,622,300178,1,3040,2,,,,,,,,,,,,,,,
6,30,3023,2,622,300178,1,3180,2,,,,,,,,,,,,,,,
6,30,3023,2,622,300178,4,3020,2,,,,,,,,,,,,,,,
6,30,3023,2,622,300180,2,3040,1,12,2018,2,,,2,,,24,70,,1,2,,168000
6,30,3011,2,306,309033,4,2030,1,12,2018,2,,,2,,,23,110,,2,,21.6200008392334,23000
6,30,3011,2,306,309033,5,3020,2,,,,,,,,,,,,,,,
6,30,3013,1,0,309042,3,3040,1,11,2018,2,,,2,,,7,140,,2,2,,280000
6,30,3026,1,72,309103,2,3040,2,,,,,,,,,,,,,,,
6,30,3011,2,306,309126,3,3020,1,1,2019,2,,,2,,,1,10,,,,,4000
5,32,3206,2,276,320074,1,2170,1,9,2018,2,,,2,,,6,110,,1,,5.1399998664856,9000
5,32,3206,2,276,320074,2,2170,1,11,2018,2,,,2,,,4,110,,1,,5.1399998664856,6000
5,32,3206,2,276,320076,1,2170,1,11,2018,2,,,2,,,10,110,,1,,5.1399998664856,12000
5,32,3206,2,276,320076,2,2170,1,11,2018,2,,,2,,,5,110,,1,,5.1399998664856,5000
5,32,3206,2,276,320076,3,2170,2,,,,,,,,,,,,,,,
5,32,3206,2,276,320078,2,2170,1,11,2018,2,,,2,,,3,110,,2,,7.96500015258789,3000
5,32,3213,2,128,320186,2,2160,2,,,,,,,,,,,,,,,
5,32,3213,2,128,320186,2,2170,1,12,2018,1,7,,2,,,3,110,,0,,3.50999999046326,1500
5,32,3203,2,1420,329001,1,2170,2,,,,,,,,,,,,,,,
5,32,3203,2,1420,329001,1,3190,2,,,,,,,,,,,,,,,
5,32,3203,2,1420,329001,2,2170,2,,,,,,,,,,,,,,,
5,32,3203,2,1420,329002,1,2170,2,,,,,,,,,,,,,,,
5,32,3203,2,1420,329002,1,3040,2,,,,,,,,,,,,,,,
5,32,3203,2,1420,329003,1,2170,1,12,2018,2,,,2,,,24,110,,1,,5.1399998664856,14000
5,32,3203,2,1420,329003,3,2030,1,11,2018,2,,,2,,,24,110,,1,,7.1399998664856,48000
5,32,3203,2,1420,329009,6,2170,1,8,2018,2,,,2,,,50,110,,1,,5.1399998664856,75000
5,32,3203,2,1420,329009,7,2170,2,,,,,,,,,,,,,,,
5,32,3203,2,1420,329010,2,2170,1,12,2018,2,,,2,,,7,110,,2,,7.96500015258789,14000
5,32,3203,2,0,329011,1,2030,2,,,,,,,,,,,,,,,
5,32,3203,2,0,329011,9,2170,2,,,,,,,,,,,,,,,
5,32,3203,2,0,329011,10,2170,2,,,,,,,,,,,,,,,
5,32,3203,2,1420,329012,1,2030,1,1,2018,2,,,2,,,72,110,,1,,7.1399998664856,42000
5,32,3203,2,1420,329012,1,2160,1,1,2018,1,6,,2,,,15,80,,1,,2.73499989509583,4500
5,32,3203,2,1420,329012,1,2170,1,1,2018,1,7,,2,,,36,110,,1,,5.1399998664856,54000
5,32,3213,2,282,329062,1,3180,1,8,2018,2,,,2,,,200,100,,1,,25,80000
5,32,3213,2,282,329062,8,3180,1,8,2018,2,,,2,,,100,100,,2,,27,40000
5,32,3213,2,282,329062,9,3180,1,8,2018,2,,,2,,,200,100,,1,,25,80000
5,32,3213,2,282,329066,3,2170,1,12,2018,1,7,,2,,,2,110,,2,,7.96500015258789,1000
5,32,3213,2,0,329078,3,2170,2,,,,,,,,,,,,,,,
5,32,3213,2,1358,329080,1,2170,1,11,2018,2,,,2,,,40,110,,1,,5.1399998664856,40000
5,32,3223,2,668,329092,2,3180,1,10,2018,1,7,,2,,,200,100,,1,,25,40000
5,32,3223,2,668,329095,6,2170,2,,,,,,,,,,,,,,,
5,32,3223,2,668,329096,1,2170,2,,,,,,,,,,,,,,,
5,32,3223,2,668,329096,5,2170,1,10,2018,2,,,2,,,5,110,,0,,3.50999999046326,1500
3,33,3323,2,92,330040,2,3160,2,,,,,,,,,,,,,,,
2,34,3409,2,500,349063,2,3040,1,9,2018,1,5,,1,9,2018,15,30,,2,2,,15000
2,34,3409,2,500,349064,1,3040,2,,,,,,,,,,,,,,,
2,34,3409,2,500,349067,2,2030,1,9,2018,2,,,2,,,15,110,,2,,21.6200008392334,22500
2,34,3409,2,500,349067,2,3040,1,7,2018,2,,,2,,,1,130,,12,2,100,45000
2,34,3409,2,500,349068,3,2030,1,8,2018,2,,,2,,,10,100,,2,,2.11999988555908,30000
2,34,3409,2,500,349071,2,2030,1,9,2018,1,2,,2,,,25,110,,1,,7.1399998664856,37000
2,34,3409,2,500,349071,2,3180,1,9,2018,2,,,2,,,15,140,,2,,,35000
2,34,3409,2,500,349072,1,3180,1,9,2018,2,,,1,9,2018,5,100,,2,,27,13500
2,34,3409,2,500,349072,2,3180,1,10,2018,1,2,,2,,,7,140,,1,,,16100
1,37,3704,2,214,379064,2,2030,1,4,2018,2,,,2,,,25,110,,1,,7.1399998664856,75000
1,37,3704,2,214,379064,2,2170,1,6,2018,2,,,2,,,10,110,,2,,7.96500015258789,8000
1,37,3705,2,32,379073,4,3180,2,,,,,,,,,,,,,,,
1,37,3705,2,32,379073,5,2170,1,7,2018,2,,,2,,,120,110,,2,,7.96500015258789,150000
